measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,2437.0,24957.32,24957.32
2003-02-01,1668.0,17081.99,17081.99
2003-03-01,3676.0,37645.92,37645.92
2003-04-01,4675.0,47876.68,47876.68
2003-05-01,5250.0,53765.25,53765.25
2003-06-01,5296.0,54236.34,54236.34
2003-07-01,3141.0,32166.98,32166.98
2003-08-01,1723.0,17645.24,17645.24
2003-09-01,1679.0,17194.64,17194.64
2003-10-01,1842.0,18863.92,18863.92
2003-11-01,2468.0,25274.79,25274.79
2003-12-01,2083.0,21332.0,21332.0
2004-01-01,3148.75,31556.77,31556.77
2004-02-01,3148.75,31556.77,31556.77
2004-03-01,3148.75,31556.77,31556.77
2004-04-01,3148.75,31556.77,31556.77
2004-05-01,3148.75,31556.77,31556.77
2004-06-01,3148.75,31556.77,31556.77
2004-07-01,3148.75,31556.77,31556.77
2004-08-01,3148.75,31556.77,31556.77
2004-09-01,3148.75,31556.77,31556.77
2004-10-01,3148.75,31556.77,31556.77
2004-11-01,3148.75,31556.77,31556.77
2004-12-01,3148.75,31556.77,31556.77
2005-01-01,3504.8990000000003,35045.49,35045.49
2005-02-01,3030.326,30300.23,30300.23
2005-03-01,3319.596,33192.64,33192.64
2005-04-01,3170.893,31705.76,31705.76
2005-05-01,2868.355,28680.68,28680.68
2005-06-01,3230.93,32306.07,32306.07
2005-07-01,3468.005,34676.58,34676.58
2005-08-01,2934.366,29340.73,29340.73
2005-09-01,2428.025,24277.83,24277.83
2005-10-01,2072.281,20720.74,20720.74
2005-11-01,2217.752,22175.31,22175.31
2005-12-01,2714.57,27142.99,27142.99
2006-01-01,3116.058,30908.0,30908.0
2006-02-01,2809.763,27870.0,27870.0
2006-03-01,2475.4410000000003,24554.0,24554.0
2006-04-01,2694.436,26726.0,26726.0
2006-05-01,3185.72,31599.0,31599.0
2006-06-01,3130.1780000000003,31048.0,31048.0
2006-07-01,3282.4190000000003,32558.0,32558.0
2006-08-01,3258.7,32323.0,32323.0
2006-09-01,2115.282,20981.0,20981.0
2006-10-01,1864.7710000000002,18497.0,18497.0
2006-11-01,2184.263,21666.0,21666.0
2006-12-01,2312.9680000000003,22942.0,22942.0
2007-01-01,1412.265,13959.0,13959.0
2007-02-01,1200.749,11868.0,11868.0
2007-03-01,1466.47,14495.0,14495.0
2007-04-01,1562.506,15444.0,15444.0
2007-05-01,1471.7720000000002,14547.0,14547.0
2007-06-01,1247.884,12334.0,12334.0
2007-07-01,964.488,9533.0,9533.0
2007-08-01,958.0070000000001,9469.0,9469.0
2007-09-01,803.053,7937.0,7937.0
2007-10-01,1379.86,13639.0,13639.0
2007-11-01,1005.1410000000001,9935.0,9935.0
2007-12-01,1088.805,10762.0,10762.0
2008-01-01,438.817,4324.0,4324.0
2008-02-01,211.961,2089.0,2089.0
2008-03-01,106.411,1049.0,1049.0
2008-04-01,349.52,3444.0,3444.0
2008-05-01,344.829,3398.0,3398.0
2008-06-01,440.27500000000003,4338.0,4338.0
2008-07-01,521.171,5136.0,5136.0
2008-08-01,400.945,3951.0,3951.0
2008-09-01,313.21,3086.0,3086.0
2008-10-01,291.538,2873.0,2873.0
2008-11-01,442.586,4361.0,4361.0
2008-12-01,396.737,3909.0,3909.0
2009-01-01,2251.822,21978.0,21978.0
2009-02-01,1532.5230000000001,14957.0,14957.0
2009-03-01,2077.59,20277.0,20277.0
2009-04-01,2055.59,20063.0,20063.0
2009-05-01,2162.5930000000003,21107.0,21107.0
2009-06-01,2639.63,25763.0,25763.0
2009-07-01,2768.733,27023.0,27023.0
2009-08-01,2643.757,25803.0,25803.0
2009-09-01,2139.428,20881.0,20881.0
2009-10-01,2577.092,25152.0,25152.0
2009-11-01,2642.8920000000003,25795.0,25795.0
2009-12-01,1907.35,18616.0,18616.0
2010-01-01,3892.976,37980.0,37980.0
2010-02-01,3000.411,29272.0,29272.0
2010-03-01,2502.3830000000003,24413.0,24413.0
2010-04-01,5435.967000000001,53033.0,53033.0
2010-05-01,4044.0280000000002,39454.0,39454.0
2010-06-01,5530.794,53958.0,53958.0
2010-07-01,5906.89,57628.0,57628.0
2010-08-01,5210.921,50838.0,50838.0
2010-09-01,2891.621,28211.0,28211.0
2010-10-01,4415.944,43082.0,43082.0
2010-11-01,5613.151,54762.0,54762.0
2010-12-01,4164.914,40633.0,40633.0
2011-01-01,5301.805,51512.0,51512.0
2011-02-01,3692.969,35881.0,35881.0
2011-03-01,1253.241,12176.0,12176.0
2011-04-01,1738.752,16894.0,16894.0
2011-05-01,2012.638,19555.0,19555.0
2011-06-01,6729.167,65381.0,65381.0
2011-07-01,7010.08,68110.0,68110.0
2011-08-01,6302.077,61231.0,61231.0
2011-09-01,5627.412,54676.0,54676.0
2011-10-01,5724.236,55617.0,55617.0
2011-11-01,4252.017,41313.0,41313.0
2011-12-01,2462.606,23927.0,23927.0
2012-01-01,1388.002,13208.0,13208.0
2012-02-01,2490.102,23696.0,23696.0
2012-03-01,1784.972,16986.0,16986.0
2012-04-01,3603.683,34293.0,34293.0
2012-05-01,2205.303,20986.0,20986.0
2012-06-01,2799.278,26638.0,26638.0
2012-07-01,2854.082,27159.0,27159.0
2012-08-01,2565.574,24414.0,24414.0
2012-09-01,2649.216,25210.0,25210.0
2012-10-01,2892.238,27523.0,27523.0
2012-11-01,3105.672,29554.0,29554.0
2012-12-01,2073.878,19735.0,19735.0
2013-01-01,3517.586,33561.0,33561.0
2013-02-01,3360.724,32065.0,32065.0
2013-03-01,3243.792,30949.0,30949.0
2013-04-01,3577.903,34137.0,34137.0
2013-05-01,4814.623,45936.0,45936.0
2013-06-01,4668.148,44539.0,44539.0
2013-07-01,3293.006,31419.0,31419.0
2013-08-01,5345.137,50998.0,50998.0
2013-09-01,4668.408,44541.0,44541.0
2013-10-01,4917.466,46918.0,46918.0
2013-11-01,4466.422,42614.0,42614.0
2013-12-01,1430.785,13651.0,13651.0
2014-01-01,3541.632,33681.0,33681.0
2014-02-01,2656.593,25264.0,25264.0
2014-03-01,5084.911,48358.0,48358.0
2014-04-01,4481.313,42617.0,42617.0
2014-05-01,4630.155,44033.0,44033.0
2014-06-01,5823.006,55377.0,55377.0
2014-07-01,7257.001,69014.0,69014.0
2014-08-01,5692.307,54134.0,54134.0
2014-09-01,6525.657,62059.0,62059.0
2014-10-01,5840.095,55539.0,55539.0
2014-11-01,5961.194,56691.0,56691.0
2014-12-01,4695.136,44651.0,44651.0
2015-01-01,4030.662,37562.0,37562.0
2015-02-01,4347.568,40515.0,40515.0
2015-03-01,1753.363,16340.0,16340.0
2015-04-01,1918.425,17878.0,17878.0
2015-05-01,6248.339,58228.0,58228.0
2015-06-01,5123.678,47748.0,47748.0
2015-07-01,4329.624,40348.0,40348.0
2015-08-01,6069.288,56560.0,56560.0
2015-09-01,4361.749,40647.0,40647.0
2015-10-01,6150.999,57321.0,57321.0
2015-11-01,8402.057,78299.0,78299.0
2015-12-01,5928.248,55245.0,55245.0
2016-01-01,6606.953,60995.0,60995.0
2016-02-01,3085.037,28481.0,28481.0
2016-03-01,4918.197,45405.0,45405.0
2016-04-01,6459.353,59633.0,59633.0
2016-05-01,4662.106,43041.0,43041.0
2016-06-01,6466.686,59700.0,59700.0
2016-07-01,6765.929,62463.0,62463.0
2016-08-01,7143.768,65951.0,65951.0
2016-09-01,4243.09,39172.0,39172.0
2016-10-01,6260.797,57800.0,57800.0
2016-11-01,7175.45,66244.0,66244.0
2016-12-01,5096.634,47052.0,47052.0
2017-01-01,6157.078,56725.0,56725.0
2017-02-01,5755.605,53026.0,53026.0
2017-03-01,6143.637,56601.0,56601.0
2017-04-01,4904.157,45182.0,45182.0
2017-05-01,4829.063,44490.0,44490.0
2017-06-01,4929.285,45414.0,45414.0
2017-07-01,5295.987,48792.0,48792.0
2017-08-01,5193.719,47850.0,47850.0
2017-09-01,4737.315,43645.0,43645.0
2017-10-01,4890.424,45055.0,45055.0
2017-11-01,5311.473,48935.0,48935.0
2017-12-01,4844.257,44630.0,44630.0
2018-01-01,4569.073,41597.0,41597.0
2018-02-01,4028.315,36674.0,36674.0
2018-03-01,4155.575,37832.0,37832.0
2018-04-01,4239.622,38598.0,38598.0
