measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-07-01,350.422,3099.0,3099.0
2021-08-01,356.742,3155.0,3155.0
2021-09-01,326.67,2889.0,2889.0
2021-10-01,205.198,1815.0,1815.0
2021-11-01,165.084,1460.0,1460.0
2021-12-01,133.884,1184.0,1184.0
2022-01-01,180.477,616.0,616.0
2022-02-01,202.799,692.0,692.0
2022-03-01,278.498,950.0,950.0
2022-04-01,300.157,1024.0,1024.0
2022-05-01,384.325,1311.0,1311.0
2022-06-01,449.084,1532.0,1532.0
2022-07-01,415.74,1419.0,1419.0
2022-08-01,403.186,1376.0,1376.0
2022-09-01,350.305,1195.0,1195.0
2022-10-01,311.649,1063.0,1063.0
2022-11-01,201.398,687.0,687.0
2022-12-01,113.382,387.0,387.0
2023-01-01,80.0,273.0,273.0
2023-02-01,231.0,788.0,788.0
2023-03-01,239.0,815.0,815.0
2023-04-01,364.0,1242.0,1242.0
2023-05-01,469.0,1600.0,1600.0
2023-06-01,463.0,1580.0,1580.0
2023-07-01,405.0,1382.0,1382.0
2023-08-01,378.0,1290.0,1290.0
2023-09-01,261.0,891.0,891.0
2023-10-01,194.0,662.0,662.0
2023-11-01,180.0,614.0,614.0
2023-12-01,90.0,307.0,307.0
2024-01-01,135.0,461.0,461.0
2024-02-01,325.0,1109.0,1109.0
2024-03-01,334.0,1140.0,1140.0
2024-04-01,362.0,1235.0,1235.0
2024-05-01,459.0,1566.0,1566.0
2024-06-01,470.0,1604.0,1604.0
2024-07-01,429.0,1464.0,1464.0
2024-08-01,455.0,1552.0,1552.0
2024-09-01,382.0,1303.0,1303.0
2024-10-01,384.0,1310.0,1310.0
2024-11-01,177.0,604.0,604.0
2024-12-01,149.0,508.0,508.0
