measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-02-01,0.0,0.0,0.0,11.842,105.0,105.0
2021-03-01,0.0,0.0,0.0,29.151,258.0,258.0
2021-04-01,0.0,0.0,0.0,29.706,263.0,263.0
2021-05-01,0.0,0.0,0.0,32.914,291.0,291.0
2021-06-01,0.0,0.0,0.0,32.578,288.0,288.0
2021-07-01,0.0,0.0,0.0,29.204,258.0,258.0
2021-08-01,0.0,0.0,0.0,27.914,247.0,247.0
2021-09-01,0.0,0.0,0.0,27.869,246.0,246.0
2021-10-01,0.0,0.0,0.0,21.575,191.0,191.0
2021-11-01,0.0,0.0,0.0,19.938,176.0,176.0
2021-12-01,0.0,0.0,0.0,13.309,118.0,118.0
2022-01-01,0.0,0.0,0.0,225.104,768.0,768.0
2022-02-01,0.0,0.0,0.0,282.261,963.0,963.0
2022-03-01,0.0,0.0,0.0,394.671,1347.0,1347.0
2022-04-01,0.0,0.0,0.0,461.347,1574.0,1574.0
2022-05-01,0.0,0.0,0.0,460.092,1570.0,1570.0
2022-06-01,0.0,0.0,0.0,488.002,1665.0,1665.0
2022-07-01,0.0,0.0,0.0,504.488,1721.0,1721.0
2022-08-01,0.0,0.0,0.0,502.139,1713.0,1713.0
2022-09-01,0.0,0.0,0.0,424.89,1450.0,1450.0
2022-10-01,0.0,0.0,0.0,413.831,1412.0,1412.0
2022-11-01,0.0,0.0,0.0,297.37,1015.0,1015.0
2022-12-01,-1.0,0.0,0.0,226.805,774.0,774.0
2023-01-01,0.0,0.0,0.0,42.0,143.0,143.0
2023-02-01,-1.0,0.0,0.0,166.0,566.0,566.0
2023-03-01,-1.0,0.0,0.0,357.0,1218.0,1218.0
2023-04-01,-1.0,0.0,0.0,471.0,1607.0,1607.0
2023-05-01,0.0,0.0,0.0,792.0,2702.0,2702.0
2023-06-01,0.0,0.0,0.0,540.0,1842.0,1842.0
2023-07-01,0.0,0.0,0.0,646.0,2204.0,2204.0
2023-08-01,0.0,0.0,0.0,585.0,1996.0,1996.0
2023-09-01,0.0,0.0,0.0,497.0,1696.0,1696.0
2023-10-01,0.0,0.0,0.0,240.0,819.0,819.0
2023-11-01,0.0,0.0,0.0,151.0,515.0,515.0
2023-12-01,0.0,0.0,0.0,59.0,201.0,201.0
2024-01-01,0.0,0.0,0.0,46.0,157.0,157.0
2024-02-01,0.0,0.0,0.0,257.0,877.0,877.0
2024-03-01,0.0,0.0,0.0,413.0,1409.0,1409.0
2024-04-01,0.0,0.0,0.0,421.0,1436.0,1436.0
2024-05-01,0.0,0.0,0.0,523.0,1784.0,1784.0
2024-06-01,0.0,0.0,0.0,617.0,2105.0,2105.0
2024-07-01,0.0,0.0,0.0,691.0,2358.0,2358.0
2024-08-01,0.0,0.0,0.0,549.0,1873.0,1873.0
2024-09-01,0.0,0.0,0.0,519.0,1771.0,1771.0
2024-10-01,0.0,0.0,0.0,369.0,1259.0,1259.0
2024-11-01,0.0,0.0,0.0,182.0,621.0,621.0
2024-12-01,0.0,0.0,0.0,47.0,160.0,160.0
