measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2015-12-01,990.0,9226.0,9226.0
2016-01-01,1038.41,9587.0,9587.0
2016-02-01,1068.715,9866.0,9866.0
2016-03-01,2107.439,19456.0,19456.0
2016-04-01,1771.698,16356.0,16356.0
2016-05-01,1555.087,14357.0,14357.0
2016-06-01,1838.565,16974.0,16974.0
2016-07-01,1905.64,17593.0,17593.0
2016-08-01,2507.124,23146.0,23146.0
2016-09-01,1798.977,16608.0,16608.0
2016-10-01,1384.27,12780.0,12780.0
2016-11-01,986.566,9108.0,9108.0
2016-12-01,1595.509,14730.0,14730.0
2017-01-01,1179.303,10865.0,10865.0
2017-02-01,1439.671,13264.0,13264.0
2017-03-01,1772.383,16329.0,16329.0
2017-04-01,1930.531,17786.0,17786.0
2017-05-01,2110.471,19444.0,19444.0
2017-06-01,1805.082,16630.0,16630.0
2017-07-01,2014.396,18559.0,18559.0
2017-08-01,1818.589,16755.0,16755.0
2017-09-01,1746.416,16090.0,16090.0
2017-10-01,1520.739,14011.0,14011.0
2017-11-01,1343.228,12375.0,12375.0
2017-12-01,1098.191,10118.0,10118.0
2018-01-01,1250.764,11387.0,11387.0
2018-02-01,1096.313,9981.0,9981.0
2018-03-01,1583.706,14418.0,14418.0
2018-04-01,1944.637,17704.0,17704.0
2018-05-01,1931.68,17586.0,17586.0
2018-06-01,2078.092,18919.0,18919.0
2018-07-01,1962.137,17863.0,17863.0
2018-08-01,2003.52,18240.0,18240.0
2018-09-01,1326.459,12076.0,12076.0
2018-10-01,1428.162,13002.0,13002.0
2018-11-01,1035.697,9429.0,9429.0
2018-12-01,855.833,7792.0,7792.0
2019-01-01,1048.19,9334.0,9334.0
2019-02-01,1010.223,8996.0,8996.0
2019-03-01,1673.842,14906.0,14906.0
2019-04-01,1720.103,15318.0,15318.0
2019-05-01,1954.158,17402.0,17402.0
2019-06-01,1893.789,16864.0,16864.0
2019-07-01,2105.348,18748.0,18748.0
2019-08-01,1874.839,16695.0,16695.0
2019-09-01,1709.713,15225.0,15225.0
2019-10-01,1355.68,12072.0,12072.0
2019-11-01,1167.505,10397.0,10397.0
2019-12-01,1035.61,9222.0,9222.0
2020-01-01,1022.205,8962.0,8962.0
2020-02-01,1050.52,9210.0,9210.0
2020-03-01,1343.719,11780.0,11780.0
2020-04-01,1825.122,16001.0,16001.0
2020-05-01,1826.574,16014.0,16014.0
2020-06-01,1777.029,15579.0,15579.0
2020-07-01,1987.742,17427.0,17427.0
2020-08-01,1596.074,13993.0,13993.0
2020-09-01,1351.744,11851.0,11851.0
2020-10-01,1370.432,12015.0,12015.0
2020-11-01,1146.178,10049.0,10049.0
2020-12-01,968.661,8492.0,8492.0
2021-01-01,896.351,7927.0,7927.0
2021-02-01,875.615,7744.0,7744.0
2021-03-01,1436.434,12704.0,12704.0
2021-04-01,1930.173,17070.0,17070.0
2021-05-01,1945.138,17203.0,17203.0
2021-06-01,1791.869,15847.0,15847.0
2021-07-01,1936.126,17123.0,17123.0
2021-08-01,1764.629,15606.0,15606.0
2021-09-01,1650.693,14599.0,14599.0
2021-10-01,1355.318,11986.0,11986.0
2021-11-01,1274.547,11272.0,11272.0
2021-12-01,931.107,8235.0,8235.0
2022-01-01,882.123,3010.0,3010.0
2022-02-01,984.308,3358.0,3358.0
2022-03-01,1283.46,4379.0,4379.0
2022-04-01,1665.998,5684.0,5684.0
2022-05-01,1579.166,5388.0,5388.0
2022-06-01,1668.89,5694.0,5694.0
2022-07-01,1485.817,5070.0,5070.0
2022-08-01,1445.349,4932.0,4932.0
2022-09-01,1353.183,4617.0,4617.0
2022-10-01,1134.579,3871.0,3871.0
2022-11-01,886.028,3023.0,3023.0
2022-12-01,694.099,2368.0,2368.0
2023-01-01,874.0,2982.0,2982.0
2023-02-01,1083.0,3695.0,3695.0
2023-03-01,1549.0,5285.0,5285.0
2023-04-01,1239.0,4227.0,4227.0
2023-05-01,1694.0,5780.0,5780.0
2023-06-01,1681.0,5736.0,5736.0
2023-07-01,1744.0,5951.0,5951.0
2023-08-01,1685.0,5749.0,5749.0
2023-09-01,1536.0,5241.0,5241.0
2023-10-01,1406.0,4797.0,4797.0
2023-11-01,1217.0,4152.0,4152.0
2023-12-01,895.0,3054.0,3054.0
2024-01-01,1043.0,3559.0,3559.0
2024-02-01,1302.0,4442.0,4442.0
2024-03-01,1502.0,5125.0,5125.0
2024-04-01,1625.0,5545.0,5545.0
2024-05-01,1667.0,5688.0,5688.0
2024-06-01,1833.0,6254.0,6254.0
2024-07-01,1565.0,5340.0,5340.0
2024-08-01,1712.0,5841.0,5841.0
2024-09-01,1302.0,4442.0,4442.0
2024-10-01,1412.0,4818.0,4818.0
2024-11-01,1078.0,3678.0,3678.0
2024-12-01,757.0,2583.0,2583.0
