measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2004-09-01,,,,1.667,24.0,24.0,27.441000000000003,267.0,267.0,18.167,260.0,260.0
2004-10-01,,,,1.667,24.0,24.0,1.576,15.0,15.0,18.167,260.0,260.0
2004-11-01,,,,1.667,24.0,24.0,5.479,53.0,53.0,18.167,260.0,260.0
2004-12-01,,,,1.667,24.0,24.0,5.306,52.0,52.0,18.167,260.0,260.0
2005-01-01,,,,5.372,59.94,59.94,257.538,3064.36,3064.36,43.971000000000004,476.67,476.67
2005-02-01,,,,2.7270000000000003,30.42,30.42,213.793,2543.86,2543.86,36.503,395.7,395.7
2005-03-01,,,,3.3,36.82,36.82,264.765,3150.36,3150.36,45.206,490.04,490.04
2005-04-01,,,,3.439,38.36,38.36,260.87600000000003,3104.08,3104.08,44.541000000000004,482.85,482.85
2005-05-01,,,,4.0520000000000005,45.21,45.21,307.53,3659.21,3659.21,52.507000000000005,569.2,569.2
2005-06-01,,,,3.669,40.93,40.93,388.112,4618.02,4618.02,66.265,718.34,718.34
2005-07-01,,,,5.8740000000000006,65.54,65.54,486.42,5787.76,5787.76,83.05,900.3,900.3
2005-08-01,,,,6.501,72.52,72.52,503.879,5995.5,5995.5,86.031,932.61,932.61
2005-09-01,,,,6.456,72.02,72.02,383.42,4562.2,4562.2,65.464,709.66,709.66
2005-10-01,,,,3.8520000000000003,42.98,42.98,306.30600000000004,3644.64,3644.64,52.298,566.93,566.93
2005-11-01,,,,3.07,34.26,34.26,261.33,3109.48,3109.48,44.619,483.69,483.69
2005-12-01,,,,6.688000000000001,74.62,74.62,255.031,3034.53,3034.53,43.543,472.03,472.03
2006-01-01,,,,3.144,35.0,35.0,575.783,7293.0,7293.0,21.581,232.0,232.0
2006-02-01,,,,3.111,34.0,34.0,683.114,8652.0,8652.0,25.603,275.0,275.0
2006-03-01,,,,2.728,30.0,30.0,779.154,9869.0,9869.0,29.203000000000003,314.0,314.0
2006-04-01,,,,3.5980000000000003,40.0,40.0,871.5010000000001,11038.0,11038.0,32.664,351.0,351.0
2006-05-01,,,,3.2520000000000002,36.0,36.0,1009.415,12785.0,12785.0,37.833,406.0,406.0
2006-06-01,,,,3.8890000000000002,43.0,43.0,1286.27,16292.0,16292.0,48.21,518.0,518.0
2006-07-01,,,,3.773,42.0,42.0,1617.122,20482.0,20482.0,60.61,651.0,651.0
2006-08-01,,,,4.061,45.0,45.0,1637.516,20741.0,20741.0,61.375,659.0,659.0
2006-09-01,,,,2.885,32.0,32.0,1114.169,14112.0,14112.0,41.76,449.0,449.0
2006-10-01,,,,3.713,41.0,41.0,1008.782,12777.0,12777.0,37.81,406.0,406.0
2006-11-01,,,,3.241,36.0,36.0,749.177,9489.0,9489.0,28.079,302.0,302.0
2006-12-01,,,,3.605,40.0,40.0,780.998,9892.0,9892.0,29.272000000000002,315.0,315.0
2007-01-01,,,,1.7990000000000002,19.0,19.0,220.915,3142.0,3142.0,1.9620000000000002,23.0,23.0
2007-02-01,,,,1.244,12.0,12.0,653.171,9288.0,9288.0,5.8020000000000005,68.0,68.0
2007-03-01,,,,1.681,19.0,19.0,394.02700000000004,5603.0,5603.0,3.5,42.0,42.0
2007-04-01,,,,1.861,25.0,25.0,184.269,2620.0,2620.0,1.637,20.0,20.0
2007-05-01,,,,3.091,37.0,37.0,1693.391,24081.0,24081.0,15.042000000000002,178.0,178.0
2007-06-01,,,,1.22,12.0,12.0,2914.8160000000003,41451.0,41451.0,25.893,306.0,306.0
2007-07-01,,,,1.065,12.0,12.0,5429.292,77209.0,77209.0,48.229,570.0,570.0
2007-08-01,,,,2.072,25.0,25.0,9820.927,139660.0,139660.0,87.241,1031.0,1031.0
2007-09-01,,,,0.8,12.0,12.0,2591.868,36859.0,36859.0,23.024,272.0,272.0
2007-10-01,,,,1.6640000000000001,19.0,19.0,1566.107,22272.0,22272.0,13.912,164.0,164.0
2007-11-01,,,,2.604,31.0,31.0,210.661,2995.0,2995.0,1.871,22.0,22.0
2007-12-01,,,,2.945,37.0,37.0,1670.555,23757.0,23757.0,14.84,175.0,175.0
2008-01-01,0.0,0.0,0.0,,,,971.6160000000001,14099.0,14099.0,2.89,36.0,36.0
2008-02-01,0.0,0.0,0.0,,,,365.058,5298.0,5298.0,1.086,13.0,13.0
2008-03-01,0.0,0.0,0.0,,,,527.796,7658.0,7658.0,1.57,20.0,20.0
2008-04-01,0.0,0.0,0.0,,,,978.0160000000001,14191.0,14191.0,2.908,36.0,36.0
2008-05-01,0.0,0.0,0.0,,,,992.134,14397.0,14397.0,2.95,37.0,37.0
2008-06-01,0.0,0.0,0.0,,,,1586.1180000000002,23015.0,23015.0,4.7170000000000005,59.0,59.0
2008-07-01,0.0,0.0,0.0,,,,3055.0710000000004,44331.0,44331.0,9.085,116.0,116.0
2008-08-01,0.0,0.0,0.0,,,,2575.119,37366.0,37366.0,7.658,97.0,97.0
2008-09-01,0.0,0.0,0.0,,,,1039.2160000000001,15080.0,15080.0,3.09,40.0,40.0
2008-10-01,0.0,0.0,0.0,,,,1025.839,14885.0,14885.0,3.051,39.0,39.0
2008-11-01,0.0,0.0,0.0,,,,1278.943,18558.0,18558.0,3.8030000000000004,48.0,48.0
2008-12-01,,,,5.88,74.0,74.0,1450.074,21041.0,21041.0,4.312,55.0,55.0
2009-01-01,,,,1.989,25.0,25.0,902.777,13431.0,13431.0,9.759,121.0,121.0
2009-02-01,,,,1.334,19.0,19.0,602.8290000000001,8968.0,8968.0,6.516,81.0,81.0
2009-03-01,,,,1.7970000000000002,25.0,25.0,1042.8410000000001,15514.0,15514.0,11.272,142.0,142.0
2009-04-01,,,,2.6710000000000003,31.0,31.0,823.981,12258.0,12258.0,8.907,112.0,112.0
2009-05-01,,,,1.625,19.0,19.0,886.206,13184.0,13184.0,9.579,120.0,120.0
2009-06-01,,,,0.38,6.0,6.0,2217.293,32986.0,32986.0,23.967000000000002,301.0,301.0
2009-07-01,,,,2.56,31.0,31.0,2538.559,37765.0,37765.0,27.44,345.0,345.0
2009-08-01,,,,1.477,19.0,19.0,2734.2360000000003,40676.0,40676.0,29.555,372.0,372.0
2009-09-01,,,,1.425,19.0,19.0,849.668,12640.0,12640.0,9.184000000000001,116.0,116.0
2009-10-01,,,,1.4080000000000001,19.0,19.0,879.017,13077.0,13077.0,9.502,120.0,120.0
2009-11-01,,,,1.562,19.0,19.0,774.249,11518.0,11518.0,8.369,106.0,106.0
2009-12-01,,,,1.5030000000000001,19.0,19.0,945.344,14064.0,14064.0,10.219000000000001,129.0,129.0
2010-01-01,,,,1.7140000000000002,19.0,19.0,1103.943,15613.0,15613.0,14.942,187.0,187.0
2010-02-01,,,,1.215,12.0,12.0,443.42,6271.0,6271.0,6.002000000000001,75.0,75.0
2010-03-01,,,,1.5190000000000001,19.0,19.0,527.061,7455.0,7455.0,7.134,89.0,89.0
2010-04-01,,,,1.089,12.0,12.0,574.047,8119.0,8119.0,7.7700000000000005,98.0,98.0
2010-05-01,,,,1.316,19.0,19.0,690.595,9767.0,9767.0,9.347000000000001,118.0,118.0
2010-06-01,,,,2.025,25.0,25.0,1721.294,24344.0,24344.0,23.298000000000002,293.0,293.0
2010-07-01,,,,1.2970000000000002,19.0,19.0,2684.5820000000003,37969.0,37969.0,36.336,455.0,455.0
2010-08-01,,,,1.36,19.0,19.0,2993.893,42343.0,42343.0,40.522,508.0,508.0
2010-09-01,,,,1.0050000000000001,12.0,12.0,946.4820000000001,13386.0,13386.0,12.811,161.0,161.0
2010-10-01,,,,1.996,25.0,25.0,636.4540000000001,9001.0,9001.0,8.614,108.0,108.0
2010-11-01,,,,1.5130000000000001,19.0,19.0,368.101,5206.0,5206.0,4.982,63.0,63.0
2010-12-01,,,,1.26,19.0,19.0,586.128,8290.0,8290.0,7.933000000000001,99.0,99.0
2011-01-01,,,,1.647,19.0,19.0,410.062,5722.0,5722.0,9.084,116.0,116.0
2011-02-01,,,,2.19,25.0,25.0,534.813,7462.0,7462.0,11.847,151.0,151.0
2011-03-01,,,,3.763,50.0,50.0,502.039,7006.0,7006.0,11.121,141.0,141.0
2011-04-01,,,,2.031,25.0,25.0,554.239,7734.0,7734.0,12.277,156.0,156.0
2011-05-01,,,,1.795,25.0,25.0,500.187,6980.0,6980.0,11.08,141.0,141.0
2011-06-01,,,,1.302,19.0,19.0,2093.046,29206.0,29206.0,46.363,590.0,590.0
2011-07-01,,,,1.418,19.0,19.0,3291.381,45928.0,45928.0,72.908,926.0,926.0
2011-08-01,,,,0.897,12.0,12.0,2352.398,32825.0,32825.0,52.108,662.0,662.0
2011-09-01,,,,2.683,37.0,37.0,782.093,10913.0,10913.0,17.324,220.0,220.0
2011-10-01,,,,2.376,31.0,31.0,414.246,5781.0,5781.0,9.176,117.0,117.0
2011-11-01,,,,1.172,12.0,12.0,325.101,4536.0,4536.0,7.201,91.0,91.0
2011-12-01,,,,2.143,25.0,25.0,365.395,5099.0,5099.0,8.094,103.0,103.0
2012-01-01,,,,1.423,19.0,19.0,655.614,5124.0,5124.0,8.136,89.0,89.0
2012-02-01,,,,1.218,12.0,12.0,558.722,4369.0,4369.0,6.933,76.0,76.0
2012-03-01,,,,0.6,6.0,6.0,719.68,5628.0,5628.0,8.93,98.0,98.0
2012-04-01,,,,1.147,12.0,12.0,908.978,7108.0,7108.0,11.279,124.0,124.0
2012-05-01,,,,1.428,19.0,19.0,1616.296,12639.0,12639.0,20.056,220.0,220.0
2012-06-01,,,,1.364,12.0,12.0,1486.907,11627.0,11627.0,18.45,202.0,202.0
2012-07-01,,,,0.364,6.0,6.0,2674.734,20915.0,20915.0,33.189,364.0,364.0
2012-08-01,,,,1.099,12.0,12.0,1660.922,12988.0,12988.0,20.609,227.0,227.0
2012-09-01,,,,0.507,6.0,6.0,799.152,6249.0,6249.0,9.916,109.0,109.0
2012-10-01,,,,0.719,6.0,6.0,366.098,2862.0,2862.0,4.543,50.0,50.0
2012-11-01,,,,2.338,25.0,25.0,295.38,2310.0,2310.0,3.665,41.0,41.0
2012-12-01,,,,1.351,12.0,12.0,220.517,1725.0,1725.0,2.736,30.0,30.0
2013-01-01,0.0,0.0,0.0,,,,32.97,481.0,481.0,0.711,14.0,14.0
2013-02-01,0.0,0.0,0.0,,,,72.135,1052.0,1052.0,1.557,31.0,31.0
2013-03-01,0.0,0.0,0.0,,,,90.879,1324.0,1324.0,1.962,39.0,39.0
2013-04-01,0.0,0.0,0.0,,,,66.476,969.0,969.0,1.435,29.0,29.0
2013-05-01,0.0,0.0,0.0,,,,106.839,1558.0,1558.0,2.306,46.0,46.0
2013-06-01,0.0,0.0,0.0,,,,148.018,2157.0,2157.0,3.195,64.0,64.0
2013-07-01,0.0,0.0,0.0,,,,144.161,2101.0,2101.0,3.112,62.0,62.0
2013-08-01,0.0,0.0,0.0,,,,130.223,1899.0,1899.0,2.811,56.0,56.0
2013-09-01,0.0,0.0,0.0,,,,123.386,1799.0,1799.0,2.663,53.0,53.0
2013-10-01,0.0,0.0,0.0,,,,69.629,1015.0,1015.0,1.503,30.0,30.0
2013-11-01,0.0,0.0,0.0,,,,47.539,693.0,693.0,1.026,21.0,21.0
2013-12-01,,,,2.494,50.0,50.0,56.745,827.0,827.0,1.225,24.0,24.0
2014-01-01,0.0,0.0,0.0,,,,251.965,3265.0,3265.0,1.041,14.0,14.0
2014-02-01,0.0,0.0,0.0,,,,193.745,2510.0,2510.0,0.802,11.0,11.0
2014-03-01,0.0,0.0,0.0,,,,104.561,1355.0,1355.0,0.433,7.0,7.0
2014-04-01,0.0,0.0,0.0,,,,195.654,2536.0,2536.0,0.81,11.0,11.0
2014-05-01,0.0,0.0,0.0,,,,336.262,4357.0,4357.0,1.391,20.0,20.0
2014-06-01,0.0,0.0,0.0,,,,245.037,3175.0,3175.0,1.014,14.0,14.0
2014-07-01,0.0,0.0,0.0,,,,293.964,3809.0,3809.0,1.216,18.0,18.0
2014-08-01,0.0,0.0,0.0,,,,334.465,4334.0,4334.0,1.384,20.0,20.0
2014-09-01,0.0,0.0,0.0,,,,179.569,2327.0,2327.0,0.743,10.0,10.0
2014-10-01,0.0,0.0,0.0,,,,146.203,1894.0,1894.0,0.605,9.0,9.0
2014-11-01,0.0,0.0,0.0,,,,187.24,2427.0,2427.0,0.775,11.0,11.0
2014-12-01,,,,2.205,31.0,31.0,140.335,1818.0,1818.0,0.581,8.0,8.0
2015-01-01,0.0,0.0,0.0,,,,608.609,6886.0,6886.0,1.011,18.0,18.0
2015-02-01,0.0,0.0,0.0,,,,1076.768,12182.0,12182.0,1.791,30.0,30.0
2015-03-01,0.0,0.0,0.0,,,,1314.085,14867.0,14867.0,2.185,37.0,37.0
2015-04-01,0.0,0.0,0.0,,,,1139.379,12891.0,12891.0,1.895,32.0,32.0
2015-05-01,0.0,0.0,0.0,,,,1240.523,14035.0,14035.0,2.063,35.0,35.0
2015-06-01,0.0,0.0,0.0,,,,2021.378,22869.0,22869.0,3.362,57.0,57.0
2015-07-01,0.0,0.0,0.0,,,,3667.566,41494.0,41494.0,6.099,104.0,104.0
2015-08-01,0.0,0.0,0.0,,,,2344.622,26527.0,26527.0,3.899,66.0,66.0
2015-09-01,0.0,0.0,0.0,,,,1716.699,19422.0,19422.0,2.855,49.0,49.0
2015-10-01,0.0,0.0,0.0,,,,648.026,7332.0,7332.0,1.078,18.0,18.0
2015-11-01,0.0,0.0,0.0,,,,802.077,9075.0,9075.0,1.334,23.0,23.0
2015-12-01,,,,2.187,37.0,37.0,746.268,8443.0,8443.0,1.241,21.0,21.0
2016-01-01,,,,0.41,6.0,6.0,1263.098,14825.0,14825.0,0.805,8.0,8.0
2016-02-01,,,,0.321,6.0,6.0,1145.237,13442.0,13442.0,0.731,8.0,8.0
2016-03-01,,,,0.206,0.0,0.0,2458.391,28854.0,28854.0,1.57,18.0,18.0
2016-04-01,,,,0.259,0.0,0.0,2736.901,32123.0,32123.0,1.748,20.0,20.0
2016-05-01,,,,0.526,6.0,6.0,5186.352,60872.0,60872.0,3.312,37.0,37.0
2016-06-01,,,,0.384,6.0,6.0,7917.151,92923.0,92923.0,5.055,57.0,57.0
2016-07-01,,,,0.293,6.0,6.0,7206.78,84585.0,84585.0,4.602,51.0,51.0
2016-08-01,,,,0.053,0.0,0.0,7184.767,84327.0,84327.0,4.588,51.0,51.0
2016-09-01,,,,0.231,0.0,0.0,6579.745,77226.0,77226.0,4.201,47.0,47.0
2016-10-01,,,,0.3,6.0,6.0,2830.255,33219.0,33219.0,1.807,20.0,20.0
2016-11-01,,,,0.857,6.0,6.0,3443.946,40421.0,40421.0,2.199,25.0,25.0
2016-12-01,,,,0.597,6.0,6.0,3045.377,35743.0,35743.0,1.945,22.0,22.0
2017-01-01,0.0,0.0,0.0,,,,1512.893,17587.0,17587.0,3.769,39.0,39.0
2017-02-01,0.0,0.0,0.0,,,,997.861,11599.0,11599.0,2.487,26.0,26.0
2017-03-01,0.0,0.0,0.0,,,,1998.6,23231.0,23231.0,4.98,52.0,52.0
2017-04-01,0.0,0.0,0.0,,,,2181.324,25355.0,25355.0,5.436,57.0,57.0
2017-05-01,0.0,0.0,0.0,,,,1592.341,18509.0,18509.0,3.968,41.0,41.0
2017-06-01,0.0,0.0,0.0,,,,2635.316,30632.0,30632.0,6.567,68.0,68.0
2017-07-01,0.0,0.0,0.0,,,,4115.61,47839.0,47839.0,10.255,107.0,107.0
2017-08-01,0.0,0.0,0.0,,,,2472.803,28743.0,28743.0,6.162,64.0,64.0
2017-09-01,0.0,0.0,0.0,,,,1912.321,22229.0,22229.0,4.765,50.0,50.0
2017-10-01,0.0,0.0,0.0,,,,2703.651,31427.0,31427.0,6.737,70.0,70.0
2017-11-01,0.0,0.0,0.0,,,,2352.751,27348.0,27348.0,5.863,61.0,61.0
2017-12-01,,,,5.358,56.0,56.0,2268.529,26369.0,26369.0,5.653,59.0,59.0
2018-01-01,,,,0.639,6.0,6.0,6071.052,69055.0,69055.0,2.41,26.0,26.0
2018-02-01,,,,0.477,6.0,6.0,6248.867,71079.0,71079.0,2.48,28.0,28.0
2018-03-01,,,,0.697,6.0,6.0,7576.316,86178.0,86178.0,3.007,34.0,34.0
2018-04-01,,,,0.496,6.0,6.0,7037.085,80044.0,80044.0,2.793,32.0,32.0
2018-05-01,,,,0.641,6.0,6.0,10776.301,122577.0,122577.0,4.278,48.0,48.0
2018-06-01,,,,0.897,12.0,12.0,10599.623,120567.0,120567.0,4.207,48.0,48.0
2018-07-01,,,,0.382,6.0,6.0,13144.414,149513.0,149513.0,5.218,59.0,59.0
2018-08-01,,,,0.521,6.0,6.0,9784.478,111295.0,111295.0,3.884,44.0,44.0
2018-09-01,,,,0.561,6.0,6.0,8833.02,100473.0,100473.0,3.506,40.0,40.0
2018-10-01,,,,0.603,6.0,6.0,6482.315,73734.0,73734.0,2.573,29.0,29.0
2018-11-01,,,,0.584,6.0,6.0,5924.983,67395.0,67395.0,2.352,27.0,27.0
2018-12-01,,,,0.624,6.0,6.0,5465.546,62169.0,62169.0,2.17,25.0,25.0
2019-01-01,,,,0.262,0.0,0.0,10960.189,133463.0,133463.0,0.925,11.0,11.0
2019-02-01,,,,0.243,0.0,0.0,9734.167,118535.0,118535.0,0.821,9.0,9.0
2019-03-01,,,,0.351,6.0,6.0,8377.694,102017.0,102017.0,0.706,8.0,8.0
2019-04-01,,,,0.204,0.0,0.0,7151.841,87089.0,87089.0,0.603,7.0,7.0
2019-05-01,,,,0.36,6.0,6.0,19408.392,236340.0,236340.0,1.636,19.0,19.0
2019-06-01,,,,0.308,6.0,6.0,18891.326,230044.0,230044.0,1.593,18.0,18.0
2019-07-01,,,,0.184,0.0,0.0,20818.744,253514.0,253514.0,1.755,20.0,20.0
2019-08-01,,,,0.243,0.0,0.0,22610.076,275328.0,275328.0,1.906,22.0,22.0
2019-09-01,,,,0.279,6.0,6.0,16816.629,204780.0,204780.0,1.418,16.0,16.0
2019-10-01,,,,0.295,6.0,6.0,18201.432,221643.0,221643.0,1.535,17.0,17.0
2019-11-01,,,,0.258,0.0,0.0,10008.687,121878.0,121878.0,0.844,10.0,10.0
2019-12-01,,,,0.276,6.0,6.0,11802.823,143725.0,143725.0,0.995,11.0,11.0
2020-01-01,0.0,0.0,0.0,,,,25245.324,315067.0,315067.0,0.726,6.0,6.0
2020-02-01,0.0,0.0,0.0,,,,21297.171,265794.0,265794.0,0.612,6.0,6.0
2020-03-01,0.0,0.0,0.0,,,,18301.226,228404.0,228404.0,0.526,5.0,5.0
2020-04-01,0.0,0.0,0.0,,,,15735.911,196388.0,196388.0,0.452,5.0,5.0
2020-05-01,0.0,0.0,0.0,,,,14540.893,181474.0,181474.0,0.418,4.0,4.0
2020-06-01,0.0,0.0,0.0,,,,22446.94,280143.0,280143.0,0.645,7.0,7.0
2020-07-01,0.0,0.0,0.0,,,,32736.826,408564.0,408564.0,0.941,10.0,10.0
2020-08-01,0.0,0.0,0.0,,,,22936.228,286250.0,286250.0,0.659,7.0,7.0
2020-09-01,0.0,0.0,0.0,,,,15493.45,193362.0,193362.0,0.445,5.0,5.0
2020-10-01,0.0,0.0,0.0,,,,17218.643,214893.0,214893.0,0.495,5.0,5.0
2020-11-01,0.0,0.0,0.0,,,,13342.297,166515.0,166515.0,0.384,4.0,4.0
2020-12-01,,,,6.106,62.0,62.0,20544.091,256395.0,256395.0,0.591,6.0,6.0
2021-01-01,,,,0.975,6.0,6.0,18850.203,235695.0,235695.0,1.583,15.0,15.0
2021-02-01,,,,1.126,12.0,12.0,21768.21,272180.0,272180.0,1.828,17.0,17.0
2021-03-01,,,,1.213,12.0,12.0,23456.03,293284.0,293284.0,1.97,18.0,18.0
2021-04-01,,,,0.154,0.0,0.0,2969.011,37123.0,37123.0,0.249,2.0,2.0
2021-05-01,,,,0.362,6.0,6.0,7002.976,87562.0,87562.0,0.588,6.0,6.0
2021-06-01,,,,0.369,6.0,6.0,7143.125,89315.0,89315.0,0.6,6.0,6.0
2021-07-01,,,,0.499,6.0,6.0,9651.228,120675.0,120675.0,0.81,8.0,8.0
2021-08-01,,,,0.71,6.0,6.0,13735.901,171748.0,171748.0,1.153,11.0,11.0
2021-09-01,,,,0.736,6.0,6.0,14225.484,177869.0,177869.0,1.194,11.0,11.0
2021-10-01,,,,1.1,12.0,12.0,21266.536,265907.0,265907.0,1.786,17.0,17.0
2021-11-01,,,,1.297,12.0,12.0,25072.776,313499.0,313499.0,2.105,20.0,20.0
2021-12-01,,,,1.369,12.0,12.0,26479.521,331088.0,331088.0,2.223,21.0,21.0
2022-01-01,0.0,0.0,0.0,,,,26660.168,336022.0,336022.0,2.429,26.0,26.0
2022-02-01,0.0,0.0,0.0,,,,29404.085,370606.0,370606.0,2.679,29.0,29.0
2022-03-01,0.0,0.0,0.0,,,,31052.142,391378.0,391378.0,2.829,30.0,30.0
2022-04-01,0.0,0.0,0.0,,,,29276.043,368992.0,368992.0,2.667,29.0,29.0
2022-05-01,0.0,0.0,0.0,,,,22845.847,287947.0,287947.0,2.081,22.0,22.0
2022-06-01,0.0,0.0,0.0,,,,16647.002,209817.0,209817.0,1.517,16.0,16.0
2022-07-01,0.0,0.0,0.0,,,,20471.127,258016.0,258016.0,1.865,20.0,20.0
2022-08-01,0.0,0.0,0.0,,,,11372.838,143342.0,143342.0,1.036,11.0,11.0
2022-09-01,0.0,0.0,0.0,,,,20913.642,263593.0,263593.0,1.905,20.0,20.0
2022-10-01,0.0,0.0,0.0,,,,29718.667,374571.0,374571.0,2.707,29.0,29.0
2022-11-01,0.0,0.0,0.0,,,,17547.062,221161.0,221161.0,1.599,17.0,17.0
2022-12-01,,,,4.62,50.0,50.0,734.377,9256.0,9256.0,0.067,1.0,1.0
2023-01-01,0.0,0.0,0.0,,,,33.228,422.0,422.0,0.003,0.0,0.0
2023-02-01,0.0,0.0,0.0,,,,22346.693,284107.0,284107.0,2.064,19.0,19.0
2023-03-01,0.0,0.0,0.0,,,,30192.949,383861.0,383861.0,2.789,25.0,25.0
2023-04-01,0.0,0.0,0.0,,,,946.011,12027.0,12027.0,0.087,1.0,1.0
2023-05-01,0.0,0.0,0.0,,,,5991.506,76174.0,76174.0,0.553,5.0,5.0
2023-06-01,0.0,0.0,0.0,,,,5083.845,64634.0,64634.0,0.47,4.0,4.0
2023-07-01,0.0,0.0,0.0,,,,3089.195,39275.0,39275.0,0.285,3.0,3.0
2023-08-01,0.0,0.0,0.0,,,,5511.434,70070.0,70070.0,0.509,5.0,5.0
2023-09-01,0.0,0.0,0.0,,,,3005.602,38212.0,38212.0,0.278,3.0,3.0
2023-10-01,0.0,0.0,0.0,,,,1813.686,23058.0,23058.0,0.168,2.0,2.0
2023-11-01,0.0,0.0,0.0,,,,1160.85,14759.0,14759.0,0.107,1.0,1.0
2023-12-01,,,,0.687,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,,,,1739.176,19383.0,19383.0,0.191,5.0,5.0
2024-02-01,0.0,0.0,0.0,,,,1658.007,18479.0,18479.0,0.181,3.0,3.0
2024-03-01,0.0,0.0,0.0,,,,1952.504,21761.0,21761.0,0.214,3.0,3.0
2024-04-01,0.0,0.0,0.0,,,,1573.411,17536.0,17536.0,0.172,2.0,2.0
2024-05-01,0.0,0.0,0.0,,,,2119.798,23626.0,23626.0,0.232,3.0,3.0
