measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2020-01-01,1326.298,15551.0,103503.0
2020-02-01,1226.779,14384.0,95737.0
2020-03-01,1263.772,14818.0,98624.0
2020-04-01,1087.389,12750.0,84860.0
2020-05-01,1028.456,12059.0,80260.0
2020-06-01,1085.106,12723.0,84681.0
2020-07-01,1322.245,15503.0,103188.0
2020-08-01,1283.363,15048.0,100153.0
2020-09-01,1131.486,13267.0,88301.0
2020-10-01,830.705,9740.0,64828.0
2020-11-01,1071.548,12564.0,83623.0
2020-12-01,1290.483,15131.0,100708.0
2021-01-01,1195.874,14022.0,154132.0
2021-02-01,998.302,11705.0,128668.0
2021-03-01,1069.782,12543.0,137881.0
2021-04-01,854.771,10022.0,110168.0
2021-05-01,1013.148,11879.0,130581.0
2021-06-01,919.603,10782.0,118525.0
2021-07-01,942.759,11054.0,121509.0
2021-08-01,1025.587,12025.0,132184.0
2021-09-01,830.789,9741.0,107077.0
2021-10-01,989.968,11607.0,127593.0
2021-11-01,1000.445,11730.0,128944.0
2021-12-01,1029.832,12075.0,132732.0
2022-01-01,0.0,13038.0,157137.0
2022-02-01,0.0,11093.0,133689.0
2022-03-01,0.0,11085.0,133594.0
2022-04-01,0.0,8120.0,97861.0
2022-05-01,0.0,10169.0,122553.0
2022-06-01,0.0,11302.0,136205.0
2022-07-01,0.0,12354.0,148885.0
2022-08-01,0.0,12026.0,144929.0
2022-09-01,0.0,11346.0,136734.0
2022-10-01,0.0,9442.0,113790.0
2022-11-01,0.0,11562.0,139345.0
2022-12-01,0.0,11794.0,142134.0
2023-01-01,1133.258,13288.0,137945.0
2023-02-01,1060.684,12437.0,129112.0
2023-03-01,1144.072,13414.0,139262.0
2023-04-01,758.417,8893.0,92318.0
2023-05-01,1022.574,11990.0,124472.0
2023-06-01,1142.075,13391.0,139019.0
2023-07-01,1237.456,14509.0,150629.0
2023-08-01,1221.624,14324.0,148702.0
2023-09-01,1158.61,13585.0,141031.0
2023-10-01,858.884,10070.0,104547.0
2023-11-01,1120.374,13136.0,136377.0
2023-12-01,1187.502,13924.0,144549.0
2024-01-01,557.064,6532.0,119787.0
2024-02-01,532.192,6240.0,114438.0
2024-03-01,532.573,6244.0,114521.0
2024-04-01,410.333,4811.0,88235.0
2024-05-01,438.746,5144.0,94345.0
2024-06-01,514.746,6035.0,110687.0
2024-07-01,557.729,6539.0,119930.0
2024-08-01,572.707,6715.0,123151.0
2024-09-01,547.924,6424.0,117822.0
2024-10-01,304.466,3570.0,65470.0
2024-11-01,495.003,5804.0,106442.0
2024-12-01,581.557,6819.0,125054.0
