measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,7229.46,112404.0,112404.0,1403.36,21160.0,21160.0
2001-02-01,3374.14,81210.0,81210.0,1492.54,34822.0,34822.0
2001-03-01,6618.92,102936.0,102936.0,314.58,4741.0,4741.0
2001-04-01,2539.18,52344.0,52344.0,408.66,8171.0,8171.0
2001-05-01,2078.58,32382.0,32382.0,370.44,5599.0,5599.0
2001-06-01,345.94,6180.0,6180.0,356.72,6175.0,6175.0
2001-07-01,504.7,10458.0,10458.0,325.36,6521.0,6521.0
2001-08-01,17.64,342.0,342.0,61.74,1191.0,1191.0
2001-09-01,12.74,210.0,210.0,87.22,1411.0,1411.0
2001-10-01,0.0,0.0,0.0,42.14,566.0,566.0
2001-11-01,5.88,90.0,90.0,56.84,863.0,863.0
2001-12-01,49.98,996.0,996.0,65.66,1271.0,1271.0
2002-01-01,0.0,0.0,0.0,7.0,162.0,162.0
2002-02-01,187.0,2920.0,2920.0,24.0,379.0,379.0
2002-03-01,0.0,0.0,0.0,42.0,450.0,450.0
2002-04-01,0.0,0.0,0.0,57.0,864.0,864.0
2002-05-01,42.0,925.0,925.0,78.0,1721.0,1721.0
2002-06-01,0.0,0.0,0.0,384.0,5624.0,5624.0
2002-07-01,81.0,1803.0,1803.0,152.0,3387.0,3387.0
2002-08-01,14.0,250.0,250.0,113.0,2020.0,2020.0
2002-09-01,123.0,2002.0,2002.0,80.0,1294.0,1294.0
2002-10-01,72.0,1158.0,1158.0,5.0,72.0,72.0
2002-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2002-12-01,0.0,0.0,0.0,0.0,0.0,0.0
