measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2011-01-01,1070.443,10980.0,10980.0
2011-02-01,1017.446,10437.0,10437.0
2011-03-01,1152.312,11821.0,11821.0
2011-04-01,887.668,9106.0,9106.0
2011-05-01,1157.032,11869.0,11869.0
2011-06-01,1143.547,11731.0,11731.0
2011-07-01,1218.29,12498.0,12498.0
2011-08-01,1175.924,12063.0,12063.0
2011-09-01,1199.794,12308.0,12308.0
2011-10-01,1206.631,12378.0,12378.0
2011-11-01,1034.255,10610.0,10610.0
2011-12-01,1254.658,12871.0,12871.0
2012-01-01,1209.158,12618.0,12618.0
2012-02-01,1126.113,11751.0,11751.0
2012-03-01,1166.654,12174.0,12174.0
2012-04-01,1106.098,11542.0,11542.0
2012-05-01,1251.603,13060.0,13060.0
2012-06-01,1214.112,12669.0,12669.0
2012-07-01,1215.584,12685.0,12685.0
2012-08-01,1181.71,12331.0,12331.0
2012-09-01,1207.967,12605.0,12605.0
2012-10-01,1100.358,11482.0,11482.0
2012-11-01,852.233,8893.0,8893.0
2012-12-01,1159.41,12098.0,12098.0
2013-01-01,899.336,9459.0,9459.0
2013-02-01,823.723,8664.0,8664.0
2013-03-01,1021.025,10739.0,10739.0
2013-04-01,976.73,10273.0,10273.0
2013-05-01,977.527,10282.0,10282.0
2013-06-01,946.229,9952.0,9952.0
2013-07-01,1028.231,10815.0,10815.0
2013-08-01,1061.301,11163.0,11163.0
2013-09-01,995.508,10471.0,10471.0
2013-10-01,1037.385,10911.0,10911.0
2013-11-01,1011.597,10640.0,10640.0
2013-12-01,1075.408,11311.0,11311.0
2014-01-01,766.364,9997.0,9997.0
2014-02-01,749.534,9777.0,9777.0
2014-03-01,817.459,10663.0,10663.0
2014-04-01,829.457,10819.0,10819.0
2014-05-01,843.966,11009.0,11009.0
2014-06-01,885.818,11554.0,11554.0
2014-07-01,831.913,10851.0,10851.0
2014-08-01,882.253,11508.0,11508.0
2014-09-01,886.0,11557.0,11557.0
2014-10-01,902.056,11766.0,11766.0
2014-11-01,849.018,11074.0,11074.0
2014-12-01,911.162,11885.0,11885.0
2015-01-01,344.238,4663.0,4663.0
2015-02-01,269.299,3649.0,3649.0
2015-03-01,287.638,3897.0,3897.0
2015-04-01,294.642,3992.0,3992.0
2015-05-01,318.749,4318.0,4318.0
2015-06-01,341.785,4631.0,4631.0
2015-07-01,365.736,4955.0,4955.0
2015-08-01,366.121,4960.0,4960.0
2015-09-01,345.4,4679.0,4679.0
2015-10-01,377.672,5117.0,5117.0
2015-11-01,350.79,4752.0,4752.0
2015-12-01,374.93,5080.0,5080.0
2016-01-01,171.06,2290.0,2290.0
2016-02-01,152.735,2044.0,2044.0
2016-03-01,163.891,2194.0,2194.0
2016-04-01,159.548,2136.0,2136.0
2016-05-01,149.004,1995.0,1995.0
2016-06-01,169.489,2269.0,2269.0
2016-07-01,160.201,2145.0,2145.0
2016-08-01,165.333,2213.0,2213.0
2016-09-01,164.608,2203.0,2203.0
2016-10-01,166.09,2223.0,2223.0
2016-11-01,158.33,2119.0,2119.0
2016-12-01,174.711,2339.0,2339.0
2017-01-01,529.139,6303.0,6303.0
2017-02-01,465.546,5545.0,5545.0
2017-03-01,495.584,5903.0,5903.0
2017-04-01,421.456,5020.0,5020.0
2017-05-01,388.919,4633.0,4633.0
2017-06-01,427.614,5094.0,5094.0
2017-07-01,497.629,5928.0,5928.0
2017-08-01,514.888,6133.0,6133.0
2017-09-01,494.932,5896.0,5896.0
2017-10-01,511.412,6092.0,6092.0
2017-11-01,482.854,5752.0,5752.0
2017-12-01,524.027,6242.0,6242.0
2018-01-01,634.276,8327.0,8327.0
2018-02-01,554.053,7274.0,7274.0
2018-03-01,613.333,8052.0,8052.0
2018-04-01,622.445,8172.0,8172.0
2018-05-01,603.355,7921.0,7921.0
2018-06-01,592.071,7773.0,7773.0
2018-07-01,592.558,7780.0,7780.0
2018-08-01,615.717,8084.0,8084.0
2018-09-01,554.509,7280.0,7280.0
2018-10-01,574.678,7545.0,7545.0
2018-11-01,502.735,6600.0,6600.0
2018-12-01,601.27,7894.0,7894.0
2019-01-01,446.605,4948.0,4948.0
2019-02-01,379.608,4205.0,4205.0
2019-03-01,366.688,4062.0,4062.0
2019-04-01,423.137,4688.0,4688.0
2019-05-01,396.188,4389.0,4389.0
2019-06-01,403.592,4471.0,4471.0
2019-07-01,416.997,4620.0,4620.0
2019-08-01,422.542,4681.0,4681.0
2019-09-01,382.947,4243.0,4243.0
2019-10-01,421.194,4666.0,4666.0
2019-11-01,399.722,4429.0,4429.0
2019-12-01,441.78,4894.0,4894.0
2020-01-01,402.578,5046.0,5046.0
2020-02-01,347.096,4351.0,4351.0
2020-03-01,376.615,4721.0,4721.0
2020-04-01,333.726,4183.0,4183.0
2020-05-01,400.118,5015.0,5015.0
2020-06-01,367.867,4611.0,4611.0
