measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2001-01-01,169720.9,1533896.0,1547887.0
2001-02-01,151067.8,1262493.0,1400329.0
2001-03-01,182010.8,1306592.0,1648695.0
2001-04-01,143055.6,1179763.0,1266862.0
2001-05-01,149030.8,1219251.0,1314379.0
2001-06-01,180846.8,1362985.0,1594258.0
2001-07-01,185299.1,1537571.0,1619787.0
2001-08-01,190537.1,1570316.0,1679680.0
2001-09-01,178509.1,1458600.0,1571435.0
2001-10-01,194950.6,1581668.0,1712444.0
2001-11-01,181147.5,1475069.0,1583190.0
2001-12-01,192438.3,1544648.0,1680834.0
2002-01-01,198440.0,1526314.0,1691142.0
2002-02-01,174340.0,1425793.0,1485903.0
2002-03-01,184400.0,1423838.0,1573172.0
2002-04-01,112910.0,885731.0,959600.0
2002-05-01,187440.0,1448855.0,1581479.0
2002-06-01,181860.0,1291676.0,1526960.0
2002-07-01,192410.0,1513040.0,1629216.0
2002-08-01,194620.0,1535597.0,1644659.0
2002-09-01,187380.0,1468624.0,1597469.0
2002-10-01,187970.0,1469722.0,1608295.0
2002-11-01,153830.0,1216493.0,1299916.0
2002-12-01,186250.0,1465272.0,1574952.0
2003-01-01,75058.6,638596.0,689695.0
2003-02-01,75621.2,625586.5,683593.5
2003-03-01,81358.75,756544.5,756544.5
2003-04-01,87135.1,805927.0,805927.0
2003-05-01,91650.45,837456.5,837456.5
2003-06-01,88638.6,780348.0,780348.0
2003-07-01,93377.04999999999,857602.5,857602.5
2003-08-01,92489.5,793549.5,793549.5
2003-09-01,87930.5,794304.0,794304.0
2003-10-01,91019.95000000001,789403.0,789403.0
2003-11-01,71823.65,620662.5,620662.5
2003-12-01,55032.95,479714.5,479714.5
2004-01-01,0.0,0.0,0.0
2004-02-01,0.0,0.0,0.0
2004-03-01,0.0,0.0,0.0
2004-04-01,10868.85,95094.235,97375.17
2004-05-01,34662.95,296961.875,296961.875
2004-06-01,29449.2,253950.62,253950.62
2004-07-01,40040.145000000004,350321.045,450376.16
2004-08-01,50055.88,437951.165,443312.48
2004-09-01,26667.24,233318.22,256753.12
2004-10-01,0.0,0.0,0.0
2004-11-01,10291.7,88226.71,88226.71
2004-12-01,5689.05,49774.895,50076.52
2005-01-01,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0
2005-03-01,3171.9,27751.73,28200.15
2005-04-01,11378.099999999999,98413.12,98413.12
2005-05-01,5989.75,51280.32,51280.32
2005-06-01,45808.25,390641.68,390641.68
2005-07-01,57894.45,490886.76,490886.76
2005-08-01,57186.35,486800.08,486800.08
2005-09-01,21218.75,183466.92,183466.92
2005-10-01,0.0,0.0,0.0
2005-11-01,13953.45,117598.52,117598.52
2005-12-01,28988.449999999997,249570.36,249570.36
2006-01-01,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0
2006-03-01,5436.85,47568.335,50263.72
2006-04-01,2594.75,21911.24,21911.24
2006-05-01,6673.6,58388.96,60725.08
2006-06-01,31394.050000000003,269627.28,269627.28
2006-07-01,62293.4,534967.68,534967.68
2006-08-01,57491.899999999994,495558.44,495558.44
2006-09-01,22062.65,190473.92,190473.92
2006-10-01,5398.05,47228.865,47679.84
2006-11-01,5873.35,51387.38,55341.0
2006-12-01,4520.2,39412.88,39412.88
2007-01-01,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0
2007-03-01,1110.6499999999999,9717.0,11214.5
2007-04-01,8977.35,76507.0,76507.0
2007-05-01,16708.25,144436.0,144436.0
2007-06-01,46768.55,402823.5,402823.5
2007-07-01,63035.450000000004,541537.5,541537.5
2007-08-01,65007.46000000001,568766.0,570605.5
2007-09-01,44634.55,390518.5,392105.5
2007-10-01,50410.899999999994,429756.5,429756.5
2007-11-01,40366.55,337036.0,337036.0
2007-12-01,58777.149999999994,495498.5,495498.5
2008-01-01,79437.0,664884.0,664884.0
2008-02-01,76917.0,640375.0,640375.0
2008-03-01,68320.0,573416.0,573416.0
2008-04-01,26735.0,213939.0,213939.0
2008-05-01,24449.0,192771.5,192771.5
2008-06-01,49557.0,424094.0,424094.0
2008-07-01,58227.0,503460.5,503460.5
2008-08-01,51361.0,435420.0,435420.0
2008-09-01,46602.0,402797.0,402797.0
2008-10-01,32606.0,269493.5,269493.5
2008-11-01,9533.0,85065.5,85065.5
2008-12-01,1902.0,20726.0,20726.0
2009-01-01,0.0,0.0,0.0
2009-02-01,39669.0,335286.5,335286.5
2009-03-01,1543.0,18459.0,33365.5
2009-04-01,49703.0,421436.5,421436.5
2009-05-01,49672.0,419404.5,419404.5
2009-06-01,35047.0,305182.0,305182.0
2009-07-01,55863.0,477724.5,477724.5
2009-08-01,74419.0,644383.0,644383.0
2009-09-01,61810.0,523761.5,523761.5
2009-10-01,41998.0,355379.0,355379.0
2009-11-01,30574.0,268097.0,272776.5
2009-12-01,9371.0,80616.5,80616.5
2010-01-01,10721.0,102566.5,102566.5
2010-02-01,5665.0,48229.0,48229.0
2010-03-01,14745.0,131059.5,131059.5
2010-04-01,24154.0,191790.0,191790.0
2010-05-01,19862.0,173080.0,173080.0
2010-06-01,63045.0,538316.5,538316.5
2010-07-01,80756.0,684116.0,684116.0
2010-08-01,76258.0,655722.5,655722.5
2010-09-01,51553.0,438614.0,438614.0
2010-10-01,46244.0,388786.0,388786.0
2010-11-01,61179.0,507112.0,507112.0
2010-12-01,34642.0,296323.0,296323.0
2011-01-01,4530.0,43726.5,43726.5
2011-02-01,8172.0,79578.5,79578.5
2011-03-01,8851.0,71265.0,71265.0
2011-04-01,37729.0,324613.5,324613.5
2011-05-01,54679.0,475631.0,475631.0
2011-06-01,58389.0,495342.0,495342.0
2011-07-01,67507.0,594965.0,594965.0
2011-08-01,66390.0,566324.5,566324.5
2011-09-01,45217.0,386435.0,386435.0
2011-10-01,64317.0,554034.5,554034.5
2011-11-01,87843.0,733190.0,733190.0
2011-12-01,5179.0,37805.0,37805.0
2012-01-01,275.0,7027.0,7027.0
2012-02-01,351.0,6738.0,6738.0
2012-03-01,5503.0,52918.5,52918.5
2012-04-01,81477.0,690470.5,690470.5
2012-05-01,96560.0,779813.5,779813.5
2012-06-01,98849.0,823256.0,823256.0
