measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,3.692,47.0,47.0
2003-02-01,3.54,45.0,45.0
2003-03-01,3.577,46.0,46.0
2003-04-01,3.27,42.0,42.0
2003-05-01,3.329,42.0,42.0
2003-06-01,3.478,44.0,44.0
2003-07-01,4.027,51.0,51.0
2003-08-01,4.309,55.0,55.0
2003-09-01,3.6740000000000004,47.0,47.0
2003-10-01,3.579,46.0,46.0
2003-11-01,3.599,46.0,46.0
2003-12-01,3.926,50.0,50.0
