measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2014-05-01,,,,8017.0,76242.0,76242.0
2014-06-01,,,,8103.0,77060.0,77060.0
2014-07-01,,,,9390.0,89299.0,89299.0
2014-08-01,,,,9422.0,89603.0,89603.0
2014-09-01,,,,6424.0,61092.0,61092.0
2014-10-01,,,,7058.0,67122.0,67122.0
2014-11-01,,,,4790.0,45553.0,45553.0
2014-12-01,,,,2839.0,26999.0,26999.0
2015-01-01,,,,4267.0,39764.0,39764.0
2015-02-01,,,,4530.0,42215.0,42215.0
2015-03-01,,,,5613.0,52308.0,52308.0
2015-04-01,,,,5764.0,53715.0,53715.0
2015-05-01,,,,5956.0,55504.0,55504.0
2015-06-01,,,,7708.0,71831.0,71831.0
2015-07-01,,,,9083.0,84644.0,84644.0
2015-08-01,,,,8753.0,81569.0,81569.0
2015-09-01,,,,7091.0,66081.0,66081.0
2015-10-01,,,,6208.0,57852.0,57852.0
2015-11-01,,,,3437.0,32029.0,32029.0
2015-12-01,,,,4200.0,39140.0,39140.0
2016-01-01,,,,5106.0,47139.0,47139.0
2016-02-01,,,,6323.0,58374.0,58374.0
2016-03-01,,,,6321.0,58355.0,58355.0
2016-04-01,,,,5996.0,55355.0,55355.0
2016-05-01,,,,5996.0,55355.0,55355.0
2016-06-01,,,,8342.0,77013.0,77013.0
2016-07-01,,,,9436.0,87113.0,87113.0
2016-08-01,0.0,0.0,0.0,6969.0,64338.0,64338.0
2016-09-01,0.0,0.0,0.0,7104.0,65584.0,65584.0
2016-10-01,0.0,0.0,0.0,6575.0,60700.0,60700.0
2016-11-01,0.0,0.0,0.0,4006.0,36983.0,36983.0
2016-12-01,0.0,0.0,0.0,2343.0,21631.0,21631.0
2017-01-01,-31.897,0.0,0.0,3921.338,36127.0,36127.0
2017-02-01,-28.57,0.0,0.0,4999.708,46062.0,46062.0
2017-03-01,-28.945,0.0,0.0,6816.666,62802.0,62802.0
2017-04-01,-29.241,0.0,0.0,6785.721,62517.0,62517.0
2017-05-01,-32.8,0.0,0.0,7469.693,68818.0,68818.0
2017-06-01,-30.44,0.0,0.0,7106.138,65469.0,65469.0
2017-07-01,-31.253,0.0,0.0,7473.279,68851.0,68851.0
2017-08-01,-28.838,0.0,0.0,6720.756,61918.0,61918.0
2017-09-01,-22.202,0.0,0.0,5561.744,51240.0,51240.0
2017-10-01,-35.66,0.0,0.0,6064.143,55869.0,55869.0
2017-11-01,-22.689,0.0,0.0,4476.098,41238.0,41238.0
2017-12-01,-21.465,0.0,0.0,3737.716,34436.0,34436.0
2018-01-01,-18.017,0.0,0.0,4825.514,43931.0,43931.0
2018-02-01,-13.501,0.0,0.0,4620.602,42066.0,42066.0
2018-03-01,-14.701,0.0,0.0,6023.233,54836.0,54836.0
2018-04-01,-11.306,0.0,0.0,5921.993,53914.0,53914.0
2018-05-01,-18.877,0.0,0.0,5894.727,53666.0,53666.0
2018-06-01,-14.537,0.0,0.0,6734.726,61313.0,61313.0
2018-07-01,-17.478,0.0,0.0,6515.271,59315.0,59315.0
2018-08-01,-20.846,0.0,0.0,6276.182,57138.0,57138.0
2018-09-01,-16.585,0.0,0.0,4794.26,43647.0,43647.0
2018-10-01,-19.698,0.0,0.0,4038.451,36766.0,36766.0
2018-11-01,-19.709,0.0,0.0,4363.931,39729.0,39729.0
2018-12-01,-17.745,0.0,0.0,3372.11,30700.0,30700.0
2019-01-01,-29.728,0.0,0.0,3259.407,29025.0,29025.0
2019-02-01,-27.522,0.0,0.0,3238.195,28836.0,28836.0
2019-03-01,-29.92,0.0,0.0,3904.827,34772.0,34772.0
2019-04-01,-28.111,0.0,0.0,5762.748,51317.0,51317.0
2019-05-01,-25.514,0.0,0.0,5371.538,47834.0,47834.0
2019-06-01,-21.97,0.0,0.0,6324.879,56323.0,56323.0
2019-07-01,-22.443,0.0,0.0,6616.136,58917.0,58917.0
2019-08-01,-22.686,0.0,0.0,6216.069,55354.0,55354.0
2019-09-01,-24.826,0.0,0.0,4519.457,40246.0,40246.0
2019-10-01,-25.213,0.0,0.0,4117.751,36669.0,36669.0
2019-11-01,-27.157,0.0,0.0,3177.042,28292.0,28292.0
2019-12-01,-22.91,0.0,0.0,3542.951,31550.0,31550.0
2020-01-01,-21.51,0.0,0.0,4623.764,40537.0,40537.0
2020-02-01,-22.623,0.0,0.0,5473.46,47986.0,47986.0
2020-03-01,-18.925,0.0,0.0,5775.493,50634.0,50634.0
2020-04-01,-17.405,0.0,0.0,7454.276,65352.0,65352.0
2020-05-01,-14.539,0.0,0.0,9738.526,85378.0,85378.0
2020-06-01,-16.619,0.0,0.0,10515.688,92191.0,92191.0
2020-07-01,-20.995,0.0,0.0,11229.726,98451.0,98451.0
2020-08-01,-24.11,0.0,0.0,9989.38,87577.0,87577.0
2020-09-01,-21.556,0.0,0.0,7950.829,69705.0,69705.0
2020-10-01,-27.679,0.0,0.0,6595.362,57822.0,57822.0
2020-11-01,-22.642,0.0,0.0,5431.639,47619.0,47619.0
2020-12-01,-21.397,0.0,0.0,4995.857,43799.0,43799.0
2021-01-01,-27.165,0.0,0.0,4832.375,42738.0,42738.0
2021-02-01,-16.807,0.0,0.0,4456.205,39411.0,39411.0
2021-03-01,-18.257,0.0,0.0,6835.196,60450.0,60450.0
2021-04-01,-27.971,0.0,0.0,6041.081,53427.0,53427.0
2021-05-01,-29.086,0.0,0.0,8219.083,72690.0,72690.0
2021-06-01,-27.491,0.0,0.0,9467.543,83731.0,83731.0
2021-07-01,-20.383,0.0,0.0,9652.028,85363.0,85363.0
2021-08-01,-25.759,0.0,0.0,8885.021,78579.0,78579.0
2021-09-01,-25.935,0.0,0.0,8646.006,76465.0,76465.0
2021-10-01,-30.027,0.0,0.0,6898.201,61008.0,61008.0
2021-11-01,-17.085,0.0,0.0,5349.647,47312.0,47312.0
2021-12-01,-32.034,0.0,0.0,4539.614,40148.0,40148.0
2022-01-01,-13.2,0.0,0.0,5863.988,20008.0,20008.0
2022-02-01,-10.271,0.0,0.0,6290.667,21464.0,21464.0
2022-03-01,-11.177,0.0,0.0,7506.405,25612.0,25612.0
2022-04-01,-9.265,0.0,0.0,7803.804,26627.0,26627.0
2022-05-01,-14.379,0.0,0.0,9144.951,31203.0,31203.0
2022-06-01,-12.009,0.0,0.0,10310.717,35180.0,35180.0
2022-07-01,-10.817,0.0,0.0,10789.044,36812.0,36812.0
2022-08-01,-9.652,0.0,0.0,8956.415,30559.0,30559.0
2022-09-01,-7.202,0.0,0.0,8944.882,30520.0,30520.0
2022-10-01,-9.849,0.0,0.0,7043.211,24031.0,24031.0
2022-11-01,-10.179,0.0,0.0,4482.671,15295.0,15295.0
2022-12-01,,,,3978.245,13574.0,13574.0
2023-01-01,0.0,0.0,0.0,5564.0,18984.0,18984.0
2023-02-01,0.0,0.0,0.0,5498.0,18759.0,18759.0
2023-03-01,0.0,0.0,0.0,6283.0,21438.0,21438.0
2023-04-01,0.0,0.0,0.0,7145.0,24379.0,24379.0
2023-05-01,0.0,0.0,0.0,8038.0,27426.0,27426.0
2023-06-01,0.0,0.0,0.0,9647.0,32916.0,32916.0
2023-07-01,0.0,0.0,0.0,10481.0,35761.0,35761.0
2023-08-01,0.0,0.0,0.0,10551.0,36000.0,36000.0
2023-09-01,0.0,0.0,0.0,8896.0,30353.0,30353.0
2023-10-01,0.0,0.0,0.0,6236.0,21277.0,21277.0
2023-11-01,0.0,0.0,0.0,4585.0,15644.0,15644.0
2023-12-01,0.0,0.0,0.0,5370.0,18322.0,18322.0
2024-01-01,0.0,0.0,0.0,5195.0,17725.0,17725.0
2024-02-01,0.0,0.0,0.0,6347.0,21656.0,21656.0
2024-03-01,0.0,0.0,0.0,6479.0,22106.0,22106.0
2024-04-01,0.0,0.0,0.0,6928.0,23638.0,23638.0
2024-05-01,0.0,0.0,0.0,6810.0,23236.0,23236.0
2024-06-01,0.0,0.0,0.0,9095.0,31032.0,31032.0
2024-07-01,0.0,0.0,0.0,8349.0,28487.0,28487.0
2024-08-01,0.0,0.0,0.0,9450.0,32243.0,32243.0
2024-09-01,0.0,0.0,0.0,8206.0,27999.0,27999.0
2024-10-01,0.0,0.0,0.0,7614.0,25979.0,25979.0
2024-11-01,0.0,0.0,0.0,5645.0,19261.0,19261.0
2024-12-01,0.0,0.0,0.0,3845.0,13119.0,13119.0
