measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-01-01,-0.426,0.0,0.0,80.415,711.0,711.0
2021-02-01,-0.392,0.0,0.0,63.516,562.0,562.0
2021-03-01,-0.428,0.0,0.0,201.039,1778.0,1778.0
2021-04-01,-0.373,0.0,0.0,162.716,1439.0,1439.0
2021-05-01,-0.422,0.0,0.0,202.233,1789.0,1789.0
2021-06-01,-0.409,0.0,0.0,209.646,1854.0,1854.0
2021-07-01,-0.432,0.0,0.0,164.978,1459.0,1459.0
2021-08-01,-0.414,0.0,0.0,166.297,1471.0,1471.0
2021-09-01,-0.409,0.0,0.0,154.549,1367.0,1367.0
2021-10-01,-0.436,0.0,0.0,114.215,1010.0,1010.0
2021-11-01,-0.403,0.0,0.0,112.959,999.0,999.0
2021-12-01,-0.456,0.0,0.0,60.437,535.0,535.0
2022-01-01,2.289,0.0,0.0,137.297,468.0,468.0
2022-02-01,1.898,0.0,0.0,90.354,308.0,308.0
2022-03-01,1.963,0.0,0.0,134.847,460.0,460.0
2022-04-01,2.35,0.0,0.0,164.756,562.0,562.0
2022-05-01,2.35,0.0,0.0,185.436,633.0,633.0
2022-06-01,2.388,0.0,0.0,186.518,636.0,636.0
2022-07-01,2.287,0.0,0.0,205.888,702.0,702.0
2022-08-01,2.241,0.0,0.0,181.619,620.0,620.0
2022-09-01,2.284,0.0,0.0,150.571,514.0,514.0
2022-10-01,2.356,0.0,0.0,119.351,407.0,407.0
2022-11-01,2.272,0.0,0.0,98.443,336.0,336.0
2022-12-01,2.322,0.0,0.0,63.92,218.0,218.0
2023-01-01,-2.0,0.0,0.0,55.0,188.0,188.0
2023-02-01,-1.0,0.0,0.0,124.0,423.0,423.0
2023-03-01,0.0,0.0,0.0,184.0,628.0,628.0
2023-04-01,0.0,0.0,0.0,189.0,645.0,645.0
2023-05-01,0.0,0.0,0.0,282.0,962.0,962.0
2023-06-01,-1.0,0.0,0.0,210.0,717.0,717.0
2023-07-01,-2.0,0.0,0.0,215.0,734.0,734.0
2023-08-01,-2.0,0.0,0.0,198.0,676.0,676.0
2023-09-01,1.0,0.0,0.0,156.0,532.0,532.0
2023-10-01,-1.0,0.0,0.0,151.0,515.0,515.0
2023-11-01,-1.0,0.0,0.0,110.0,375.0,375.0
2023-12-01,2.0,0.0,0.0,64.0,218.0,218.0
2024-01-01,-1.0,0.0,0.0,39.0,133.0,133.0
2024-02-01,0.0,0.0,0.0,141.0,481.0,481.0
2024-03-01,-1.0,0.0,0.0,168.0,573.0,573.0
2024-04-01,-1.0,0.0,0.0,171.0,583.0,583.0
2024-05-01,0.0,0.0,0.0,210.0,717.0,717.0
2024-06-01,0.0,0.0,0.0,215.0,734.0,734.0
2024-07-01,-2.0,0.0,0.0,216.0,737.0,737.0
2024-08-01,-2.0,0.0,0.0,189.0,645.0,645.0
2024-09-01,-1.0,0.0,0.0,173.0,590.0,590.0
2024-10-01,0.0,0.0,0.0,157.0,536.0,536.0
2024-11-01,-2.0,0.0,0.0,117.0,399.0,399.0
2024-12-01,-1.0,0.0,0.0,84.0,287.0,287.0
