measured_on,"Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Other Biomass Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2014-01-01,2252.162,22324.0,22324.0
2014-02-01,1864.178,18479.0,18479.0
2014-03-01,1980.39,19630.0,19630.0
2014-04-01,2252.775,22330.0,22330.0
2014-05-01,2277.109,22572.0,22572.0
2014-06-01,2659.892,26366.0,26366.0
2014-07-01,2549.158,25268.0,25268.0
2014-08-01,2402.328,23813.0,23813.0
2014-09-01,2450.736,24293.0,24293.0
2014-10-01,2415.183,23941.0,23941.0
2014-11-01,2052.97,20350.0,20350.0
2014-12-01,2045.119,20272.0,20272.0
2015-01-01,2200.726,27784.0,27784.0
2015-02-01,1855.824,23429.0,23429.0
2015-03-01,2259.182,28521.0,28521.0
2015-04-01,2512.184,31715.0,31715.0
2015-05-01,2701.293,34103.0,34103.0
2015-06-01,2486.257,31388.0,31388.0
2015-07-01,2835.004,35791.0,35791.0
2015-08-01,2563.684,32365.0,32365.0
2015-09-01,2788.941,35209.0,35209.0
2015-10-01,2593.453,32741.0,32741.0
2015-11-01,2459.033,31044.0,31044.0
2015-12-01,2340.419,29547.0,29547.0
2016-01-01,2134.611,23555.0,25557.0
2016-02-01,2156.446,23796.0,25819.0
2016-03-01,2313.869,25533.0,27705.0
2016-04-01,2279.349,25152.0,27291.0
2016-05-01,2414.948,26648.0,28914.0
2016-06-01,2040.101,22512.0,24426.0
2016-07-01,2290.962,25280.0,27430.0
2016-08-01,2113.416,23321.0,25305.0
2016-09-01,1967.926,21716.0,23563.0
2016-10-01,1867.939,20612.0,22365.0
2016-11-01,2155.266,23783.0,25806.0
2016-12-01,2167.167,23914.0,25948.0
2017-01-01,2971.85,32794.0,35340.0
2017-02-01,2683.773,29615.0,31914.0
2017-03-01,2926.402,32293.0,34799.0
2017-04-01,2787.113,30756.0,33143.0
2017-05-01,3005.907,33170.0,35745.0
2017-06-01,2762.678,30486.0,32853.0
2017-07-01,2655.775,29306.0,31581.0
2017-08-01,2672.861,29495.0,31784.0
2017-09-01,2548.656,28124.0,30307.0
2017-10-01,2747.982,30324.0,32678.0
2017-11-01,2638.913,29120.0,31381.0
2017-12-01,2848.09,31429.0,33868.0
2018-01-01,3125.36,33447.0,36747.0
2018-02-01,2754.686,29480.0,32389.0
2018-03-01,2966.34,31745.0,34878.0
2018-04-01,2952.676,31599.0,34717.0
2018-05-01,3102.707,33205.0,36481.0
2018-06-01,2784.105,29795.0,32735.0
2018-07-01,2860.563,30613.0,33634.0
2018-08-01,2726.518,29179.0,32058.0
2018-09-01,2597.166,27794.0,30537.0
2018-10-01,3008.675,32198.0,35375.0
2018-11-01,2926.062,31314.0,34404.0
2018-12-01,3023.142,32353.0,35545.0
2019-01-01,3447.972,34065.0,38260.0
2019-02-01,3102.597,30653.0,34428.0
2019-03-01,3525.498,34831.0,39121.0
2019-04-01,3262.4,32232.0,36201.0
2019-05-01,3460.242,34187.0,38397.0
2019-06-01,3195.093,31567.0,35454.0
2019-07-01,3210.248,31717.0,35622.0
2019-08-01,3127.168,30896.0,34701.0
2019-09-01,2939.176,29039.0,32614.0
2019-10-01,3050.941,30143.0,33854.0
2019-11-01,3004.187,29681.0,33336.0
2019-12-01,3333.478,32934.0,36990.0
2020-01-01,3289.68,34024.0,36809.0
2020-02-01,2946.695,30477.0,32970.0
2020-03-01,3352.868,34678.0,37514.0
2020-04-01,3220.974,33314.0,36039.0
2020-05-01,3167.677,32763.0,35442.0
2020-06-01,2961.199,30627.0,33132.0
2020-07-01,2898.366,29977.0,32429.0
2020-08-01,2868.347,29667.0,32094.0
2020-09-01,2868.63,29670.0,32097.0
2020-10-01,3118.637,32255.0,34894.0
2020-11-01,2952.822,30540.0,33039.0
2020-12-01,3257.105,33688.0,36443.0
2021-01-01,3352.188,38694.0,42621.0
2021-02-01,2823.715,32594.0,35902.0
2021-03-01,3048.063,35184.0,38754.0
2021-04-01,2893.251,33397.0,36786.0
2021-05-01,3041.865,35112.0,38675.0
2021-06-01,2817.05,32517.0,35817.0
2021-07-01,2901.871,33496.0,36895.0
2021-08-01,2707.222,31250.0,34421.0
2021-09-01,2753.495,31784.0,35009.0
2021-10-01,2626.876,30322.0,33399.0
2021-11-01,2383.34,27511.0,30303.0
2021-12-01,2923.064,33741.0,37165.0
2022-01-01,3327.152,33607.0,39093.0
2022-02-01,3147.616,31794.0,36984.0
2022-03-01,3481.911,35170.0,40911.0
2022-04-01,3250.983,32838.0,38198.0
2022-05-01,3229.221,32618.0,37943.0
2022-06-01,2960.601,29905.0,34786.0
2022-07-01,2965.96,29959.0,34850.0
2022-08-01,2873.026,29020.0,33757.0
2022-09-01,3043.844,30745.0,35765.0
2022-10-01,3020.984,30515.0,35496.0
2022-11-01,3031.636,30622.0,35621.0
2022-12-01,2509.066,25344.0,29481.0
2023-01-01,2840.869,31904.0,35499.0
2023-02-01,2371.491,26633.0,29634.0
2023-03-01,2730.327,30663.0,34119.0
2023-04-01,2556.311,28708.0,31944.0
2023-05-01,2692.596,30239.0,33647.0
2023-06-01,2682.945,30131.0,33527.0
2023-07-01,2630.478,29541.0,32871.0
2023-08-01,2476.399,27811.0,30945.0
2023-09-01,2141.897,24054.0,26765.0
2023-10-01,2377.402,26699.0,29709.0
2023-11-01,2344.455,26329.0,29297.0
2023-12-01,2324.83,26109.0,29051.0
2024-01-01,2907.796,30272.0,31898.0
2024-02-01,2883.069,30014.0,31627.0
2024-03-01,3043.737,31687.0,33390.0
2024-04-01,2761.88,28753.0,30298.0
2024-05-01,2904.03,30233.0,31857.0
2024-06-01,2792.135,29068.0,30630.0
2024-07-01,2836.005,29524.0,31111.0
2024-08-01,2903.237,30224.0,31849.0
2024-09-01,2544.917,26494.0,27918.0
2024-10-01,2838.558,29551.0,31140.0
2024-11-01,2638.373,27467.0,28943.0
2024-12-01,2283.263,23770.0,25047.0
