measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,8.923,253.0,253.0
2003-02-01,8.353,237.0,237.0
2003-03-01,8.07,229.0,229.0
2003-04-01,7.727,219.0,219.0
2003-05-01,7.839,222.0,222.0
2003-06-01,8.181000000000001,232.0,232.0
2003-07-01,9.434000000000001,267.0,267.0
2003-08-01,9.565,271.0,271.0
2003-09-01,8.288,235.0,235.0
2003-10-01,8.594000000000001,244.0,244.0
2003-11-01,8.82,250.0,250.0
2003-12-01,9.206000000000001,261.0,261.0
2004-01-01,8.092,150.0,150.0
2004-02-01,0.227,4.0,4.0
2004-03-01,2.557,47.0,47.0
2004-04-01,0.305,6.0,6.0
2004-05-01,2.297,43.0,43.0
2004-06-01,9.056000000000001,168.0,168.0
2004-07-01,7.497000000000001,139.0,139.0
2004-08-01,0.0,0.0,0.0
2004-09-01,2.859,53.0,53.0
2004-10-01,1.116,21.0,21.0
2004-11-01,0.127,2.0,2.0
2004-12-01,5.868,109.0,109.0
2005-01-01,1.532,36.22,36.22
2005-02-01,0.526,12.45,12.45
2005-03-01,0.5830000000000001,13.79,13.79
2005-04-01,0.7060000000000001,16.71,16.71
2005-05-01,0.656,15.52,15.52
2005-06-01,0.8520000000000001,20.14,20.14
2005-07-01,0.867,20.5,20.5
2005-08-01,1.018,24.08,24.08
2005-09-01,0.667,15.76,15.76
2005-10-01,0.74,17.51,17.51
2005-11-01,0.595,14.08,14.08
2005-12-01,1.258,29.76,29.76
2006-01-01,7.992,225.0,225.0
2006-02-01,4.182,118.0,118.0
2006-03-01,3.5130000000000003,99.0,99.0
2006-04-01,6.729,189.0,189.0
2006-05-01,6.29,177.0,177.0
2006-06-01,5.7170000000000005,161.0,161.0
2006-07-01,8.281,233.0,233.0
2006-08-01,8.033000000000001,226.0,226.0
2006-09-01,3.69,104.0,104.0
2006-10-01,3.898,110.0,110.0
2006-11-01,4.59,129.0,129.0
2006-12-01,5.086,143.0,143.0
2007-01-01,7.027,439.0,439.0
2007-02-01,15.076,941.0,941.0
2007-03-01,2.455,154.0,154.0
2007-04-01,1.742,108.0,108.0
2007-05-01,2.148,137.0,137.0
2007-06-01,2.2920000000000003,143.0,143.0
2007-07-01,1.815,114.0,114.0
2007-08-01,0.161,11.0,11.0
2007-09-01,0.5830000000000001,34.0,34.0
2007-10-01,0.512,34.0,34.0
2007-11-01,1.99,125.0,125.0
2007-12-01,3.1990000000000003,200.0,200.0
2008-01-01,6.143000000000001,106.0,106.0
2008-02-01,7.853000000000001,148.0,148.0
2008-03-01,3.105,59.0,59.0
2008-04-01,3.4770000000000003,65.0,65.0
2008-05-01,1.4360000000000002,24.0,24.0
2008-06-01,1.4240000000000002,24.0,24.0
2008-07-01,0.675,12.0,12.0
2008-08-01,0.8230000000000001,18.0,18.0
2008-09-01,1.197,24.0,24.0
2008-10-01,0.924,18.0,18.0
2008-11-01,3.093,59.0,59.0
2008-12-01,7.8500000000000005,148.0,148.0
2009-01-01,17.401,329.0,329.0
2009-02-01,2.975,55.0,55.0
2009-03-01,1.758,31.0,31.0
2009-04-01,2.499,49.0,49.0
2009-05-01,1.75,31.0,31.0
2009-06-01,1.7060000000000002,31.0,31.0
2009-07-01,1.327,24.0,24.0
2009-08-01,1.673,31.0,31.0
2009-09-01,1.335,24.0,24.0
2009-10-01,1.9620000000000002,37.0,37.0
2009-11-01,0.965,18.0,18.0
2009-12-01,2.649,49.0,49.0
2010-01-01,6.2090000000000005,122.0,122.0
2010-02-01,3.939,73.0,73.0
2010-03-01,1.042,18.0,18.0
2010-04-01,2.77,55.0,55.0
2010-05-01,4.119,79.0,79.0
2010-06-01,2.298,43.0,43.0
2010-07-01,2.412,43.0,43.0
2010-08-01,3.041,55.0,55.0
2010-09-01,3.101,61.0,61.0
2010-10-01,4.618,85.0,85.0
2010-11-01,2.11,37.0,37.0
2010-12-01,2.341,43.0,43.0
2011-01-01,1.668,36.0,36.0
2011-02-01,1.837,36.0,36.0
2011-03-01,2.957,60.0,60.0
2011-04-01,2.943,54.0,54.0
2011-05-01,1.39,24.0,24.0
2011-06-01,0.933,18.0,18.0
2011-07-01,2.25,42.0,42.0
2011-08-01,1.181,24.0,24.0
2011-09-01,1.508,30.0,30.0
2011-10-01,0.47,12.0,12.0
2011-11-01,2.582,48.0,48.0
2011-12-01,16.281,313.0,313.0
2012-01-01,0.25,6.0,6.0
2012-02-01,2.505,41.0,41.0
2012-03-01,0.595,12.0,12.0
2012-04-01,0.625,12.0,12.0
2012-05-01,7.919,148.0,148.0
2012-06-01,4.068,77.0,77.0
2012-07-01,9.895,183.0,183.0
2012-08-01,0.959,18.0,18.0
2012-09-01,0.671,12.0,12.0
2012-10-01,2.116,41.0,41.0
2012-11-01,0.879,18.0,18.0
2012-12-01,0.518,12.0,12.0
2013-01-01,2.537,56.0,56.0
2013-02-01,0.255,6.0,6.0
2013-03-01,0.679,17.0,17.0
2013-04-01,0.731,17.0,17.0
2013-05-01,2.539,56.0,56.0
2013-06-01,1.928,45.0,45.0
2013-07-01,2.213,50.0,50.0
2013-08-01,0.689,17.0,17.0
2013-09-01,5.528,129.0,129.0
2013-10-01,3.41,78.0,78.0
2013-11-01,2.563,62.0,62.0
2013-12-01,6.928,157.0,157.0
2014-01-01,10.288,186.0,186.0
2014-02-01,5.783,104.0,104.0
2014-03-01,11.042,203.0,203.0
2014-04-01,1.562,29.0,29.0
2014-05-01,1.496,29.0,29.0
2014-06-01,1.768,35.0,35.0
2014-07-01,1.411,23.0,23.0
2014-08-01,0.706,12.0,12.0
2014-09-01,0.433,6.0,6.0
2014-10-01,1.196,23.0,23.0
2014-11-01,0.821,17.0,17.0
2014-12-01,1.494,29.0,29.0
2015-01-01,1.599,24.0,24.0
2015-02-01,5.342,94.0,94.0
2015-03-01,8.226,148.0,148.0
2015-04-01,1.12,18.0,18.0
2015-05-01,5.131,94.0,94.0
2015-06-01,2.142,41.0,41.0
2015-07-01,2.251,41.0,41.0
2015-08-01,2.587,47.0,47.0
2015-09-01,3.832,71.0,71.0
2015-10-01,1.9,35.0,35.0
2015-11-01,2.493,47.0,47.0
2015-12-01,2.377,41.0,41.0
2016-01-01,3.597,74.0,74.0
2016-02-01,2.953,57.0,57.0
2016-03-01,1.308,23.0,23.0
2016-04-01,2.376,46.0,46.0
2016-05-01,2.832,51.0,51.0
2016-06-01,6.157,114.0,114.0
2016-07-01,9.329,177.0,177.0
2016-08-01,4.974,91.0,91.0
2016-09-01,1.777,34.0,34.0
2016-10-01,8.24,154.0,154.0
2016-11-01,2.642,51.0,51.0
2016-12-01,7.815,148.0,148.0
2017-01-01,3.373,71.0,71.0
2017-02-01,1.256,24.0,24.0
2017-03-01,0.44,6.0,6.0
2017-04-01,3.115,59.0,59.0
2017-05-01,2.185,41.0,41.0
2017-06-01,8.333,159.0,159.0
2017-07-01,5.666,106.0,106.0
2017-08-01,2.878,53.0,53.0
2017-09-01,2.453,47.0,47.0
2017-10-01,5.407,100.0,100.0
