measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2018-07-01,199.425,1816.0,1816.0
2018-08-01,173.378,1578.0,1578.0
2018-09-01,114.939,1046.0,1046.0
2018-10-01,106.127,966.0,966.0
2018-11-01,82.547,752.0,752.0
2018-12-01,78.584,715.0,715.0
2019-01-01,140.486,1251.0,1251.0
2019-02-01,168.128,1497.0,1497.0
2019-03-01,236.932,2110.0,2110.0
2019-04-01,225.02,2004.0,2004.0
2019-05-01,245.928,2190.0,2190.0
2019-06-01,268.069,2387.0,2387.0
2019-07-01,300.396,2675.0,2675.0
2019-08-01,269.424,2399.0,2399.0
2019-09-01,230.812,2055.0,2055.0
2019-10-01,165.499,1474.0,1474.0
2019-11-01,158.598,1412.0,1412.0
2019-12-01,98.708,879.0,879.0
2020-01-01,138.76,1217.0,1217.0
2020-02-01,154.919,1358.0,1358.0
2020-03-01,224.0,1964.0,1964.0
2020-04-01,224.612,1969.0,1969.0
2020-05-01,294.959,2586.0,2586.0
2020-06-01,296.518,2600.0,2600.0
2020-07-01,282.015,2472.0,2472.0
2020-08-01,239.45,2099.0,2099.0
2020-09-01,235.483,2064.0,2064.0
2020-10-01,167.182,1466.0,1466.0
2020-11-01,153.959,1350.0,1350.0
2020-12-01,104.143,913.0,913.0
2021-01-01,162.53,1437.0,1437.0
2021-02-01,114.958,1017.0,1017.0
2021-03-01,283.006,2503.0,2503.0
2021-04-01,288.397,2551.0,2551.0
2021-05-01,319.537,2826.0,2826.0
2021-06-01,316.277,2797.0,2797.0
2021-07-01,283.52,2507.0,2507.0
2021-08-01,270.992,2397.0,2397.0
2021-09-01,270.555,2393.0,2393.0
2021-10-01,209.456,1852.0,1852.0
2021-11-01,193.566,1712.0,1712.0
2021-12-01,129.206,1143.0,1143.0
2022-01-01,88.675,303.0,303.0
2022-02-01,111.192,379.0,379.0
2022-03-01,155.474,530.0,530.0
2022-04-01,181.74,620.0,620.0
2022-05-01,181.245,618.0,618.0
2022-06-01,192.24,656.0,656.0
2022-07-01,198.735,678.0,678.0
2022-08-01,197.809,675.0,675.0
2022-09-01,167.378,571.0,571.0
2022-10-01,163.022,556.0,556.0
2022-11-01,117.144,400.0,400.0
2022-12-01,89.346,305.0,305.0
2023-01-01,22.0,75.0,75.0
2023-02-01,28.0,96.0,96.0
2023-03-01,18.0,61.0,61.0
2023-04-01,69.0,235.0,235.0
2023-05-01,381.0,1300.0,1300.0
2023-06-01,275.0,938.0,938.0
2023-07-01,366.0,1249.0,1249.0
2023-08-01,265.0,904.0,904.0
2023-09-01,254.0,867.0,867.0
2023-10-01,176.0,601.0,601.0
2023-11-01,104.0,355.0,355.0
2023-12-01,46.0,157.0,157.0
2024-01-01,35.0,119.0,119.0
2024-02-01,163.0,556.0,556.0
2024-03-01,234.0,798.0,798.0
2024-04-01,256.0,873.0,873.0
2024-05-01,365.0,1245.0,1245.0
2024-06-01,337.0,1150.0,1150.0
2024-07-01,377.0,1286.0,1286.0
2024-08-01,298.0,1017.0,1017.0
2024-09-01,290.0,989.0,989.0
2024-10-01,234.0,798.0,798.0
2024-11-01,137.0,467.0,467.0
2024-12-01,26.0,89.0,89.0
