measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-11-01,6.343,92.0,92.0
2021-12-01,6.657,96.0,96.0
2022-01-01,24.924,347.0,347.0
2022-02-01,22.191,308.0,308.0
2022-03-01,17.671,246.0,246.0
2022-04-01,18.421,256.0,256.0
2022-05-01,27.212,378.0,378.0
2022-06-01,33.125,461.0,461.0
2022-07-01,39.034,542.0,542.0
2022-08-01,39.237,546.0,546.0
2022-09-01,33.075,460.0,460.0
2022-10-01,25.562,355.0,355.0
2022-11-01,23.959,334.0,334.0
2022-12-01,26.589,370.0,370.0
2023-01-01,21.423,300.0,300.0
2023-02-01,20.206,281.0,281.0
2023-03-01,19.942,277.0,277.0
2023-04-01,19.259,268.0,268.0
2023-05-01,27.496,383.0,383.0
2023-06-01,31.763,442.0,442.0
2023-07-01,34.834,485.0,485.0
2023-08-01,38.341,534.0,534.0
2023-09-01,32.3,450.0,450.0
2023-10-01,23.842,331.0,331.0
2023-11-01,22.105,307.0,307.0
2023-12-01,23.489,326.0,326.0
2024-01-01,16.848,290.0,290.0
2024-02-01,11.633,200.0,200.0
2024-03-01,13.201,227.0,227.0
2024-04-01,12.402,214.0,214.0
2024-05-01,16.571,284.0,284.0
2024-06-01,18.695,322.0,322.0
2024-07-01,20.208,347.0,347.0
2024-08-01,22.834,392.0,392.0
2024-09-01,18.946,325.0,325.0
2024-10-01,16.411,282.0,282.0
2024-11-01,13.147,226.0,226.0
2024-12-01,14.104,242.0,242.0
