measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2011-01-01,0.0,0.0,0.0,,,
2011-02-01,788.935,11589.0,11589.0,,,
2011-03-01,831.519,12214.0,12214.0,,,
2011-04-01,773.579,11363.0,11363.0,,,
2011-05-01,775.26,11387.0,11387.0,,,
2011-06-01,793.678,11658.0,11658.0,,,
2011-07-01,878.574,12905.0,12905.0,,,
2011-08-01,859.061,12618.0,12618.0,,,
2011-09-01,789.125,11591.0,11591.0,,,
2011-10-01,820.217,12048.0,12048.0,,,
2011-11-01,922.281,13547.0,13547.0,,,
2011-12-01,958.771,14083.0,14083.0,,,
2012-01-01,901.716,10100.0,10100.0,,,
2012-02-01,862.714,9663.0,9663.0,,,
2012-03-01,873.01,9779.0,9779.0,,,
2012-04-01,871.324,9760.0,9760.0,,,
2012-05-01,878.461,9840.0,9840.0,,,
2012-06-01,846.847,9486.0,9486.0,,,
2012-07-01,899.486,10075.0,10075.0,,,
2012-08-01,849.025,9510.0,9510.0,,,
2012-09-01,751.617,8419.0,8419.0,,,
2012-10-01,852.966,9554.0,9554.0,,,
2012-11-01,937.574,10502.0,10502.0,,,
2012-12-01,1015.26,11372.0,11372.0,,,
2013-01-01,354.906,3960.0,3960.0,0.0,0.0,0.0
2013-02-01,315.241,3517.0,3517.0,0.0,0.0,0.0
2013-03-01,341.595,3811.0,3811.0,0.0,0.0,0.0
2013-04-01,319.403,3563.0,3563.0,0.0,0.0,0.0
2013-05-01,341.187,3806.0,3806.0,0.0,0.0,0.0
2013-06-01,325.288,3629.0,3629.0,0.0,0.0,0.0
2013-07-01,341.376,3808.0,3808.0,0.0,0.0,0.0
2013-08-01,313.254,3495.0,3495.0,0.0,0.0,0.0
2013-09-01,295.756,3300.0,3300.0,0.0,0.0,0.0
2013-10-01,319.041,3559.0,3559.0,0.0,0.0,0.0
2013-11-01,354.226,3952.0,3952.0,0.0,0.0,0.0
2013-12-01,377.727,4214.0,4214.0,0.0,0.0,0.0
