PLANT ID,PLANT NAME,REPORTED PRIME MOVER,REPORTED FUEL TYPE CODE,MER FUEL TYPE CODE,NUCLEAR UNIT ID,COMBINED HEAT AND POWER PLANT,YEAR,file,variable,value,MONTH,period,energy_type,prime_mover_type,mer_type,common_name,sensor_name
6519,Vergennes 9,IC,DFO,DFO,,N,2003,f906920_2003.xls,TOT MMBTU JAN,3010,JAN,2003-01-01,Distillate Fuel Oil,"Internal Combustion Engine (diesel, piston, reciprocating)",Distillate Fuel Oil,total-fuel-consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
6519,Vergennes 9,HY,WAT,HYC,,N,2003,f906920_2003.xls,TOT MMBTU JAN,8284.97,JAN,2003-01-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,total-fuel-consumed,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
6519,Vergennes 9,IC,DFO,DFO,,N,2003,f906920_2003.xls,ELEC MMBTU JAN,3010,JAN,2003-01-01,Distillate Fuel Oil,"Internal Combustion Engine (diesel, piston, reciprocating)",Distillate Fuel Oil,quantity-consumed-electricity,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity"
6519,Vergennes 9,HY,WAT,HYC,,N,2003,f906920_2003.xls,ELEC MMBTU JAN,8284.97,JAN,2003-01-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,quantity-consumed-electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity
6519,Vergennes 9,IC,DFO,DFO,,N,2003,f906920_2003.xls,NETGEN JAN,302,JAN,2003-01-01,Distillate Fuel Oil,"Internal Combustion Engine (diesel, piston, reciprocating)",Distillate Fuel Oil,generation,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation"
6519,Vergennes 9,HY,WAT,HYC,,N,2003,f906920_2003.xls,NETGEN JAN,809,JAN,2003-01-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation
6519,Vergennes 9,IC,DFO,DFO,,N,2003,f906920_2003.xls,TOT MMBTU FEB,3840,FEB,2003-02-01,Distillate Fuel Oil,"Internal Combustion Engine (diesel, piston, reciprocating)",Distillate Fuel Oil,total-fuel-consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
6519,Vergennes 9,IC,DFO,DFO,,N,2003,f906920_2003.xls,NETGEN FEB,501,FEB,2003-02-01,Distillate Fuel Oil,"Internal Combustion Engine (diesel, piston, reciprocating)",Distillate Fuel Oil,generation,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation"
6519,Vergennes 9,IC,DFO,DFO,,N,2003,f906920_2003.xls,ELEC MMBTU FEB,3840,FEB,2003-02-01,Distillate Fuel Oil,"Internal Combustion Engine (diesel, piston, reciprocating)",Distillate Fuel Oil,quantity-consumed-electricity,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity"
6519,Vergennes 9,HY,WAT,HYC,,N,2003,f906920_2003.xls,ELEC MMBTU FEB,3993.99,FEB,2003-02-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,quantity-consumed-electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity
6519,Vergennes 9,HY,WAT,HYC,,N,2003,f906920_2003.xls,TOT MMBTU FEB,3993.99,FEB,2003-02-01,Hydroelectric,Hydroelectric Turbine (including turbines associated with delivery of water by pipeline),Hydroelectric Conventional,total-fuel-consumed,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
