measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,3.706,31.0,31.0,38.817,335.0,335.0
2003-02-01,3.0620000000000003,25.0,25.0,32.075,277.0,277.0
2003-03-01,3.2520000000000002,27.0,27.0,34.063,294.0,294.0
2003-04-01,3.097,26.0,26.0,32.445,280.0,280.0
2003-05-01,3.19,26.0,26.0,33.416000000000004,289.0,289.0
2003-06-01,3.365,28.0,28.0,35.253,305.0,305.0
2003-07-01,4.0520000000000005,33.0,33.0,42.44,367.0,367.0
2003-08-01,3.9160000000000004,32.0,32.0,41.023,354.0,354.0
2003-09-01,3.153,26.0,26.0,33.03,285.0,285.0
2003-10-01,3.0130000000000003,25.0,25.0,31.566000000000003,273.0,273.0
2003-11-01,2.524,21.0,21.0,26.443,228.0,228.0
2003-12-01,3.669,30.0,30.0,38.428000000000004,332.0,332.0
2004-01-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-02-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-03-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-04-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-05-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-06-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-07-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-08-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-09-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-10-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-11-01,1.25,15.0,15.0,11.917,141.0,141.0
2004-12-01,1.25,15.0,15.0,11.917,141.0,141.0
2005-01-01,3.2230000000000003,37.39,37.39,30.396,347.34,347.34
2005-02-01,1.6360000000000001,18.98,18.98,25.233,288.34,288.34
2005-03-01,1.98,22.97,22.97,31.249000000000002,357.08,357.08
2005-04-01,2.063,23.93,23.93,30.79,351.84,351.84
2005-05-01,2.431,28.2,28.2,36.296,414.76,414.76
2005-06-01,2.201,25.53,25.53,45.807,523.44,523.44
2005-07-01,3.525,40.88,40.88,57.41,656.02,656.02
2005-08-01,3.9,45.25,45.25,59.47,679.57,679.57
2005-09-01,3.873,44.93,44.93,45.253,517.11,517.11
2005-10-01,2.311,26.81,26.81,36.152,413.11,413.11
2005-11-01,1.842,21.37,21.37,30.843,352.45,352.45
2005-12-01,4.013,46.55,46.55,30.1,343.95,343.95
2006-01-01,0.613,25.0,25.0,15.496,596.0,596.0
2006-02-01,0.607,25.0,25.0,18.385,707.0,707.0
2006-03-01,0.532,22.0,22.0,20.97,807.0,807.0
2006-04-01,0.7020000000000001,29.0,29.0,23.455,903.0,903.0
2006-05-01,0.635,26.0,26.0,27.167,1045.0,1045.0
2006-06-01,0.759,31.0,31.0,34.618,1332.0,1332.0
2006-07-01,0.736,30.0,30.0,43.522000000000006,1675.0,1675.0
2006-08-01,0.792,32.0,32.0,44.071000000000005,1696.0,1696.0
2006-09-01,0.5630000000000001,23.0,23.0,29.986,1154.0,1154.0
2006-10-01,0.7240000000000001,29.0,29.0,27.15,1045.0,1045.0
2006-11-01,0.632,26.0,26.0,20.163,776.0,776.0
2006-12-01,0.7030000000000001,29.0,29.0,21.019000000000002,809.0,809.0
2007-01-01,2.577,241.0,241.0,3.9560000000000004,373.0,373.0
2007-02-01,1.7810000000000001,168.0,168.0,11.697000000000001,1104.0,1104.0
2007-03-01,2.407,230.0,230.0,7.057,666.0,666.0
2007-04-01,2.666,252.0,252.0,3.3,311.0,311.0
2007-05-01,4.4270000000000005,420.0,420.0,30.325,2861.0,2861.0
2007-06-01,1.748,162.0,162.0,52.199000000000005,4925.0,4925.0
2007-07-01,1.525,146.0,146.0,97.22800000000001,9173.0,9173.0
2007-08-01,2.968,280.0,280.0,175.87300000000002,16593.0,16593.0
2007-09-01,1.1460000000000001,106.0,106.0,46.415,4379.0,4379.0
2007-10-01,2.383,224.0,224.0,28.046000000000003,2646.0,2646.0
2007-11-01,3.73,353.0,353.0,3.773,356.0,356.0
2007-12-01,4.219,398.0,398.0,29.916,2823.0,2823.0
2008-01-01,1.343,29.0,29.0,7.089,108.0,108.0
2008-02-01,0.5660000000000001,6.0,6.0,2.6630000000000003,40.0,40.0
2008-03-01,0.628,12.0,12.0,3.85,58.0,58.0
2008-04-01,0.8200000000000001,12.0,12.0,7.134,108.0,108.0
2008-05-01,1.3920000000000001,23.0,23.0,7.237,110.0,110.0
2008-06-01,1.229,17.0,17.0,11.571,176.0,176.0
2008-07-01,0.882,12.0,12.0,22.286,338.0,338.0
2008-08-01,0.551,6.0,6.0,18.785,285.0,285.0
