measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2019-01-01,668.966,5663.0,5663.0
2019-02-01,620.274,5251.0,5251.0
2019-03-01,540.909,4578.0,4578.0
2019-04-01,379.554,3213.0,3213.0
2019-05-01,327.067,2768.0,2768.0
2019-06-01,437.348,3702.0,3702.0
2019-07-01,689.437,5836.0,5836.0
2019-08-01,809.826,6855.0,6855.0
2019-09-01,712.587,6032.0,6032.0
2019-10-01,729.843,6178.0,6178.0
2019-11-01,715.785,6059.0,6059.0
2019-12-01,742.404,6285.0,6285.0
2020-01-01,556.054,4069.0,4069.0
2020-02-01,491.047,3592.0,3592.0
2020-03-01,545.095,3988.0,3988.0
2020-04-01,385.491,2820.0,2820.0
2020-05-01,362.467,2652.0,2652.0
2020-06-01,509.885,3730.0,3730.0
2020-07-01,713.276,5218.0,5218.0
2020-08-01,887.008,6490.0,6490.0
2020-09-01,772.446,5652.0,5652.0
2020-10-01,802.204,5869.0,5869.0
2020-11-01,640.772,4688.0,4688.0
2020-12-01,710.255,5197.0,5197.0
2021-01-01,539.551,3931.0,3931.0
2021-02-01,457.556,3332.0,3332.0
2021-03-01,491.961,3583.0,3583.0
2021-04-01,436.534,3179.0,3179.0
2021-05-01,456.234,3323.0,3323.0
2021-06-01,623.874,4544.0,4544.0
2021-07-01,860.934,6271.0,6271.0
2021-08-01,786.062,5725.0,5725.0
2021-09-01,668.846,4872.0,4872.0
2021-10-01,637.616,4644.0,4644.0
2021-11-01,586.0,4269.0,4269.0
2021-12-01,604.832,4405.0,4405.0
2022-01-01,495.485,3612.0,3612.0
2022-02-01,411.387,2999.0,2999.0
2022-03-01,380.642,2774.0,2774.0
2022-04-01,389.904,2842.0,2842.0
2022-05-01,357.804,2608.0,2608.0
2022-06-01,486.637,3548.0,3548.0
2022-07-01,650.098,4739.0,4739.0
2022-08-01,784.43,5718.0,5718.0
2022-09-01,718.928,5241.0,5241.0
2022-10-01,660.224,4812.0,4812.0
2022-11-01,606.303,4420.0,4420.0
2022-12-01,670.158,4885.0,4885.0
2023-01-01,688.332,4733.0,4733.0
2023-02-01,586.325,4032.0,4032.0
2023-03-01,563.534,3876.0,3876.0
2023-04-01,440.238,3028.0,3028.0
2023-05-01,285.14,1961.0,1961.0
2023-06-01,375.111,2580.0,2580.0
2023-07-01,868.31,5972.0,5972.0
2023-08-01,876.142,6026.0,6026.0
2023-09-01,620.157,4265.0,4265.0
2023-10-01,757.327,5208.0,5208.0
2023-11-01,711.424,4893.0,4893.0
2023-12-01,800.96,5508.0,5508.0
2024-01-01,686.0,4755.0,4755.0
2024-02-01,706.0,4848.0,4848.0
2024-03-01,753.0,5147.0,5147.0
2024-04-01,721.0,4966.0,4966.0
2024-05-01,737.0,5088.0,5088.0
2024-06-01,702.0,4871.0,4871.0
2024-07-01,710.0,4970.0,4970.0
2024-08-01,703.0,4941.0,4941.0
2024-09-01,636.0,4496.0,4496.0
2024-10-01,691.0,4898.0,4898.0
2024-11-01,697.0,4913.0,4913.0
2024-12-01,723.0,5119.0,5119.0
