measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,0.518,5.3,5.3
2003-02-01,0.458,4.69,4.69
2003-03-01,0.47,4.81,4.81
2003-04-01,0.441,4.52,4.52
2003-05-01,0.47700000000000004,4.88,4.88
2003-06-01,0.47400000000000003,4.85,4.85
2003-07-01,0.5870000000000001,6.01,6.01
2003-08-01,0.5940000000000001,6.08,6.08
2003-09-01,0.47900000000000004,4.91,4.91
2003-10-01,0.47,4.81,4.81
2003-11-01,0.49400000000000005,5.06,5.06
2003-12-01,0.538,5.51,5.51
2004-01-01,664.0880000000001,6655.49,6655.49
2004-02-01,558.763,5599.92,5599.92
2004-03-01,595.898,5972.09,5972.09
2004-04-01,702.8380000000001,7043.84,7043.84
2004-05-01,835.7660000000001,8376.05,8376.05
2004-06-01,686.42,6879.3,6879.3
2004-07-01,1379.9840000000002,13830.2,13830.2
2004-08-01,1214.146,12168.17,12168.17
2004-09-01,1099.381,11018.0,11018.0
2004-10-01,699.294,7008.32,7008.32
2004-11-01,275.479,2760.85,2760.85
2004-12-01,687.9440000000001,6894.57,6894.57
2005-01-01,499.48100000000005,4994.31,4994.31
2005-02-01,604.414,6043.54,6043.54
2005-03-01,658.57,6585.04,6585.04
2005-04-01,1094.708,10945.99,10945.99
2005-05-01,1563.2330000000002,15630.76,15630.76
2005-06-01,1685.574,16854.06,16854.06
2005-07-01,1761.6660000000002,17614.9,17614.9
2005-08-01,1484.5420000000001,14843.94,14843.94
2005-09-01,900.654,9005.64,9005.64
2005-10-01,520.787,5207.35,5207.35
2005-11-01,448.28400000000005,4482.39,4482.39
2005-12-01,404.08700000000005,4040.47,4040.47
2006-01-01,1177.723,11682.0,11682.0
2006-02-01,1033.2630000000001,10249.0,10249.0
2006-03-01,1110.54,11015.0,11015.0
2006-04-01,1340.703,13298.0,13298.0
2006-05-01,1446.797,14351.0,14351.0
2006-06-01,1494.335,14822.0,14822.0
2006-07-01,1221.06,12112.0,12112.0
2006-08-01,1001.214,9931.0,9931.0
2006-09-01,733.989,7280.0,7280.0
2006-10-01,694.166,6885.0,6885.0
2006-11-01,805.46,7989.0,7989.0
2006-12-01,873.75,8667.0,8667.0
2007-01-01,1287.631,12727.0,12727.0
2007-02-01,853.076,8432.0,8432.0
2007-03-01,894.3240000000001,8839.0,8839.0
2007-04-01,849.028,8392.0,8392.0
2007-05-01,826.096,8165.0,8165.0
2007-06-01,729.3340000000001,7209.0,7209.0
2007-07-01,1169.175,11556.0,11556.0
2007-08-01,1483.2440000000001,14660.0,14660.0
2007-09-01,1465.365,14484.0,14484.0
2007-10-01,1328.695,13133.0,13133.0
2007-11-01,797.542,7883.0,7883.0
2007-12-01,692.48,6844.0,6844.0
2008-01-01,1129.412,11129.0,11129.0
2008-02-01,727.594,7170.0,7170.0
2008-03-01,1313.193,12940.0,12940.0
2008-04-01,1199.807,11823.0,11823.0
2008-05-01,1456.242,14350.0,14350.0
2008-06-01,1153.053,11362.0,11362.0
2008-07-01,1423.04,14023.0,14023.0
2008-08-01,808.003,7962.0,7962.0
2008-09-01,1366.573,13466.0,13466.0
2008-10-01,1166.755,11497.0,11497.0
2008-11-01,21.608,213.0,213.0
2008-12-01,1033.72,10186.0,10186.0
2009-01-01,1033.304,10085.0,10085.0
2009-02-01,951.4590000000001,9286.0,9286.0
2009-03-01,1272.852,12423.0,12423.0
2009-04-01,939.254,9167.0,9167.0
2009-05-01,1469.851,14346.0,14346.0
2009-06-01,1373.9180000000001,13409.0,13409.0
2009-07-01,1273.65,12431.0,12431.0
2009-08-01,420.945,4108.0,4108.0
2009-09-01,1389.8310000000001,13565.0,13565.0
2009-10-01,1099.751,10734.0,10734.0
2009-11-01,65.134,636.0,636.0
2009-12-01,835.051,8150.0,8150.0
2010-01-01,718.998,7015.0,7015.0
2010-02-01,763.201,7446.0,7446.0
2010-03-01,786.841,7676.0,7676.0
2010-04-01,726.635,7089.0,7089.0
2010-05-01,280.389,2735.0,2735.0
2010-06-01,862.187,8411.0,8411.0
2010-07-01,837.499,8171.0,8171.0
2010-08-01,525.927,5131.0,5131.0
2010-09-01,920.258,8978.0,8978.0
2010-10-01,108.08800000000001,1055.0,1055.0
2010-11-01,112.986,1102.0,1102.0
2010-12-01,231.55100000000002,2259.0,2259.0
2011-01-01,1224.814,11900.0,11900.0
2011-02-01,1155.234,11224.0,11224.0
2011-03-01,1320.734,12832.0,12832.0
2011-04-01,1341.465,13034.0,13034.0
2011-05-01,1511.335,14684.0,14684.0
2011-06-01,1377.082,13380.0,13380.0
2011-07-01,1440.981,14001.0,14001.0
2011-08-01,350.851,3409.0,3409.0
2011-09-01,1141.443,11090.0,11090.0
2011-10-01,1342.921,13048.0,13048.0
2011-11-01,155.99,1516.0,1516.0
2011-12-01,110.16,1070.0,1070.0
2012-01-01,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0
2014-01-01,895.762,8519.0,8519.0
2014-02-01,903.582,8593.0,8593.0
2014-03-01,1053.94,10023.0,10023.0
2014-04-01,1005.897,9566.0,9566.0
2014-05-01,1049.428,9980.0,9980.0
2014-06-01,875.715,8328.0,8328.0
2014-07-01,805.292,7658.0,7658.0
2014-08-01,352.309,3350.0,3350.0
2014-09-01,755.07,7181.0,7181.0
2014-10-01,226.036,2150.0,2150.0
2014-11-01,43.582,414.0,414.0
2014-12-01,417.387,3969.0,3969.0
2015-01-01,1492.434,13908.0,13908.0
2015-02-01,994.116,9264.0,9264.0
2015-03-01,856.475,7981.0,7981.0
2015-04-01,260.439,2427.0,2427.0
2015-05-01,1033.117,9628.0,9628.0
2015-06-01,1846.935,17212.0,17212.0
2015-07-01,1238.305,11540.0,11540.0
2015-08-01,862.271,8036.0,8036.0
2015-09-01,898.157,8370.0,8370.0
2015-10-01,962.319,8968.0,8968.0
2015-11-01,100.048,932.0,932.0
2015-12-01,1353.384,12612.0,12612.0
2016-01-01,1610.482,14868.0,14868.0
2016-02-01,1527.801,14105.0,14105.0
2016-03-01,1606.484,14831.0,14831.0
2016-04-01,831.867,7680.0,7680.0
2016-05-01,1064.995,9832.0,9832.0
2016-06-01,1592.288,14700.0,14700.0
2016-07-01,1360.239,12558.0,12558.0
2016-08-01,847.248,7822.0,7822.0
2016-09-01,1336.776,12341.0,12341.0
2016-10-01,890.176,8218.0,8218.0
2016-11-01,45.424,419.0,419.0
2016-12-01,1040.22,9603.0,9603.0
2017-01-01,780.477,7191.0,7191.0
2017-02-01,674.24,6212.0,6212.0
2017-03-01,913.124,8413.0,8413.0
2017-04-01,885.583,8159.0,8159.0
2017-05-01,893.834,8235.0,8235.0
2017-06-01,937.077,8633.0,8633.0
2017-07-01,1017.727,9376.0,9376.0
2017-08-01,937.973,8642.0,8642.0
2017-09-01,742.485,6841.0,6841.0
2017-10-01,715.627,6593.0,6593.0
2017-11-01,781.25,7198.0,7198.0
2017-12-01,779.603,7182.0,7182.0
2018-01-01,31.014,282.0,282.0
2018-02-01,33.488,305.0,305.0
2018-03-01,38.397,350.0,350.0
2018-04-01,39.759,362.0,362.0
2018-05-01,40.418,368.0,368.0
2018-06-01,39.74,362.0,362.0
2018-07-01,38.091,347.0,347.0
2018-08-01,37.418,341.0,341.0
2018-09-01,30.655,279.0,279.0
2018-10-01,28.287,258.0,258.0
2018-11-01,27.148,247.0,247.0
2018-12-01,26.585,242.0,242.0
2019-01-01,877.493,7814.0,7814.0
2019-02-01,921.13,8203.0,8203.0
2019-03-01,1026.068,9137.0,9137.0
2019-04-01,1111.302,9896.0,9896.0
2019-05-01,1174.894,10462.0,10462.0
2019-06-01,1169.327,10413.0,10413.0
2019-07-01,1290.075,11488.0,11488.0
2019-08-01,1230.164,10955.0,10955.0
2019-09-01,984.788,8770.0,8770.0
2019-10-01,873.026,7774.0,7774.0
2019-11-01,814.559,7254.0,7254.0
2019-12-01,700.174,6235.0,6235.0
2020-01-01,855.931,7504.0,7504.0
2020-02-01,901.508,7904.0,7904.0
2020-03-01,937.902,8223.0,8223.0
2020-04-01,1055.15,9251.0,9251.0
2020-05-01,1200.244,10523.0,10523.0
2020-06-01,1169.132,10250.0,10250.0
2020-07-01,1184.61,10385.0,10385.0
2020-08-01,1192.648,10456.0,10456.0
2020-09-01,866.318,7595.0,7595.0
2020-10-01,947.762,8309.0,8309.0
2020-11-01,923.851,8099.0,8099.0
2020-12-01,857.944,7522.0,7522.0
2021-01-01,904.609,8000.0,8000.0
2021-02-01,821.832,7268.0,7268.0
2021-03-01,1066.597,9433.0,9433.0
2021-04-01,1075.633,9513.0,9513.0
2021-05-01,1099.415,9723.0,9723.0
2021-06-01,1016.289,8988.0,8988.0
2021-07-01,1018.721,9010.0,9010.0
2021-08-01,965.382,8538.0,8538.0
2021-09-01,765.137,6767.0,6767.0
2021-10-01,649.538,5745.0,5745.0
2021-11-01,670.738,5932.0,5932.0
2021-12-01,670.109,5926.0,5926.0
2022-01-01,781.996,2668.0,2668.0
2022-02-01,676.948,2310.0,2310.0
2022-03-01,901.76,3077.0,3077.0
2022-04-01,851.232,2904.0,2904.0
2022-05-01,961.125,3279.0,3279.0
2022-06-01,856.335,2922.0,2922.0
2022-07-01,907.586,3097.0,3097.0
2022-08-01,752.43,2567.0,2567.0
2022-09-01,609.287,2079.0,2079.0
2022-10-01,497.837,1699.0,1699.0
2022-11-01,660.629,2254.0,2254.0
2022-12-01,548.835,1873.0,1873.0
2023-01-01,1089.0,3716.0,3716.0
2023-02-01,852.0,2907.0,2907.0
2023-03-01,1054.0,3596.0,3596.0
2023-04-01,1062.0,3624.0,3624.0
2023-05-01,1052.0,3589.0,3589.0
2023-06-01,1225.0,4180.0,4180.0
2023-07-01,707.0,2412.0,2412.0
2023-08-01,1173.0,4002.0,4002.0
2023-09-01,1206.0,4115.0,4115.0
2023-10-01,1210.0,4129.0,4129.0
2023-11-01,1142.0,3897.0,3897.0
2023-12-01,1129.0,3852.0,3852.0
2024-01-01,1118.0,3815.0,3815.0
2024-02-01,1088.0,3712.0,3712.0
2024-03-01,1044.0,3562.0,3562.0
2024-04-01,1134.0,3869.0,3869.0
2024-05-01,195.0,665.0,665.0
2024-06-01,1215.0,4146.0,4146.0
2024-07-01,1265.0,4316.0,4316.0
2024-08-01,1267.0,4323.0,4323.0
2024-09-01,1193.0,4071.0,4071.0
2024-10-01,1191.0,4064.0,4064.0
2024-11-01,1122.0,3828.0,3828.0
2024-12-01,255.0,870.0,870.0
