measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-08-01,-2.52,0.0,0.0,231.446,2047.0,2047.0
2021-09-01,-2.243,0.0,0.0,216.502,1915.0,1915.0
2021-10-01,-2.368,0.0,0.0,177.761,1572.0,1572.0
2021-11-01,-2.32,0.0,0.0,167.168,1478.0,1478.0
2021-12-01,-2.549,0.0,0.0,122.123,1080.0,1080.0
2022-01-01,11.687,0.0,0.0,110.331,376.0,376.0
2022-02-01,11.267,0.0,0.0,123.112,420.0,420.0
2022-03-01,11.738,0.0,0.0,160.528,548.0,548.0
2022-04-01,11.523,0.0,0.0,208.374,711.0,711.0
2022-05-01,10.913,0.0,0.0,197.514,674.0,674.0
2022-06-01,10.562,0.0,0.0,208.736,712.0,712.0
2022-07-01,12.133,0.0,0.0,185.838,634.0,634.0
2022-08-01,11.105,0.0,0.0,180.777,617.0,617.0
2022-09-01,9.74,0.0,0.0,169.249,577.0,577.0
2022-10-01,9.636,0.0,0.0,141.907,484.0,484.0
2022-11-01,10.364,0.0,0.0,110.82,378.0,378.0
2022-12-01,10.332,0.0,0.0,86.814,296.0,296.0
2023-01-01,-3.0,0.0,0.0,102.0,348.0,348.0
2023-02-01,-3.0,0.0,0.0,110.0,375.0,375.0
2023-03-01,-3.0,0.0,0.0,169.0,577.0,577.0
2023-04-01,-3.0,0.0,0.0,167.0,570.0,570.0
2023-05-01,-3.0,0.0,0.0,176.0,601.0,601.0
2023-06-01,-4.0,0.0,0.0,169.0,577.0,577.0
2023-07-01,-7.0,0.0,0.0,184.0,628.0,628.0
2023-08-01,-7.0,0.0,0.0,179.0,611.0,611.0
2023-09-01,-5.0,0.0,0.0,162.0,553.0,553.0
2023-10-01,-3.0,0.0,0.0,161.0,549.0,549.0
2023-11-01,-5.0,0.0,0.0,132.0,450.0,450.0
2023-12-01,-7.0,0.0,0.0,100.0,341.0,341.0
2024-01-01,-5.0,0.0,0.0,114.0,389.0,389.0
2024-02-01,-4.0,0.0,0.0,139.0,474.0,474.0
2024-03-01,-4.0,0.0,0.0,164.0,560.0,560.0
2024-04-01,-4.0,0.0,0.0,174.0,594.0,594.0
2024-05-01,-6.0,0.0,0.0,182.0,621.0,621.0
2024-06-01,-6.0,0.0,0.0,188.0,641.0,641.0
2024-07-01,-5.0,0.0,0.0,169.0,577.0,577.0
2024-08-01,-5.0,0.0,0.0,185.0,631.0,631.0
2024-09-01,-7.0,0.0,0.0,138.0,471.0,471.0
2024-10-01,-4.0,0.0,0.0,175.0,597.0,597.0
2024-11-01,-2.0,0.0,0.0,113.0,386.0,386.0
2024-12-01,-3.0,0.0,0.0,100.0,341.0,341.0
