measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0
2003-03-01,230.0,2355.43,2355.43
2003-04-01,368.0,3768.69,3768.69
2003-05-01,782.0,8008.46,8008.46
2003-06-01,1204.0,12330.16,12330.16
2003-07-01,1338.0,13702.46,13702.46
2003-08-01,1906.0,19519.35,19519.35
2003-09-01,536.0,5489.18,5489.18
2003-10-01,312.0,3195.19,3195.19
2003-11-01,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0
2004-01-01,185.071,1854.78,1854.78
2004-02-01,169.436,1698.09,1698.09
2004-03-01,240.554,2410.83,2410.83
2004-04-01,232.322,2328.33,2328.33
2004-05-01,214.818,2152.91,2152.91
2004-06-01,232.847,2333.59,2333.59
2004-07-01,244.26600000000002,2448.03,2448.03
2004-08-01,212.127,2125.94,2125.94
2004-09-01,159.90900000000002,1602.61,1602.61
2004-10-01,137.225,1375.27,1375.27
2004-11-01,122.866,1231.36,1231.36
2004-12-01,153.561,1538.99,1538.99
2005-01-01,537.6370000000001,5375.83,5375.83
2005-02-01,492.617,4925.68,4925.68
2005-03-01,513.3190000000001,5132.68,5132.68
2005-04-01,512.9490000000001,5128.98,5128.98
2005-05-01,723.47,7233.98,7233.98
2005-06-01,674.548,6744.81,6744.81
2005-07-01,627.04,6269.78,6269.78
2005-08-01,520.356,5203.04,5203.04
2005-09-01,412.418,4123.77,4123.77
2005-10-01,445.081,4450.36,4450.36
2005-11-01,479.62800000000004,4795.8,4795.8
2005-12-01,536.936,5368.83,5368.83
2006-01-01,634.621,6295.0,6295.0
2006-02-01,556.778,5523.0,5523.0
2006-03-01,598.419,5936.0,5936.0
2006-04-01,722.443,7166.0,7166.0
2006-05-01,779.6120000000001,7733.0,7733.0
2006-06-01,805.229,7987.0,7987.0
2006-07-01,657.9730000000001,6526.0,6526.0
2006-08-01,539.508,5351.0,5351.0
2006-09-01,395.51300000000003,3923.0,3923.0
2006-10-01,374.05400000000003,3710.0,3710.0
2006-11-01,434.025,4305.0,4305.0
2006-12-01,470.824,4670.0,4670.0
2007-01-01,4590.926,45377.0,45377.0
2007-02-01,3979.395,39332.0,39332.0
2007-03-01,5325.957,52642.0,52642.0
2007-04-01,5195.848,51356.0,51356.0
2007-05-01,6890.491,68106.0,68106.0
2007-06-01,6327.281,62539.0,62539.0
2007-07-01,7803.66,77131.0,77131.0
2007-08-01,6607.5,65309.0,65309.0
2007-09-01,4941.6410000000005,48843.0,48843.0
2007-10-01,4120.04,40722.0,40722.0
2007-11-01,3972.6670000000004,39266.0,39266.0
2007-12-01,3368.5930000000003,33295.0,33295.0
2008-01-01,294.72200000000004,2904.0,2904.0
2008-02-01,231.01700000000002,2276.0,2276.0
2008-03-01,271.16200000000003,2672.0,2672.0
2008-04-01,510.565,5031.0,5031.0
2008-05-01,607.457,5986.0,5986.0
2008-06-01,515.4490000000001,5079.0,5079.0
2008-07-01,626.2280000000001,6171.0,6171.0
2008-08-01,642.634,6333.0,6333.0
2008-09-01,321.745,3170.0,3170.0
2008-10-01,206.354,2033.0,2033.0
2008-11-01,148.05100000000002,1459.0,1459.0
2008-12-01,160.79600000000002,1584.0,1584.0
2009-01-01,225.875,2205.0,2205.0
2009-02-01,299.011,2918.0,2918.0
2009-03-01,472.273,4609.0,4609.0
2009-04-01,559.807,5464.0,5464.0
2009-05-01,765.2660000000001,7469.0,7469.0
2009-06-01,692.5780000000001,6760.0,6760.0
2009-07-01,763.563,7452.0,7452.0
2009-08-01,623.0980000000001,6081.0,6081.0
