measured_on,"Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2003-01-01,22199.0,619344.0,619344.0
2003-06-01,13977.0,396882.0,396882.0
2003-07-01,19705.0,540738.0,540738.0
2003-08-01,19667.0,512550.0,512550.0
2003-09-01,20474.0,552798.0,552798.0
2003-10-01,21139.0,532638.0,532638.0
2003-11-01,14503.0,365472.0,365472.0
2003-12-01,19404.0,488988.0,488988.0
2004-01-01,21959.0,565524.0,565524.0
2004-02-01,20014.0,556650.0,556650.0
2004-03-01,21664.0,609498.0,609498.0
2004-04-01,11322.0,318528.0,318528.0
2004-05-01,21413.0,602442.0,602442.0
2004-06-01,21499.0,604854.0,604854.0
2004-07-01,18855.0,530478.0,530478.0
2004-08-01,18992.0,534330.0,534330.0
2004-09-01,21243.0,597762.0,597762.0
2004-10-01,16905.0,475614.0,475614.0
2004-11-01,22420.0,630774.0,630774.0
2004-12-01,22133.0,622692.0,622692.0
2005-01-01,20567.0,514584.0,514584.0
2005-02-01,19350.0,494586.0,494586.0
2005-03-01,21941.0,560556.0,560556.0
2005-04-01,2371.0,60606.0,60606.0
2005-05-01,22113.0,717066.0,717066.0
2005-06-01,21064.0,546426.0,546426.0
2005-07-01,20396.0,501966.0,501966.0
2005-08-01,20260.0,474282.0,474282.0
2005-09-01,20919.0,521442.0,521442.0
2005-10-01,11307.0,274446.0,274446.0
2005-11-01,21625.0,573030.0,573030.0
2005-12-01,22536.0,620316.0,620316.0
2006-01-01,22903.0,667998.0,667998.0
2006-02-01,18804.0,532836.0,532836.0
2006-03-01,23052.0,721602.0,721602.0
2006-04-01,12498.0,415836.0,415836.0
2006-05-01,21721.0,636930.0,636930.0
2006-06-01,18570.0,518112.0,518112.0
2006-07-01,1295.0,37350.0,37350.0
2006-08-01,16361.0,444978.0,444978.0
2006-09-01,20917.0,537588.0,537588.0
2006-10-01,21780.0,556902.0,556902.0
2006-11-01,15419.0,402120.0,402120.0
2006-12-01,22470.0,564732.0,564732.0
2007-01-01,22700.0,581328.0,581328.0
2007-02-01,20245.0,529758.0,529758.0
2007-03-01,22383.0,609768.0,609768.0
2007-04-01,10889.0,333072.0,333072.0
2007-05-01,21734.0,665334.0,665334.0
2007-06-01,21978.0,571518.0,571518.0
2007-07-01,22657.0,582138.0,582138.0
2007-08-01,22060.0,556650.0,556650.0
2007-09-01,21795.0,563256.0,563256.0
2007-10-01,16780.0,439362.0,439362.0
2007-11-01,22008.0,601506.0,601506.0
2007-12-01,23518.0,682848.0,682848.0
2008-01-01,23958.0,652014.0,652014.0
2008-02-01,22322.0,627444.0,627444.0
2008-03-01,23698.0,669276.0,669276.0
2008-04-01,11866.0,333180.0,333180.0
2008-05-01,23650.0,616554.0,616554.0
2008-06-01,23012.0,580716.0,580716.0
2008-07-01,23505.0,592326.0,592326.0
2008-08-01,23656.0,596124.0,596124.0
2008-09-01,22797.0,483675.0,483675.0
2008-10-01,14685.0,319605.0,319605.0
2008-11-01,22889.0,499005.0,499005.0
2008-12-01,23606.0,344320.0,344320.0
2009-01-01,23788.0,337940.0,337940.0
2009-02-01,21362.0,299070.0,299070.0
2009-03-01,3853.0,54150.0,54150.0
2009-04-01,23168.0,324350.0,324350.0
2009-05-01,23991.0,335870.0,335870.0
2009-06-01,22951.0,271310.0,271310.0
2009-07-01,23579.0,330110.0,330110.0
2009-08-01,23839.0,333750.0,333750.0
2009-09-01,23231.0,325230.0,325230.0
2009-10-01,19886.0,278400.0,278400.0
2009-11-01,23135.0,323890.0,323890.0
2009-12-01,23912.0,334770.0,334770.0
2010-01-01,22894.0,320520.0,320520.0
2010-02-01,21742.0,304390.0,304390.0
2010-03-01,24145.0,338030.0,338030.0
2010-04-01,14479.0,205790.0,205790.0
2010-05-01,23646.0,354690.0,354690.0
2010-06-01,22815.0,319410.0,319410.0
2010-07-01,23944.0,335220.0,335220.0
2010-08-01,24018.0,336250.0,336250.0
2010-09-01,23254.0,325560.0,325560.0
2010-10-01,19406.0,262360.0,262360.0
2010-11-01,23387.0,315720.0,315720.0
2010-12-01,24116.0,325570.0,325570.0
2011-01-01,23961.0,335450.0,335450.0
2011-02-01,21592.0,241832.0,241832.0
2011-03-01,18920.0,211904.0,211904.0
2011-04-01,17580.0,197496.0,197496.0
2011-05-01,23803.0,266592.0,266592.0
2011-06-01,22634.0,253504.0,253504.0
2011-07-01,20737.0,232256.0,232256.0
2011-08-01,23895.0,267624.0,267624.0
2011-09-01,23241.0,260296.0,260296.0
2011-10-01,18247.0,229914.0,229914.0
2011-11-01,23468.0,295695.0,295695.0
2011-12-01,24396.0,273232.0,273232.0
2012-01-01,24339.0,272600.0,272600.0
2012-02-01,22786.0,255200.0,255200.0
2012-03-01,24234.0,271400.0,271400.0
2012-04-01,17588.0,196976.0,196976.0
2012-05-01,24082.0,267224.0,267224.0
2012-06-01,22133.0,247888.0,247888.0
2012-07-01,17661.0,197232.0,197232.0
2012-08-01,23949.0,268232.0,268232.0
2012-09-01,23395.0,259504.0,259504.0
2012-10-01,20258.0,216688.0,216688.0
2012-11-01,23630.0,264656.0,264656.0
2012-12-01,24396.0,341540.0,341540.0
2013-01-01,24419.0,341870.0,341870.0
2013-02-01,22019.0,308270.0,308270.0
2013-03-01,24268.0,271800.0,271800.0
2013-04-01,12870.0,154440.0,154440.0
2013-05-01,22770.0,273240.0,273240.0
2013-06-01,22714.0,272584.0,272584.0
2013-07-01,21787.0,265128.0,265128.0
2013-08-01,18916.0,230664.0,230664.0
2013-09-01,20773.0,255960.0,255960.0
2013-10-01,16939.0,203272.0,203272.0
2013-11-01,23477.0,278584.0,278584.0
2013-12-01,24481.0,293752.0,293752.0
2014-01-01,24472.0,293656.0,293656.0
