measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2018-06-01,-4.738,0.0,0.0
2018-07-01,-4.703,0.0,0.0
2018-08-01,-4.686,0.0,0.0
2018-09-01,-4.494,0.0,0.0
2018-10-01,-4.642,0.0,0.0
2018-11-01,-4.678,0.0,0.0
2018-12-01,-5.059,0.0,0.0
2019-01-01,-5.794,0.0,0.0
2019-02-01,-4.764,0.0,0.0
2019-03-01,-5.546,0.0,0.0
2019-04-01,-5.266,0.0,0.0
2019-05-01,-4.72,0.0,0.0
2019-06-01,-4.749,0.0,0.0
2019-07-01,-5.166,0.0,0.0
2019-08-01,-5.729,0.0,0.0
2019-09-01,-5.542,0.0,0.0
2019-10-01,-5.511,0.0,0.0
2019-11-01,-5.462,0.0,0.0
2019-12-01,-5.751,0.0,0.0
2020-01-01,-6.224,0.0,0.0
2020-02-01,-5.298,0.0,0.0
2020-03-01,-5.878,0.0,0.0
2020-04-01,-5.756,0.0,0.0
2020-05-01,-5.933,0.0,0.0
2020-06-01,-4.358,0.0,0.0
2020-07-01,-5.696,0.0,0.0
2020-08-01,-5.971,0.0,0.0
2020-09-01,-5.898,0.0,0.0
2020-10-01,-6.077,0.0,0.0
2020-11-01,-5.937,0.0,0.0
2020-12-01,-5.974,0.0,0.0
2021-01-01,-8.79,0.0,0.0
2021-02-01,-8.078,0.0,0.0
2021-03-01,-8.818,0.0,0.0
2021-04-01,-7.68,0.0,0.0
2021-05-01,-8.685,0.0,0.0
2021-06-01,-8.433,0.0,0.0
2021-07-01,-8.899,0.0,0.0
2021-08-01,-8.518,0.0,0.0
2021-09-01,-8.42,0.0,0.0
2021-10-01,-8.979,0.0,0.0
2021-11-01,-8.306,0.0,0.0
2021-12-01,-9.394,0.0,0.0
2022-01-01,-8.644,0.0,0.0
2022-02-01,-7.171,0.0,0.0
2022-03-01,-7.416,0.0,0.0
2022-04-01,-8.877,0.0,0.0
2022-05-01,-8.879,0.0,0.0
2022-06-01,-9.022,0.0,0.0
2022-07-01,-8.641,0.0,0.0
2022-08-01,-8.466,0.0,0.0
2022-09-01,-8.629,0.0,0.0
2022-10-01,-8.9,0.0,0.0
2022-11-01,-8.583,0.0,0.0
2022-12-01,-8.772,0.0,0.0
2023-01-01,-8.0,0.0,0.0
2023-02-01,-10.0,0.0,0.0
2023-03-01,-8.0,0.0,0.0
2023-04-01,-8.0,0.0,0.0
2023-05-01,-6.0,0.0,0.0
2023-06-01,-10.0,0.0,0.0
2023-07-01,-8.0,0.0,0.0
2023-08-01,-6.0,0.0,0.0
2023-09-01,-8.0,0.0,0.0
2023-10-01,-8.0,0.0,0.0
2023-11-01,-9.0,0.0,0.0
2023-12-01,-9.0,0.0,0.0
2024-01-01,-10.0,0.0,0.0
2024-02-01,-11.0,0.0,0.0
2024-03-01,-10.0,0.0,0.0
2024-04-01,-7.0,0.0,0.0
2024-05-01,-10.0,0.0,0.0
2024-06-01,-8.0,0.0,0.0
2024-07-01,-10.0,0.0,0.0
2024-08-01,-8.0,0.0,0.0
2024-09-01,-4.0,0.0,0.0
2024-10-01,-10.0,0.0,0.0
2024-11-01,-6.0,0.0,0.0
2024-12-01,-4.0,0.0,0.0
