measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2020-07-01,2085.085,18280.0,18280.0
2020-08-01,1801.59,15795.0,15795.0
2020-09-01,1655.365,14513.0,14513.0
2020-10-01,1195.376,10480.0,10480.0
2020-11-01,1096.898,9617.0,9617.0
2020-12-01,759.686,6660.0,6660.0
2021-01-01,1001.293,8855.0,8855.0
2021-02-01,596.28,5274.0,5274.0
2021-03-01,1955.129,17291.0,17291.0
2021-04-01,1927.943,17051.0,17051.0
2021-05-01,2180.773,19287.0,19287.0
2021-06-01,2171.711,19207.0,19207.0
2021-07-01,2086.528,18453.0,18453.0
2021-08-01,1825.089,16141.0,16141.0
2021-09-01,1648.833,14582.0,14582.0
2021-10-01,1321.241,11685.0,11685.0
2021-11-01,1142.267,10102.0,10102.0
2021-12-01,1024.913,9064.0,9064.0
2022-01-01,982.693,3353.0,3353.0
2022-02-01,1199.622,4093.0,4093.0
2022-03-01,1606.805,5482.0,5482.0
2022-04-01,1901.574,6488.0,6488.0
2022-05-01,1950.867,6656.0,6656.0
2022-06-01,2021.694,6898.0,6898.0
2022-07-01,2056.762,7018.0,7018.0
2022-08-01,2107.734,7192.0,7192.0
2022-09-01,1762.883,6015.0,6015.0
2022-10-01,1460.409,4983.0,4983.0
2022-11-01,1161.096,3962.0,3962.0
2022-12-01,879.861,3002.0,3002.0
2023-01-01,644.0,2197.0,2197.0
2023-02-01,1147.0,3914.0,3914.0
2023-03-01,1616.0,5514.0,5514.0
2023-04-01,1835.0,6261.0,6261.0
2023-05-01,2083.0,7107.0,7107.0
2023-06-01,1869.0,6377.0,6377.0
2023-07-01,2084.0,7111.0,7111.0
2023-08-01,1874.0,6394.0,6394.0
2023-09-01,1474.0,5029.0,5029.0
2023-10-01,1350.0,4606.0,4606.0
2023-11-01,1153.0,3934.0,3934.0
2023-12-01,657.0,2242.0,2242.0
2024-01-01,464.0,1583.0,1583.0
2024-02-01,1283.0,4378.0,4378.0
2024-03-01,1609.0,5490.0,5490.0
2024-04-01,1807.0,6165.0,6165.0
2024-05-01,1914.0,6531.0,6531.0
2024-06-01,2307.0,7871.0,7871.0
2024-07-01,2172.0,7411.0,7411.0
2024-08-01,1922.0,6558.0,6558.0
2024-09-01,1542.0,5261.0,5261.0
2024-10-01,1821.0,6213.0,6213.0
2024-11-01,1134.0,3869.0,3869.0
2024-12-01,661.0,2255.0,2255.0
