measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-01-01,,,,0.0,0.0,0.0
2022-02-01,,,,0.0,0.0,0.0
2022-03-01,,,,0.0,0.0,0.0
2022-04-01,,,,0.0,0.0,0.0
2022-05-01,,,,0.0,0.0,0.0
2022-06-01,,,,0.0,0.0,0.0
2022-07-01,,,,0.0,0.0,0.0
2022-08-01,,,,0.0,0.0,0.0
2022-09-01,,,,0.0,0.0,0.0
2022-10-01,,,,0.0,0.0,0.0
2022-11-01,,,,0.0,0.0,0.0
2022-12-01,,,,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,176.0,601.0,601.0
2023-02-01,0.0,0.0,0.0,361.0,1232.0,1232.0
2023-03-01,0.0,0.0,0.0,542.0,1849.0,1849.0
2023-04-01,0.0,0.0,0.0,640.0,2184.0,2184.0
2023-05-01,0.0,0.0,0.0,786.0,2682.0,2682.0
2023-06-01,0.0,0.0,0.0,787.0,2685.0,2685.0
2023-07-01,0.0,0.0,0.0,697.0,2378.0,2378.0
2023-08-01,0.0,0.0,0.0,652.0,2225.0,2225.0
2023-09-01,0.0,0.0,0.0,659.0,2249.0,2249.0
2023-10-01,0.0,0.0,0.0,509.0,1737.0,1737.0
2023-11-01,0.0,0.0,0.0,414.0,1413.0,1413.0
2023-12-01,0.0,0.0,0.0,182.0,621.0,621.0
2024-01-01,0.0,0.0,0.0,48.0,164.0,164.0
2024-02-01,0.0,0.0,0.0,566.0,1931.0,1931.0
2024-03-01,-20.0,0.0,0.0,384.0,1310.0,1310.0
2024-04-01,-50.0,0.0,0.0,675.0,2303.0,2303.0
2024-05-01,-62.0,0.0,0.0,847.0,2890.0,2890.0
2024-06-01,-21.0,0.0,0.0,725.0,2474.0,2474.0
2024-07-01,-12.0,0.0,0.0,874.0,2982.0,2982.0
2024-08-01,-7.0,0.0,0.0,818.0,2791.0,2791.0
2024-09-01,-13.0,0.0,0.0,773.0,2637.0,2637.0
2024-10-01,-17.0,0.0,0.0,546.0,1863.0,1863.0
2024-11-01,-1.0,0.0,0.0,303.0,1034.0,1034.0
2024-12-01,-14.0,0.0,0.0,102.0,348.0,348.0
