measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,1628.0,18639.0,18639.0,,,,10011.0,123122.0,123122.0,,,
2003-02-01,730.0,9228.0,9228.0,,,,8199.0,101002.0,101002.0,,,
2003-03-01,1021.0,21443.0,21443.0,,,,3812.0,48096.0,48096.0,,,
2003-04-01,0.0,0.0,0.0,,,,5429.0,66909.0,66909.0,,,
2003-05-01,0.0,0.0,0.0,,,,5457.0,64552.0,64552.0,,,
2003-06-01,486.0,8237.0,8237.0,,,,6398.0,74727.0,74727.0,,,
2003-07-01,0.0,0.0,0.0,,,,12852.0,158726.0,158726.0,,,
2003-08-01,0.0,0.0,0.0,,,,44449.0,541149.0,541149.0,,,
2003-09-01,150.0,2132.0,2132.0,,,,11353.0,144485.0,144485.0,,,
2003-10-01,148.0,2092.0,2092.0,,,,34819.0,435220.0,435220.0,,,
2003-11-01,0.0,0.0,0.0,,,,34096.0,411215.0,411215.0,,,
2003-12-01,50.0,610.0,610.0,,,,21811.0,270342.0,270342.0,,,
2004-01-01,0.0,0.0,0.0,,,,77285.0,915446.0,915446.0,,,
2004-02-01,0.0,0.0,0.0,,,,13475.0,161428.0,161428.0,,,
2004-03-01,103.0,1305.0,1305.0,,,,3647.0,46236.0,46236.0,,,
2004-04-01,4.0,296.0,296.0,,,,93.0,1400.0,1400.0,,,
2004-05-01,572.0,7661.0,7661.0,,,,1064.0,13665.0,13665.0,,,
2004-06-01,653.0,8419.0,8419.0,,,,6958.0,84957.0,84957.0,,,
2004-07-01,670.0,7963.0,7963.0,,,,10746.0,134388.0,134388.0,,,
2004-08-01,0.0,0.0,0.0,,,,235.0,3074.0,3074.0,,,
2004-09-01,0.0,0.0,0.0,,,,14350.0,176509.0,176509.0,,,
2004-10-01,107.0,1328.0,1328.0,,,,4195.0,52648.0,52648.0,,,
2004-11-01,0.0,0.0,0.0,,,,1613.0,19211.0,19211.0,,,
2004-12-01,0.0,0.0,0.0,,,,9283.0,112195.0,112195.0,,,
2005-01-01,21.0,250.8,250.8,0.0,0.0,0.0,4282.0,51278.0,51278.0,,,
2005-02-01,84.0,1168.5,1168.5,0.0,0.0,0.0,2264.0,27796.0,27796.0,,,
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1105.0,14785.0,14785.0,,,
2005-04-01,106.0,1464.9,1464.9,0.0,0.0,0.0,56969.0,707984.0,707984.0,,,
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1860.0,23676.0,23676.0,,,
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,37393.0,482608.0,482608.0,,,
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,58275.0,743743.0,743743.0,,,
2005-08-01,691.0,9234.0,9234.0,0.0,0.0,0.0,39235.0,502132.0,502132.0,,,
2005-09-01,387.0,4873.5,4873.5,0.0,0.0,0.0,36537.0,472675.0,472675.0,,,
2005-10-01,393.0,4873.5,4873.5,0.0,0.0,0.0,13963.0,184485.0,184485.0,,,
2005-11-01,919.0,11532.68,11532.68,0.0,0.0,0.0,37439.0,470785.0,470785.0,,,
2005-12-01,0.0,0.0,0.0,0.0,0.0,0.0,39590.0,483274.0,483274.0,,,
2006-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1726.0,22406.0,22406.0,,,
2006-02-01,12.0,143.0,143.0,0.0,0.0,0.0,11390.0,140351.0,140351.0,,,
2006-03-01,0.0,0.0,0.0,0.0,0.0,0.0,15431.0,189603.0,189603.0,,,
2006-04-01,402.0,4976.0,4976.0,0.0,0.0,0.0,5718.0,71378.0,71378.0,,,
2006-05-01,752.0,9308.0,9308.0,0.0,0.0,0.0,9754.0,126600.0,126600.0,,,
2006-06-01,1648.0,20406.0,20406.0,0.0,0.0,0.0,9815.0,126437.0,126437.0,,,
2006-07-01,0.0,0.0,0.0,0.0,0.0,0.0,86972.0,1073938.0,1073938.0,,,
2006-08-01,0.0,0.0,0.0,0.0,0.0,0.0,22469.0,275572.0,275572.0,,,
2006-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2488.0,33201.0,33201.0,,,
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,30617.0,381927.0,381927.0,,,
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,29351.0,370711.0,370711.0,,,
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,36485.0,456011.0,456011.0,,,
2007-01-01,12.321,160.0,160.0,0.0,0.0,0.0,34611.679000000004,448355.0,448355.0,,,
2007-02-01,8.5,103.0,103.0,0.0,0.0,0.0,107649.5,1299384.0,1299384.0,,,
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0,26524.0,328584.0,328584.0,,,
2007-04-01,331.30600000000004,4184.0,4184.0,0.0,0.0,0.0,21679.694,273776.0,273776.0,,,
2007-05-01,532.863,6772.0,6772.0,0.0,0.0,0.0,12621.137,160389.0,160389.0,,,
2007-06-01,253.264,3146.0,3146.0,0.0,0.0,0.0,32003.736,397596.0,397596.0,,,
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,42016.0,538631.0,538631.0,,,
2007-08-01,0.0,0.0,0.0,0.0,0.0,0.0,12921.0,155499.0,155499.0,,,
2007-09-01,51.481,792.0,792.0,0.0,0.0,0.0,5285.519,81345.0,81345.0,,,
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,6910.0,92720.0,92720.0,,,
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,43668.0,530267.0,530267.0,,,
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,47294.0,557569.0,557569.0,,,
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,20299.0,246869.0,246869.0,,,
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,24448.0,296445.0,296445.0,,,
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3739.0,46907.0,46907.0,,,
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,433.0,5582.0,5582.0,,,
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,227.0,3047.0,3047.0,,,
2008-06-01,705.534,8459.0,8459.0,0.0,0.0,0.0,3579.4660000000003,42915.0,42915.0,,,
2008-07-01,,,,0.0,0.0,0.0,2965.0,38702.0,38702.0,,,
2008-08-01,0.0,0.0,0.0,,,,1793.0,23144.0,23144.0,0.0,0.0,0.0
2008-09-01,,,,0.0,0.0,0.0,3393.0,43020.0,43020.0,,,
2008-10-01,130.09900000000002,1630.0,1630.0,0.0,0.0,0.0,7329.901000000001,91847.0,91847.0,,,
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4338.0,53672.0,53672.0,0.0,0.0,0.0
