measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2021-12-01,-18.0,0.0,0.0,37.0,327.0,327.0
2022-01-01,-22.98,0.0,0.0,36.579,125.0,125.0
2022-02-01,-24.142,0.0,0.0,43.631,149.0,149.0
2022-03-01,-22.345,0.0,0.0,57.846,197.0,197.0
2022-04-01,-23.404,0.0,0.0,65.252,223.0,223.0
2022-05-01,-24.8,0.0,0.0,76.478,261.0,261.0
2022-06-01,-25.052,0.0,0.0,79.632,272.0,272.0
2022-07-01,-26.027,0.0,0.0,76.804,262.0,262.0
2022-08-01,-26.741,0.0,0.0,71.312,243.0,243.0
2022-09-01,-23.976,0.0,0.0,60.182,205.0,205.0
2022-10-01,-26.755,0.0,0.0,55.445,189.0,189.0
2022-11-01,-24.769,0.0,0.0,41.103,140.0,140.0
2022-12-01,-25.009,0.0,0.0,28.736,98.0,98.0
2023-01-01,-29.0,0.0,0.0,9.0,31.0,31.0
2023-02-01,-25.0,0.0,0.0,6.0,20.0,20.0
2023-03-01,-26.0,0.0,0.0,4.0,14.0,14.0
2023-04-01,-28.0,0.0,0.0,9.0,31.0,31.0
2023-05-01,-30.0,0.0,0.0,14.0,48.0,48.0
2023-06-01,-27.0,0.0,0.0,97.0,331.0,331.0
2023-07-01,-28.0,0.0,0.0,150.0,512.0,512.0
2023-08-01,-27.0,0.0,0.0,45.0,154.0,154.0
2023-09-01,-19.0,0.0,0.0,2.0,7.0,7.0
2023-10-01,-24.0,0.0,0.0,2.0,7.0,7.0
2023-11-01,-27.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,-21.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,-42.0,0.0,0.0,13.0,44.0,44.0
2024-02-01,-21.0,0.0,0.0,-1.0,0.0,0.0
2024-03-01,-73.0,0.0,0.0,55.0,188.0,188.0
2024-04-01,-207.0,0.0,0.0,197.0,672.0,672.0
2024-05-01,-193.0,0.0,0.0,183.0,624.0,624.0
2024-06-01,-181.0,0.0,0.0,167.0,570.0,570.0
2024-07-01,-207.0,0.0,0.0,202.0,689.0,689.0
2024-08-01,-93.0,0.0,0.0,75.0,256.0,256.0
2024-09-01,-181.0,0.0,0.0,168.0,573.0,573.0
2024-10-01,-67.0,0.0,0.0,63.0,215.0,215.0
2024-11-01,-20.0,0.0,0.0,-3.0,0.0,0.0
2024-12-01,-19.0,0.0,0.0,-3.0,0.0,0.0
