measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2016-12-01,385.0,3554.0,3554.0
2017-01-01,695.999,6412.0,6412.0
2017-02-01,784.922,7231.0,7231.0
2017-03-01,1344.689,12389.0,12389.0
2017-04-01,1484.301,13675.0,13675.0
2017-05-01,1595.271,14697.0,14697.0
2017-06-01,1738.759,16019.0,16019.0
2017-07-01,1266.959,11672.0,11672.0
2017-08-01,1392.575,12830.0,12830.0
2017-09-01,1332.966,12281.0,12281.0
2017-10-01,1267.993,11682.0,11682.0
2017-11-01,800.121,7372.0,7372.0
2017-12-01,745.445,6868.0,6868.0
2018-01-01,762.367,6941.0,6941.0
2018-02-01,896.558,8162.0,8162.0
2018-03-01,1159.346,10555.0,10555.0
2018-04-01,1405.01,12791.0,12791.0
2018-05-01,1619.112,14740.0,14740.0
2018-06-01,1739.991,15841.0,15841.0
2018-07-01,1516.618,13807.0,13807.0
2018-08-01,1514.204,13785.0,13785.0
2018-09-01,1455.335,13249.0,13249.0
2018-10-01,1085.217,9880.0,9880.0
2018-11-01,894.552,8144.0,8144.0
2018-12-01,647.69,5897.0,5897.0
2019-01-01,721.357,6424.0,6424.0
2019-02-01,760.096,6769.0,6769.0
2019-03-01,1132.328,10083.0,10083.0
2019-04-01,1333.005,11870.0,11870.0
2019-05-01,1419.151,12638.0,12638.0
2019-06-01,1596.278,14215.0,14215.0
2019-07-01,1510.941,13455.0,13455.0
2019-08-01,1538.114,13697.0,13697.0
2019-09-01,1269.66,11306.0,11306.0
2019-10-01,1248.019,11114.0,11114.0
2019-11-01,775.667,6907.0,6907.0
2019-12-01,565.384,5035.0,5035.0
2020-01-01,832.131,7295.0,7295.0
2020-02-01,876.568,7685.0,7685.0
2020-03-01,1342.849,11773.0,11773.0
2020-04-01,1500.77,13157.0,13157.0
2020-05-01,1742.704,15278.0,15278.0
2020-06-01,1689.529,14812.0,14812.0
2020-07-01,1751.053,15351.0,15351.0
2020-08-01,1427.144,12512.0,12512.0
2020-09-01,1390.863,12194.0,12194.0
2020-10-01,1047.978,9188.0,9188.0
2020-11-01,903.068,7917.0,7917.0
2020-12-01,682.343,5982.0,5982.0
2021-01-01,799.687,7072.0,7072.0
2021-02-01,882.48,7805.0,7805.0
2021-03-01,1127.994,9976.0,9976.0
2021-04-01,1369.619,12113.0,12113.0
2021-05-01,1349.433,11934.0,11934.0
2021-06-01,1677.74,14838.0,14838.0
2021-07-01,1806.636,15978.0,15978.0
2021-08-01,1714.987,15167.0,15167.0
2021-09-01,1467.483,12978.0,12978.0
2021-10-01,1136.999,10056.0,10056.0
2021-11-01,849.121,7510.0,7510.0
2021-12-01,760.821,6729.0,6729.0
2022-01-01,724.143,2471.0,2471.0
2022-02-01,908.976,3101.0,3101.0
2022-03-01,1100.56,3755.0,3755.0
2022-04-01,1332.539,4547.0,4547.0
2022-05-01,1366.745,4663.0,4663.0
2022-06-01,1213.203,4139.0,4139.0
2022-07-01,1405.307,4795.0,4795.0
2022-08-01,1416.266,4832.0,4832.0
2022-09-01,1233.95,4210.0,4210.0
2022-10-01,1018.327,3475.0,3475.0
2022-11-01,746.473,2547.0,2547.0
2022-12-01,659.511,2250.0,2250.0
2023-01-01,634.0,2163.0,2163.0
2023-02-01,1012.0,3453.0,3453.0
2023-03-01,1255.0,4282.0,4282.0
2023-04-01,1590.0,5425.0,5425.0
2023-05-01,1424.0,4859.0,4859.0
2023-06-01,1440.0,4913.0,4913.0
2023-07-01,1714.0,5848.0,5848.0
2023-08-01,1592.0,5432.0,5432.0
2023-09-01,1502.0,5125.0,5125.0
2023-10-01,1187.0,4050.0,4050.0
2023-11-01,797.0,2719.0,2719.0
2023-12-01,621.0,2119.0,2119.0
2024-01-01,734.0,2504.0,2504.0
2024-02-01,932.0,3180.0,3180.0
2024-03-01,1302.0,4442.0,4442.0
2024-04-01,1418.0,4838.0,4838.0
2024-05-01,1723.0,5879.0,5879.0
2024-06-01,1764.0,6019.0,6019.0
2024-07-01,1796.0,6128.0,6128.0
2024-08-01,1529.0,5217.0,5217.0
2024-09-01,1527.0,5210.0,5210.0
2024-10-01,1138.0,3883.0,3883.0
2024-11-01,781.0,2665.0,2665.0
2024-12-01,674.0,2300.0,2300.0
