measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2016-10-01,-44.015,0.0,0.0
2016-11-01,-36.411,0.0,0.0
2016-12-01,-32.574,0.0,0.0
2017-01-01,-158.854,0.0,0.0
2017-02-01,-137.359,0.0,0.0
2017-03-01,-171.635,0.0,0.0
2017-04-01,-178.068,0.0,0.0
2017-05-01,-150.84,0.0,0.0
2017-06-01,-183.005,0.0,0.0
2017-07-01,-183.734,0.0,0.0
2017-08-01,-184.003,0.0,0.0
2017-09-01,-163.477,0.0,0.0
2017-10-01,-161.577,0.0,0.0
2017-11-01,-169.875,0.0,0.0
2017-12-01,-176.573,0.0,0.0
2018-01-01,-125.03,0.0,0.0
2018-02-01,-102.592,0.0,0.0
2018-03-01,-106.117,0.0,0.0
2018-04-01,-90.423,0.0,0.0
2018-05-01,-111.524,0.0,0.0
2018-06-01,-114.24,0.0,0.0
2018-07-01,-120.902,0.0,0.0
2018-08-01,-122.255,0.0,0.0
2018-09-01,-85.045,0.0,0.0
2018-10-01,-106.491,0.0,0.0
2018-11-01,-117.612,0.0,0.0
2018-12-01,-127.769,0.0,0.0
2019-01-01,-56.142,0.0,0.0
2019-02-01,-45.538,0.0,0.0
2019-03-01,-50.235,0.0,0.0
2019-04-01,-49.519,0.0,0.0
2019-05-01,-53.342,0.0,0.0
2019-06-01,-55.525,0.0,0.0
2019-07-01,-56.542,0.0,0.0
2019-08-01,-59.671,0.0,0.0
2019-09-01,-46.858,0.0,0.0
2019-10-01,-25.652,0.0,0.0
2019-11-01,-56.309,0.0,0.0
2019-12-01,-59.667,0.0,0.0
2020-01-01,-120.432,0.0,0.0
2020-02-01,-108.772,0.0,0.0
2020-03-01,-116.236,0.0,0.0
2020-04-01,-119.504,0.0,0.0
2020-05-01,-128.359,0.0,0.0
2020-06-01,-119.185,0.0,0.0
2020-07-01,-127.911,0.0,0.0
2020-08-01,-135.611,0.0,0.0
2020-09-01,-124.019,0.0,0.0
2020-10-01,-131.604,0.0,0.0
2020-11-01,-129.506,0.0,0.0
2020-12-01,-145.861,0.0,0.0
2021-01-01,-228.191,0.0,0.0
2021-02-01,-190.348,0.0,0.0
2021-03-01,-222.436,0.0,0.0
2021-04-01,-210.067,0.0,0.0
2021-05-01,-237.135,0.0,0.0
2021-06-01,-214.546,0.0,0.0
2021-07-01,-210.251,0.0,0.0
2021-08-01,-221.654,0.0,0.0
2021-09-01,-206.625,0.0,0.0
2021-10-01,-179.97,0.0,0.0
2021-11-01,-219.892,0.0,0.0
2021-12-01,-224.885,0.0,0.0
2022-01-01,-240.109,0.0,0.0
2022-02-01,-233.301,0.0,0.0
2022-03-01,-250.359,0.0,0.0
2022-04-01,-232.286,0.0,0.0
2022-05-01,-247.172,0.0,0.0
2022-06-01,-263.084,0.0,0.0
2022-07-01,-264.01,0.0,0.0
2022-08-01,-273.346,0.0,0.0
2022-09-01,-268.527,0.0,0.0
2022-10-01,-240.731,0.0,0.0
2022-11-01,-269.172,0.0,0.0
2022-12-01,-242.903,0.0,0.0
2023-01-01,0.0,0.0,0.0
2023-02-01,-1.0,0.0,0.0
2023-03-01,-1.0,0.0,0.0
2023-04-01,-2.0,0.0,0.0
2023-05-01,-35.0,0.0,0.0
2023-06-01,-73.0,0.0,0.0
2023-07-01,-72.0,0.0,0.0
2023-08-01,-33.0,0.0,0.0
2023-09-01,-11.0,0.0,0.0
2023-10-01,-42.0,0.0,0.0
2023-11-01,-69.0,0.0,0.0
2023-12-01,-42.0,0.0,0.0
2024-01-01,-125.0,0.0,0.0
2024-02-01,-38.0,0.0,0.0
2024-03-01,-28.0,0.0,0.0
2024-04-01,-58.0,0.0,0.0
2024-05-01,-64.0,0.0,0.0
2024-06-01,-20.0,0.0,0.0
2024-07-01,-36.0,0.0,0.0
2024-08-01,-46.0,0.0,0.0
2024-09-01,-91.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,-3.0,0.0,0.0
2024-12-01,-43.0,0.0,0.0
