measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2017-01-01,0.0,0.0,0.0
2017-02-01,759.0,14989.5,14989.5
2017-03-01,4815.5,71443.0,71443.0
2017-04-01,5948.0,44472.0,44472.0
2017-05-01,7921.0,65769.0,65769.0
2017-06-01,13194.0,116655.5,116655.5
2017-07-01,22535.5,173324.5,173324.5
2017-08-01,15511.0,117657.5,117657.5
2017-09-01,26901.5,205644.5,205644.5
2017-10-01,18879.0,133223.0,133223.0
2017-11-01,32520.0,228649.5,228649.5
2017-12-01,35821.5,253446.5,253446.5
2018-01-01,37601.0,271185.5,271185.5
2018-02-01,36434.5,259226.5,259226.5
2018-03-01,37189.5,268706.0,268706.0
2018-04-01,32030.0,225625.0,225625.0
2018-05-01,37742.5,268948.0,268948.0
2018-06-01,37465.5,266633.5,266633.5
2018-07-01,40979.0,287613.5,287613.5
2018-08-01,44428.5,313625.0,313625.0
2018-09-01,17881.5,126704.0,126704.0
2018-10-01,39460.5,279755.5,279755.5
2018-11-01,35275.5,247191.5,247191.5
2018-12-01,35465.5,252721.0,252721.0
2019-01-01,39346.5,284466.5,284466.5
2019-02-01,34751.5,250583.0,250583.0
2019-03-01,37766.5,269562.5,269562.5
2019-04-01,36190.5,259774.0,259774.0
2019-05-01,34773.5,249084.5,249084.5
2019-06-01,40191.0,289865.0,289865.0
2019-07-01,43437.5,313488.5,313488.5
2019-08-01,40980.5,290427.0,290427.0
2019-09-01,41231.0,298321.5,298321.5
2019-10-01,34820.5,250959.5,250959.5
2019-11-01,39510.5,286641.0,286641.0
2019-12-01,26929.0,193104.5,193104.5
2020-01-01,24923.0,179058.0,179058.0
2020-02-01,0.0,0.0,0.0
2020-03-01,34356.5,254483.5,254483.5
2020-04-01,21422.5,154389.0,154389.0
2020-05-01,32048.5,237550.0,237550.0
2020-06-01,39499.5,282718.5,282718.5
2020-07-01,44134.5,309350.5,309350.5
2020-08-01,40235.0,283689.5,283689.5
2020-09-01,38232.5,270316.0,270316.0
2020-10-01,39418.0,278814.0,278814.0
2020-11-01,37796.5,275029.5,275029.5
2020-12-01,37155.5,266122.0,266122.0
2021-01-01,38373.5,282508.0,282508.0
2021-02-01,34240.0,247540.5,247540.5
2021-03-01,41214.5,285165.0,285165.0
2021-04-01,37099.0,257735.5,257735.5
2021-05-01,30202.5,217918.5,217918.5
2021-06-01,41612.0,285478.5,285478.5
2021-07-01,43067.0,294819.5,294819.5
2021-08-01,41478.5,286754.5,286754.5
2021-09-01,21181.0,142576.5,142576.5
2021-10-01,26898.5,189927.0,189927.0
2021-11-01,36195.5,251429.5,251429.5
2021-12-01,34101.0,239192.5,239192.5
2022-01-01,32924.0,236439.5,236439.5
2022-02-01,26497.5,186703.0,186703.0
2022-03-01,32901.0,229414.5,229414.5
2022-04-01,22558.0,156559.5,156559.5
2022-05-01,25641.0,181899.0,181899.0
2022-06-01,37096.0,260809.5,260809.5
2022-07-01,38563.0,269127.5,269127.5
2022-08-01,44221.5,307881.5,307881.5
2022-09-01,40952.5,284551.0,284551.0
2022-10-01,25197.0,181070.0,181070.0
2022-11-01,39997.0,282891.0,282891.0
2022-12-01,39901.5,280473.5,280473.5
2023-01-01,41210.5,311384.5,311384.5
2023-02-01,30872.0,236249.0,236249.0
2023-03-01,34653.5,259703.0,259703.0
2023-04-01,40033.0,302975.5,302975.5
2023-05-01,39746.0,298560.5,298560.5
2023-06-01,38366.0,285553.5,285553.5
2023-07-01,43749.0,326184.5,326184.5
2023-08-01,44096.0,326526.5,326526.5
2023-09-01,40046.5,297958.0,297958.0
2023-10-01,40494.0,304027.0,304027.0
2023-11-01,40478.0,306109.5,306109.5
2023-12-01,39753.5,298689.0,298689.0
2024-01-01,19938.5,148885.0,148885.0
2024-02-01,18502.0,145731.0,145731.0
2024-03-01,39981.5,299432.0,299432.0
2024-04-01,41034.5,307606.5,307606.5
2024-05-01,42796.0,319191.0,319191.0
2024-06-01,42906.0,319428.5,319428.5
2024-07-01,36086.5,265347.0,265347.0
2024-08-01,45820.0,331696.0,331696.0
2024-09-01,41161.0,299658.5,299658.5
2024-10-01,38603.5,287402.0,287402.0
2024-11-01,38679.5,287159.5,287159.5
2024-12-01,40951.0,303505.5,303505.5
