measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2021-11-01,403.398,2799.0,2799.0
2021-12-01,416.361,2889.0,2889.0
2022-01-01,487.17,3452.0,3452.0
2022-02-01,404.48,2866.0,2866.0
2022-03-01,374.252,2652.0,2652.0
2022-04-01,383.359,2716.0,2716.0
2022-05-01,351.797,2493.0,2493.0
2022-06-01,478.467,3390.0,3390.0
2022-07-01,639.184,4530.0,4530.0
2022-08-01,771.261,5465.0,5465.0
2022-09-01,706.858,5009.0,5009.0
2022-10-01,649.141,4600.0,4600.0
2022-11-01,596.124,4225.0,4225.0
2022-12-01,658.907,4670.0,4670.0
2023-01-01,500.455,3508.0,3508.0
2023-02-01,426.292,2987.0,2987.0
2023-03-01,409.721,2871.0,2871.0
2023-04-01,320.078,2243.0,2243.0
2023-05-01,207.313,1453.0,1453.0
2023-06-01,272.727,1911.0,1911.0
2023-07-01,631.31,4424.0,4424.0
2023-08-01,637.005,4464.0,4464.0
2023-09-01,450.89,3160.0,3160.0
2023-10-01,550.62,3859.0,3859.0
2023-11-01,517.246,3625.0,3625.0
2023-12-01,582.343,4081.0,4081.0
