measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,71.947,736.0,736.0
2001-02-01,61.637,631.0,631.0
2001-03-01,66.944,685.0,685.0
2001-04-01,58.69,601.0,601.0
2001-05-01,57.557,589.0,589.0
2001-06-01,58.177,595.0,595.0
2001-07-01,61.163000000000004,626.0,626.0
2001-08-01,60.801,622.0,622.0
2001-09-01,71.818,735.0,735.0
2001-10-01,68.958,706.0,706.0
2001-11-01,71.419,731.0,731.0
2001-12-01,80.88900000000001,828.0,828.0
