measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,46248.0,473625.77,473625.77
2003-02-01,72678.0,744295.4,744295.4
2003-03-01,95604.0,979080.56,979080.56
2003-04-01,45427.0,465217.91,465217.91
2003-05-01,105040.0,1075714.64,1075714.64
2003-06-01,65511.0,670898.15,670898.15
2003-07-01,77050.0,789069.05,789069.05
2003-08-01,39182.0,401262.86,401262.86
2003-09-01,20256.0,207441.7,207441.7
2003-10-01,19572.0,200436.85,200436.85
2003-11-01,30033.0,307567.95,307567.95
2003-12-01,38647.0,395783.93,395783.93
2004-01-01,45227.0,453264.99,453264.99
2004-02-01,71806.0,719639.73,719639.73
2004-03-01,35234.0,353115.15,353115.15
2004-04-01,22449.0,224983.88,224983.88
2004-05-01,26107.0,261644.35,261644.35
2004-06-01,24960.0,250149.12,250149.12
2004-07-01,24871.0,249257.16,249257.16
2004-08-01,15767.0,158016.87,158016.87
2004-09-01,48437.0,485435.61,485435.61
2004-10-01,28774.0,288373.03,288373.03
2004-11-01,72524.0,726835.53,726835.53
2004-12-01,95409.0,956189.0,956189.0
2005-01-01,37890.0,378862.11,378862.11
2005-02-01,58923.0,589171.08,589171.08
2005-03-01,76070.0,760623.93,760623.93
2005-04-01,71409.0,714018.59,714018.59
2005-05-01,32926.0,329227.07,329227.07
2005-06-01,35415.0,354114.59,354114.59
2005-07-01,67797.0,677902.2,677902.2
2005-08-01,29717.0,297140.28,297140.28
2005-09-01,13362.0,133606.64,133606.64
2005-10-01,14483.0,144815.52,144815.52
2005-11-01,18524.0,185221.48,185221.48
2005-12-01,36919.0,369153.08,369153.08
2006-01-01,58706.0,582305.0,582305.0
2006-02-01,59847.0,593622.0,593622.0
2006-03-01,53771.0,533355.0,533355.0
2006-04-01,34495.0,342156.0,342156.0
2006-05-01,29578.0,293384.0,293384.0
2006-06-01,12458.0,123571.0,123571.0
2006-07-01,10434.0,103495.0,103495.0
2006-08-01,12464.0,123630.0,123630.0
2006-09-01,7784.0,77209.0,77209.0
2006-10-01,15439.0,153139.0,153139.0
2006-11-01,35307.0,350210.0,350210.0
2006-12-01,24322.0,241250.0,241250.0
2007-01-01,46765.0,462225.0,462225.0
2007-02-01,23927.0,236494.0,236494.0
2007-03-01,20148.0,199143.0,199143.0
2007-04-01,12930.0,127800.0,127800.0
2007-05-01,11896.0,117580.0,117580.0
2007-06-01,6242.0,61696.0,61696.0
2007-07-01,9260.0,91526.0,91526.0
2007-08-01,10941.0,108141.0,108141.0
2007-09-01,8663.0,85625.0,85625.0
2007-10-01,4823.0,47671.0,47671.0
2007-11-01,5275.0,52138.0,52138.0
2007-12-01,4650.0,45961.0,45961.0
2008-01-01,49222.0,485034.0,485034.0
2008-02-01,36681.0,361455.0,361455.0
2008-03-01,49222.0,485034.0,485034.0
2008-04-01,28057.0,276474.0,276474.0
2008-05-01,26390.0,260047.0,260047.0
2008-06-01,10974.0,108138.0,108138.0
2008-07-01,8582.0,84567.0,84567.0
2008-08-01,21660.0,213438.0,213438.0
2008-09-01,11654.0,114839.0,114839.0
2008-10-01,10168.0,100195.0,100195.0
2008-11-01,10016.0,98698.0,98698.0
2008-12-01,52837.0,520656.0,520656.0
2009-01-01,70644.0,689485.0,689485.0
2009-02-01,24528.0,239393.0,239393.0
2009-03-01,76677.0,748368.0,748368.0
2009-04-01,65436.0,638655.0,638655.0
2009-05-01,71081.0,693751.0,693751.0
2009-06-01,17494.0,170741.0,170741.0
2009-07-01,12323.0,120272.0,120272.0
2009-08-01,13178.0,128617.0,128617.0
2009-09-01,51836.0,505919.0,505919.0
2009-10-01,67040.0,654310.0,654310.0
2009-11-01,75941.0,741184.0,741184.0
2009-12-01,106714.0,1041529.0,1041529.0
2010-01-01,69365.0,676725.0,676725.0
2010-02-01,79856.0,779075.0,779075.0
2010-03-01,72556.0,707856.0,707856.0
2010-04-01,42303.0,412708.0,412708.0
2010-05-01,45622.0,445088.0,445088.0
2010-06-01,23235.0,226681.0,226681.0
2010-07-01,13394.0,130672.0,130672.0
2010-08-01,12935.0,126194.0,126194.0
2010-09-01,8973.0,87541.0,87541.0
2010-10-01,9282.0,90555.0,90555.0
2010-11-01,11465.0,111853.0,111853.0
2010-12-01,22118.0,215783.0,215783.0
2011-01-01,27614.0,268298.0,268298.0
2011-02-01,32473.0,315508.0,315508.0
2011-03-01,80397.0,781137.0,781137.0
2011-04-01,75700.0,735501.0,735501.0
2011-05-01,21687.0,210711.0,210711.0
2011-06-01,11465.0,111394.0,111394.0
2011-07-01,13256.0,128795.0,128795.0
2011-08-01,11929.0,115902.0,115902.0
2011-09-01,17693.0,171905.0,171905.0
2011-10-01,13049.0,126784.0,126784.0
2011-11-01,20921.0,203268.0,203268.0
2011-12-01,58318.0,566618.0,566618.0
2012-01-01,62618.0,595873.0,595873.0
2012-02-01,37304.0,354985.0,354985.0
2012-03-01,59819.0,569238.0,569238.0
2012-04-01,16907.0,160887.0,160887.0
2012-05-01,12813.0,121929.0,121929.0
2012-06-01,8568.0,81533.0,81533.0
2012-07-01,11165.0,106246.0,106246.0
2012-08-01,13669.0,130074.0,130074.0
2012-09-01,12509.0,119036.0,119036.0
2012-10-01,14533.0,138296.0,138296.0
2012-11-01,10989.0,104571.0,104571.0
2012-12-01,38211.0,363616.0,363616.0
2013-01-01,80761.0,770541.0,770541.0
2013-02-01,85775.0,818379.0,818379.0
2013-03-01,65887.0,628628.0,628628.0
2013-04-01,67958.0,648387.0,648387.0
2013-05-01,91301.0,871103.0,871103.0
2013-06-01,38332.0,365726.0,365726.0
2013-07-01,62004.0,591580.0,591580.0
2013-08-01,40373.0,385199.0,385199.0
2013-09-01,21613.0,206210.0,206210.0
2013-10-01,22550.0,215150.0,215150.0
2013-11-01,23587.0,225044.0,225044.0
2013-12-01,73044.0,696913.0,696913.0
2014-01-01,61012.0,580224.0,580224.0
2014-02-01,69397.0,659965.0,659965.0
2014-03-01,61008.0,580186.0,580186.0
2014-04-01,71718.0,682038.0,682038.0
2014-05-01,36622.0,348275.0,348275.0
2014-06-01,31987.0,304196.0,304196.0
2014-07-01,17202.0,163591.0,163591.0
2014-08-01,10839.0,103079.0,103079.0
2014-09-01,12732.0,121081.0,121081.0
2014-10-01,19829.0,188574.0,188574.0
2014-11-01,25756.0,244940.0,244940.0
2014-12-01,48242.0,458781.0,458781.0
2015-01-01,61837.0,576259.0,576259.0
2015-02-01,39634.0,369349.0,369349.0
2015-03-01,52074.0,485278.0,485278.0
2015-04-01,72859.0,678973.0,678973.0
2015-05-01,25529.0,237905.0,237905.0
2015-06-01,16771.0,156289.0,156289.0
2015-07-01,17371.0,161880.0,161880.0
2015-08-01,11949.0,111353.0,111353.0
2015-09-01,11750.0,109498.0,109498.0
2015-10-01,22744.0,211951.0,211951.0
2015-11-01,54262.0,505668.0,505668.0
2015-12-01,78259.0,729296.0,729296.0
2016-01-01,93886.0,866756.0,866756.0
2016-02-01,84115.0,776550.0,776550.0
2016-03-01,68090.0,628607.0,628607.0
2016-04-01,39904.0,368394.0,368394.0
2016-05-01,20790.0,191933.0,191933.0
2016-06-01,12566.0,116009.0,116009.0
2016-07-01,8662.0,79968.0,79968.0
