measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,-369.0,0.0,0.0
2024-02-01,-304.0,0.0,0.0
2024-03-01,-231.0,0.0,0.0
2024-04-01,-338.0,0.0,0.0
2024-05-01,-330.0,0.0,0.0
2024-06-01,-257.0,0.0,0.0
2024-07-01,-206.0,0.0,0.0
2024-08-01,-274.0,0.0,0.0
2024-09-01,-269.0,0.0,0.0
2024-10-01,-340.0,0.0,0.0
2024-11-01,-282.0,0.0,0.0
2024-12-01,-317.0,0.0,0.0
