measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2014-07-01,0.374,4.0,4.0
2014-08-01,0.456,4.0,4.0
2014-09-01,0.361,3.0,3.0
2014-10-01,0.342,3.0,3.0
2014-11-01,0.279,3.0,3.0
2014-12-01,0.188,2.0,2.0
2015-01-01,137.584,1282.0,1282.0
2015-02-01,196.227,1829.0,1829.0
2015-03-01,277.616,2587.0,2587.0
2015-04-01,273.428,2548.0,2548.0
2015-05-01,253.334,2361.0,2361.0
2015-06-01,293.086,2731.0,2731.0
2015-07-01,235.646,2196.0,2196.0
2015-08-01,272.453,2539.0,2539.0
2015-09-01,253.148,2359.0,2359.0
2015-10-01,201.203,1875.0,1875.0
2015-11-01,200.54,1869.0,1869.0
2015-12-01,265.735,2476.0,2476.0
2016-01-01,105.169,971.0,971.0
2016-02-01,152.761,1410.0,1410.0
2016-03-01,187.206,1728.0,1728.0
2016-04-01,185.845,1716.0,1716.0
2016-05-01,219.594,2027.0,2027.0
2016-06-01,230.984,2132.0,2132.0
2016-07-01,241.123,2226.0,2226.0
2016-08-01,191.817,1771.0,1771.0
2016-09-01,417.074,3850.0,3850.0
2016-10-01,402.877,3719.0,3719.0
2016-11-01,296.773,2740.0,2740.0
2016-12-01,265.777,2454.0,2454.0
2017-01-01,142.909,1317.0,1317.0
2017-02-01,161.167,1485.0,1485.0
2017-03-01,276.103,2544.0,2544.0
2017-04-01,304.77,2808.0,2808.0
2017-05-01,327.555,3018.0,3018.0
2017-06-01,357.017,3289.0,3289.0
2017-07-01,260.143,2397.0,2397.0
2017-08-01,285.936,2634.0,2634.0
2017-09-01,273.696,2522.0,2522.0
2017-10-01,260.355,2399.0,2399.0
2017-11-01,164.288,1514.0,1514.0
2017-12-01,153.061,1410.0,1410.0
2018-01-01,155.627,1417.0,1417.0
2018-02-01,183.021,1666.0,1666.0
2018-03-01,236.666,2155.0,2155.0
2018-04-01,286.815,2611.0,2611.0
2018-05-01,330.521,3009.0,3009.0
2018-06-01,355.197,3234.0,3234.0
2018-07-01,309.598,2819.0,2819.0
2018-08-01,309.105,2814.0,2814.0
2018-09-01,297.088,2705.0,2705.0
2018-10-01,221.533,2017.0,2017.0
2018-11-01,182.611,1662.0,1662.0
2018-12-01,132.218,1204.0,1204.0
2019-01-01,156.026,1389.0,1389.0
2019-02-01,164.404,1464.0,1464.0
2019-03-01,244.916,2181.0,2181.0
2019-04-01,288.321,2567.0,2567.0
2019-05-01,306.954,2733.0,2733.0
2019-06-01,345.266,3075.0,3075.0
2019-07-01,326.808,2910.0,2910.0
2019-08-01,332.685,2963.0,2963.0
2019-09-01,274.62,2445.0,2445.0
2019-10-01,269.939,2404.0,2404.0
2019-11-01,167.772,1494.0,1494.0
2019-12-01,122.289,1089.0,1089.0
2020-01-01,164.378,1441.0,1441.0
2020-02-01,173.155,1518.0,1518.0
2020-03-01,265.263,2326.0,2326.0
2020-04-01,296.458,2599.0,2599.0
2020-05-01,344.249,3018.0,3018.0
2020-06-01,333.745,2926.0,2926.0
2020-07-01,345.898,3032.0,3032.0
2020-08-01,281.914,2472.0,2472.0
2020-09-01,274.747,2409.0,2409.0
2020-10-01,207.015,1815.0,1815.0
2020-11-01,178.39,1564.0,1564.0
2020-12-01,134.788,1182.0,1182.0
2021-01-01,160.548,1420.0,1420.0
2021-02-01,177.169,1567.0,1567.0
2021-03-01,226.459,2003.0,2003.0
2021-04-01,274.969,2432.0,2432.0
2021-05-01,270.916,2396.0,2396.0
2021-06-01,336.828,2979.0,2979.0
2021-07-01,362.705,3208.0,3208.0
2021-08-01,344.306,3045.0,3045.0
2021-09-01,294.616,2606.0,2606.0
2021-10-01,228.267,2019.0,2019.0
2021-11-01,170.472,1508.0,1508.0
2021-12-01,152.745,1351.0,1351.0
2022-01-01,165.506,565.0,565.0
2022-02-01,207.75,709.0,709.0
2022-03-01,251.537,858.0,858.0
2022-04-01,304.557,1039.0,1039.0
2022-05-01,312.375,1066.0,1066.0
2022-06-01,277.283,946.0,946.0
2022-07-01,321.189,1096.0,1096.0
2022-08-01,323.693,1104.0,1104.0
2022-09-01,282.024,962.0,962.0
2022-10-01,232.743,794.0,794.0
2022-11-01,170.609,582.0,582.0
2022-12-01,150.734,514.0,514.0
2023-01-01,100.0,341.0,341.0
2023-02-01,100.0,341.0,341.0
2023-03-01,200.0,682.0,682.0
2023-04-01,300.0,1024.0,1024.0
2023-05-01,400.0,1365.0,1365.0
2023-06-01,600.0,2047.0,2047.0
2023-07-01,500.0,1706.0,1706.0
2023-08-01,400.0,1365.0,1365.0
2023-09-01,200.0,682.0,682.0
2023-10-01,100.0,341.0,341.0
2023-11-01,100.0,341.0,341.0
2023-12-01,100.0,341.0,341.0
2024-01-01,48.0,164.0,164.0
2024-02-01,97.0,331.0,331.0
2024-03-01,194.0,662.0,662.0
2024-04-01,387.0,1320.0,1320.0
2024-05-01,387.0,1320.0,1320.0
2024-06-01,387.0,1320.0,1320.0
2024-07-01,387.0,1320.0,1320.0
2024-08-01,387.0,1320.0,1320.0
2024-09-01,387.0,1320.0,1320.0
2024-10-01,194.0,662.0,662.0
2024-11-01,97.0,331.0,331.0
2024-12-01,48.0,164.0,164.0
