measured_on,"Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2012-12-01,18115.0,172382.0,172382.0
2013-01-01,16048.0,153114.0,153114.0
2013-02-01,20922.0,199617.0,199617.0
2013-03-01,31722.0,302660.0,302660.0
2013-04-01,49553.0,472785.0,472785.0
2013-05-01,52759.0,503374.0,503374.0
2013-06-01,49858.0,475695.0,475695.0
2013-07-01,38205.0,364514.0,364514.0
2013-08-01,31081.0,296544.0,296544.0
2013-09-01,32466.0,309758.0,309758.0
2013-10-01,16769.0,159993.0,159993.0
2013-11-01,15214.0,145157.0,145157.0
2013-12-01,9056.0,86403.0,86403.0
2014-01-01,15739.0,149678.0,149678.0
2014-02-01,27645.0,262904.0,262904.0
2014-03-01,30219.0,287383.0,287383.0
2014-04-01,41829.0,397794.0,397794.0
2014-05-01,54178.0,515233.0,515233.0
2014-06-01,53487.0,508661.0,508661.0
2014-07-01,33080.0,314591.0,314591.0
2014-08-01,29290.0,278548.0,278548.0
2014-09-01,20993.0,199643.0,199643.0
2014-10-01,23073.0,219424.0,219424.0
2014-11-01,22596.0,214888.0,214888.0
2014-12-01,13378.0,127225.0,127225.0
2015-01-01,3262.0,30399.0,30399.0
2015-02-01,13832.0,128900.0,128900.0
2015-03-01,25923.0,241576.0,241576.0
2015-04-01,30851.0,287500.0,287500.0
2015-05-01,42196.0,393225.0,393225.0
2015-06-01,40308.0,375630.0,375630.0
2015-07-01,25923.0,241576.0,241576.0
2015-08-01,35862.0,334198.0,334198.0
2015-09-01,15142.0,141108.0,141108.0
2015-10-01,14453.0,134688.0,134688.0
2015-11-01,14452.0,134678.0,134678.0
2015-12-01,26313.0,245211.0,245211.0
2016-01-01,17193.0,158726.0,158726.0
2016-02-01,14621.0,134981.0,134981.0
2016-03-01,37917.0,350050.0,350050.0
2016-04-01,35479.0,327542.0,327542.0
2016-05-01,43795.0,404315.0,404315.0
2016-06-01,44336.0,409310.0,409310.0
2016-07-01,41224.0,380580.0,380580.0
2016-08-01,35565.0,328336.0,328336.0
2016-09-01,19500.0,180024.0,180024.0
2016-10-01,23690.0,218706.0,218706.0
2016-11-01,14317.0,132175.0,132175.0
2016-12-01,19062.0,175980.0,175980.0
2017-01-01,20344.162,187431.0,187431.0
2017-02-01,18731.392,172572.0,172572.0
2017-03-01,23797.342,219245.0,219245.0
2017-04-01,30227.382,278485.0,278485.0
2017-05-01,41039.281,378095.0,378095.0
2017-06-01,40896.385,376778.0,376778.0
2017-07-01,35381.583,325971.0,325971.0
2017-08-01,40960.089,377365.0,377365.0
2017-09-01,30356.836,279678.0,279678.0
2017-10-01,20900.551,192557.0,192557.0
2017-11-01,11162.565,102841.0,102841.0
2017-12-01,5780.432,53255.0,53255.0
2018-01-01,10276.784,93560.0,93560.0
2018-02-01,21481.989,195572.0,195572.0
2018-03-01,25701.57,233987.0,233987.0
2018-04-01,29906.23,272266.0,272266.0
2018-05-01,46724.664,425381.0,425381.0
2018-06-01,43202.112,393312.0,393312.0
2018-07-01,37922.065,345242.0,345242.0
2018-08-01,39841.246,362715.0,362715.0
2018-09-01,30487.564,277559.0,277559.0
2018-10-01,24918.281,226856.0,226856.0
2018-11-01,15467.71,140818.0,140818.0
2018-12-01,13439.785,122356.0,122356.0
2019-01-01,10776.178,95962.0,95962.0
2019-02-01,21124.919,188117.0,188117.0
2019-03-01,21982.044,195750.0,195750.0
2019-04-01,29568.835,263310.0,263310.0
2019-05-01,36844.366,328099.0,328099.0
2019-06-01,31336.484,279051.0,279051.0
2019-07-01,33538.806,298663.0,298663.0
2019-08-01,29440.795,262170.0,262170.0
2019-09-01,24247.852,215927.0,215927.0
2019-10-01,17573.602,156493.0,156493.0
2019-11-01,9365.357,83399.0,83399.0
2019-12-01,9535.762,84916.0,84916.0
2020-01-01,15458.456,135524.0,135524.0
2020-02-01,15845.971,138922.0,138922.0
2020-03-01,22970.923,201386.0,201386.0
2020-04-01,30969.857,271513.0,271513.0
2020-05-01,31601.183,277048.0,277048.0
2020-06-01,35045.745,307246.0,307246.0
2020-07-01,34409.166,301665.0,301665.0
2020-08-01,29315.908,257013.0,257013.0
2020-09-01,16229.389,142283.0,142283.0
2020-10-01,17682.385,155021.0,155021.0
2020-11-01,13531.704,118632.0,118632.0
2020-12-01,13288.313,116499.0,116499.0
2021-01-01,16281.609,143995.0,143995.0
2021-02-01,23814.158,210612.0,210612.0
2021-03-01,27845.896,246269.0,246269.0
2021-04-01,37275.833,329667.0,329667.0
2021-05-01,41178.92,364186.0,364186.0
2021-06-01,36288.13,320932.0,320932.0
2021-07-01,29482.108,260740.0,260740.0
2021-08-01,31047.216,274582.0,274582.0
2021-09-01,24444.545,216188.0,216188.0
2021-10-01,18672.292,165138.0,165138.0
2021-11-01,11117.055,98319.0,98319.0
2021-12-01,15183.238,134281.0,134281.0
2022-01-01,11941.414,40744.0,40744.0
2022-02-01,15828.966,54008.0,54008.0
2022-03-01,27359.742,93351.0,93351.0
2022-04-01,35248.994,120270.0,120270.0
2022-05-01,40711.469,138908.0,138908.0
2022-06-01,33805.009,115343.0,115343.0
2022-07-01,34724.301,118479.0,118479.0
2022-08-01,26964.769,92004.0,92004.0
2022-09-01,20113.742,68628.0,68628.0
2022-10-01,16019.277,54658.0,54658.0
2022-11-01,16550.724,56471.0,56471.0
2022-12-01,16026.593,54683.0,54683.0
2023-01-01,12884.0,43960.0,43960.0
2023-02-01,12842.0,43817.0,43817.0
2023-03-01,24602.0,83942.0,83942.0
2023-04-01,33317.0,113678.0,113678.0
2023-05-01,34655.0,118243.0,118243.0
2023-06-01,33769.0,115220.0,115220.0
2023-07-01,36370.0,124094.0,124094.0
2023-08-01,16471.0,56199.0,56199.0
2023-09-01,11926.0,40692.0,40692.0
2023-10-01,11926.0,40692.0,40692.0
2023-11-01,10834.0,36966.0,36966.0
2023-12-01,8723.0,29763.0,29763.0
2024-01-01,21896.0,74709.0,74709.0
2024-02-01,10785.0,36798.0,36798.0
2024-03-01,29694.0,101316.0,101316.0
2024-04-01,32773.0,111821.0,111821.0
2024-05-01,45774.0,156181.0,156181.0
2024-06-01,43301.0,147743.0,147743.0
2024-07-01,27888.0,95154.0,95154.0
2024-08-01,27699.0,94509.0,94509.0
2024-09-01,17565.0,59932.0,59932.0
2024-10-01,17862.0,60945.0,60945.0
2024-11-01,18034.0,61532.0,61532.0
2024-12-01,13328.0,45475.0,45475.0
