measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,310.69,3576.0,3576.0
2003-02-01,275.237,3168.0,3168.0
2003-03-01,284.279,3272.0,3272.0
2003-04-01,249.62900000000002,2873.0,2873.0
2003-05-01,244.98600000000002,2820.0,2820.0
2003-06-01,233.11700000000002,2683.0,2683.0
2003-07-01,249.49300000000002,2872.0,2872.0
2003-08-01,238.865,2749.0,2749.0
2003-09-01,255.501,2941.0,2941.0
2003-10-01,275.425,3170.0,3170.0
2003-11-01,289.002,3326.0,3326.0
2003-12-01,322.774,3715.0,3715.0
2004-01-01,176.864,2980.0,2980.0
2004-02-01,228.77800000000002,3855.0,3855.0
2004-03-01,205.32,3460.0,3460.0
2004-04-01,139.21800000000002,2346.0,2346.0
2004-05-01,150.976,2544.0,2544.0
2004-06-01,145.02200000000002,2444.0,2444.0
2004-07-01,230.955,3892.0,3892.0
2004-08-01,244.49800000000002,4120.0,4120.0
2004-09-01,199.113,3355.0,3355.0
2004-10-01,145.631,2454.0,2454.0
2004-11-01,84.643,1426.0,1426.0
2004-12-01,81.983,1381.0,1381.0
2005-01-01,1719.578,16730.84,16730.84
2005-02-01,590.792,5748.18,5748.18
2005-03-01,654.8190000000001,6371.14,6371.14
2005-04-01,793.172,7717.27,7717.27
2005-05-01,736.655,7167.38,7167.38
2005-06-01,956.1070000000001,9302.56,9302.56
2005-07-01,973.1990000000001,9468.86,9468.86
2005-08-01,1143.2740000000001,11123.61,11123.61
2005-09-01,748.398,7281.63,7281.63
2005-10-01,831.1070000000001,8086.36,8086.36
2005-11-01,668.138,6500.72,6500.72
2005-12-01,1412.76,13745.62,13745.62
2006-01-01,3688.378,35453.0,35453.0
2006-02-01,1930.0120000000002,18551.0,18551.0
2006-03-01,1621.229,15583.0,15583.0
2006-04-01,3105.5330000000004,29850.0,29850.0
2006-05-01,2902.8920000000003,27903.0,27903.0
2006-06-01,2638.5280000000002,25362.0,25362.0
2006-07-01,3821.971,36737.0,36737.0
2006-08-01,3707.29,35634.0,35634.0
2006-09-01,1703.189,16371.0,16371.0
2006-10-01,1799.1180000000002,17293.0,17293.0
2006-11-01,2118.516,20363.0,20363.0
2006-12-01,2347.345,22563.0,22563.0
2007-01-01,2041.478,20305.0,20305.0
2007-02-01,1580.981,15727.0,15727.0
2007-03-01,3126.386,31102.0,31102.0
2007-04-01,1901.654,18918.0,18918.0
2007-05-01,1754.465,17454.0,17454.0
2007-06-01,1715.217,17061.0,17061.0
2007-07-01,2532.712,25194.0,25194.0
2007-08-01,3197.003,31804.0,31804.0
2007-09-01,2655.725,26418.0,26418.0
2007-10-01,3207.2250000000004,31904.0,31904.0
2007-11-01,2352.853,23402.0,23402.0
2007-12-01,3373.3010000000004,33555.0,33555.0
2008-01-01,2004.6680000000001,19525.0,19525.0
2008-02-01,1834.913,17872.0,17872.0
2008-03-01,1227.8110000000001,11959.0,11959.0
2008-04-01,1239.0030000000002,12069.0,12069.0
2008-05-01,1296.082,12624.0,12624.0
2008-06-01,868.231,8456.0,8456.0
2008-07-01,902.1560000000001,8786.0,8786.0
2008-08-01,892.7990000000001,8699.0,8699.0
2008-09-01,931.548,9075.0,9075.0
2008-10-01,1060.501,10329.0,10329.0
2008-11-01,1293.347,12600.0,12600.0
2008-12-01,2194.9410000000003,21380.0,21380.0
2009-01-01,2257.964,21808.0,21808.0
2009-02-01,1657.1860000000001,15999.0,15999.0
2009-03-01,1721.26,16616.0,16616.0
2009-04-01,1768.558,17076.0,17076.0
2009-05-01,1060.291,10237.0,10237.0
2009-06-01,1041.21,10051.0,10051.0
2009-07-01,1173.866,11332.0,11332.0
2009-08-01,1167.7820000000002,11273.0,11273.0
2009-09-01,777.8960000000001,7508.0,7508.0
2009-10-01,770.759,7444.0,7444.0
2009-11-01,1465.093,14143.0,14143.0
2009-12-01,1486.135,14346.0,14346.0
2010-01-01,1281.876,12898.0,12898.0
2010-02-01,1018.475,10243.0,10243.0
2010-03-01,901.4680000000001,9069.0,9069.0
2010-04-01,798.106,8029.0,8029.0
2010-05-01,663.664,6676.0,6676.0
2010-06-01,520.962,5241.0,5241.0
2010-07-01,597.707,6013.0,6013.0
2010-08-01,609.3820000000001,6130.0,6130.0
2010-09-01,557.976,5612.0,5612.0
2010-10-01,668.847,6728.0,6728.0
2010-11-01,761.813,7663.0,7663.0
2010-12-01,1385.7240000000002,13938.0,13938.0
2011-01-01,2184.597,21472.0,21472.0
2011-02-01,1950.935,19181.0,19181.0
2011-03-01,1708.022,16791.0,16791.0
2011-04-01,1106.646,10881.0,10881.0
2011-05-01,1159.861,11403.0,11403.0
2011-06-01,1077.602,10591.0,10591.0
