measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2009-04-01,,,,72.50200000000001,702.0,702.0,94882.498,918435.0,918435.0
2009-05-01,,,,109.084,957.0,957.0,84784.916,743825.0,743825.0
2009-06-01,,,,45.103,458.0,458.0,90624.897,920664.0,920664.0
2009-07-01,,,,135.144,1276.0,1276.0,74807.856,706320.0,706320.0
2009-08-01,,,,90.785,876.0,876.0,90997.215,877852.0,877852.0
2009-09-01,,,,48.178000000000004,447.0,447.0,97093.822,900048.0,900048.0
2009-10-01,,,,170.222,1282.0,1282.0,85183.778,641447.0,641447.0
2009-11-01,,,,559.48,5446.0,5446.0,90064.52,876724.0,876724.0
2009-12-01,,,,197.74300000000002,1763.0,1763.0,94631.257,843791.0,843791.0
2010-01-01,,,,659.6030000000001,7540.0,7540.0,61694.397,705236.0,705236.0
2010-02-01,,,,242.204,2668.0,2668.0,87544.796,964351.0,964351.0
2010-03-01,,,,84.34,911.0,911.0,90973.66,982227.0,982227.0
2010-04-01,,,,250.847,2442.0,2442.0,55597.153,541195.0,541195.0
2010-05-01,,,,95.336,963.0,963.0,73800.664,745312.0,745312.0
2010-06-01,,,,30.391000000000002,319.0,319.0,92759.609,973660.0,973660.0
2010-07-01,,,,54.346000000000004,574.0,574.0,97211.654,1027102.0,1027102.0
2010-08-01,,,,112.02900000000001,1172.0,1172.0,61908.971,647443.0,647443.0
2010-09-01,,,,86.914,882.0,882.0,67870.086,688434.0,688434.0
2010-10-01,,,,0.0,1380.0,1380.0,0.0,0.0,0.0
2010-11-01,,,,0.0,1688.0,1688.0,0.0,0.0,0.0
2010-12-01,,,,0.0,1688.0,1688.0,0.0,0.0,0.0
2011-01-01,,,,89.363,10863.0,10863.0,8.637,1050.0,1050.0
2011-02-01,,,,165.484,1763.0,1763.0,57060.516,607968.0,607968.0
2011-03-01,,,,229.808,2523.0,2523.0,63466.192,696778.0,696778.0
2011-04-01,,,,53.414,557.0,557.0,81453.586,849096.0,849096.0
2011-05-01,,,,126.736,1340.0,1340.0,85989.264,909046.0,909046.0
2011-06-01,,,,236.94,2587.0,2587.0,69934.06,763507.0,763507.0
2011-07-01,,,,55.196,592.0,592.0,92073.804,986863.0,986863.0
2011-08-01,,,,338.782,3724.0,3724.0,78426.218,861992.0,861992.0
2011-09-01,,,,48.999,516.0,516.0,80866.001,851908.0,851908.0
2011-10-01,,,,96.218,1003.0,1003.0,57236.782,596887.0,596887.0
2011-11-01,,,,51.362,522.0,522.0,78518.638,798005.0,798005.0
2011-12-01,,,,70.158,731.0,731.0,80260.842,836042.0,836042.0
2012-01-01,,,,56.117,592.0,592.0,73625.883,776178.0,776178.0
2012-02-01,,,,42.697,447.0,447.0,66347.303,693982.0,693982.0
2012-03-01,,,,24.97,261.0,261.0,72023.03,752815.0,752815.0
2012-04-01,,,,65.979,702.0,702.0,61751.021,656832.0,656832.0
2012-05-01,,,,182.617,1450.0,1450.0,20283.383,161052.0,161052.0
2012-06-01,,,,36.524,307.0,307.0,84849.476,714118.0,714118.0
2012-07-01,,,,28.717,296.0,296.0,70386.283,725027.0,725027.0
2012-08-01,,,,154.557,1688.0,1688.0,62947.443,687403.0,687403.0
2012-09-01,,,,37.166,412.0,412.0,74840.834,829242.0,829242.0
2012-10-01,,,,58.777,638.0,638.0,26741.223,290266.0,290266.0
2012-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,,,,241.797,2685.0,2685.0,71580.203,794971.0,794971.0
2013-01-01,,,,220.671,2488.0,2488.0,64406.329,726222.0,726222.0
2013-02-01,,,,169.417,1879.0,1879.0,51899.583,575678.0,575678.0
2013-03-01,,,,36.694,400.0,400.0,91672.306,999810.0,999810.0
2013-04-01,,,,120.334,1322.0,1322.0,79156.666,869886.0,869886.0
2013-05-01,,,,46.79,505.0,505.0,94483.21,1018944.0,1018944.0
2013-06-01,,,,42.944,464.0,464.0,86440.056,933958.0,933958.0
2013-07-01,,,,56.151,597.0,597.0,88841.849,945198.0,945198.0
2013-08-01,,,,31.485,336.0,336.0,87875.515,938897.0,938897.0
2013-09-01,,,,30.872,331.0,331.0,84807.128,908187.0,908187.0
2013-10-01,,,,32.606,348.0,348.0,91123.394,972539.0,972539.0
2013-11-01,,,,73.358,795.0,795.0,79649.642,862751.0,862751.0
2013-12-01,,,,108.021,1172.0,1172.0,76044.979,824785.0,824785.0
2014-01-01,,,,364.731,4170.0,4170.0,78174.269,893815.0,893815.0
2014-02-01,,,,77.205,870.0,870.0,90760.795,1022754.0,1022754.0
2014-03-01,,,,167.109,1786.0,1786.0,104476.89,1116861.0,1116861.0
2014-04-01,,,,76.992,812.0,812.0,72928.008,769138.0,769138.0
2014-05-01,,,,33.798,360.0,360.0,98489.202,1047886.0,1047886.0
2014-06-01,,,,100.238,1073.0,1073.0,81757.762,875177.0,875177.0
2014-07-01,,,,25.082,267.0,267.0,95230.918,1012971.0,1012971.0
2014-08-01,,,,25.396,267.0,267.0,92332.604,970013.0,970013.0
2014-09-01,,,,35.765,389.0,389.0,89538.235,972859.0,972859.0
2014-10-01,,,,10.997,122.0,122.0,9299.003,102996.0,102996.0
2014-11-01,,,,40.029,412.0,412.0,25027.971,257477.0,257477.0
2014-12-01,,,,95.056,980.0,980.0,96460.944,994685.0,994685.0
2015-01-01,,,,28.241,313.0,313.0,95583.759,1060056.0,1060056.0
2015-02-01,,,,87.645,945.0,945.0,40593.355,437870.0,437870.0
2015-03-01,,,,39.777,429.0,429.0,91047.223,982404.0,982404.0
2015-04-01,,,,199.562,2146.0,2146.0,58048.438,624227.0,624227.0
2015-05-01,,,,86.34,922.0,922.0,76751.66,819784.0,819784.0
2015-06-01,,,,30.553,331.0,331.0,83810.447,906886.0,906886.0
2015-07-01,,,,101.704,1102.0,1102.0,75681.296,820035.0,820035.0
2015-08-01,,,,32.234,360.0,360.0,87337.766,974336.0,974336.0
2015-09-01,,,,97.245,1079.0,1079.0,60628.755,672593.0,672593.0
2015-10-01,,,,21.71,238.0,238.0,46288.29,507018.0,507018.0
2015-11-01,,,,244.283,2604.0,2604.0,72512.717,773029.0,773029.0
2015-12-01,,,,26.932,296.0,296.0,80482.068,883956.0,883956.0
2016-01-01,,,,39.385,464.0,464.0,78614.615,926164.0,926164.0
2016-02-01,,,,26.503,302.0,302.0,70171.497,798552.0,798552.0
2016-03-01,,,,38.898,441.0,441.0,53832.102,610042.0,610042.0
2016-04-01,,,,111.839,1264.0,1264.0,79907.161,903395.0,903395.0
2016-05-01,,,,22.268,244.0,244.0,80241.732,877788.0,877788.0
2016-06-01,,,,26.262,284.0,284.0,85425.738,924463.0,924463.0
2016-07-01,,,,25.168,278.0,278.0,91330.832,1010288.0,1010288.0
2016-08-01,,,,27.753,307.0,307.0,98466.247,1090638.0,1090638.0
2016-09-01,,,,142.36,1578.0,1578.0,63145.64,699765.0,699765.0
2016-10-01,,,,20.568,226.0,226.0,63103.432,693990.0,693990.0
2016-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,,,,648.791,7192.0,7192.0,27764.209,307773.0,307773.0
2017-01-01,,,,33.807,383.0,383.0,94802.193,1073466.0,1073466.0
2017-02-01,,,,41.226,458.0,458.0,78314.774,870426.0,870426.0
2017-03-01,,,,34.414,394.0,394.0,92386.586,1058796.0,1058796.0
2017-04-01,,,,110.545,1259.0,1259.0,55972.455,637272.0,637272.0
2017-05-01,,,,39.225,429.0,429.0,94957.775,1039032.0,1039032.0
2017-06-01,,,,52.55,574.0,574.0,88908.45,971478.0,971478.0
2017-07-01,,,,51.402,563.0,563.0,92572.598,1013220.0,1013220.0
2017-08-01,,,,129.978,1502.0,1502.0,76952.022,889362.0,889362.0
2017-09-01,,,,34.795,354.0,354.0,86697.205,881550.0,881550.0
2017-10-01,,,,24.453,267.0,267.0,61735.547,673578.0,673578.0
2017-11-01,,,,117.572,1328.0,1328.0,86213.428,973944.0,973944.0
2017-12-01,,,,111.694,1235.0,1235.0,74154.306,820188.0,820188.0
2018-01-01,,,,56.004,626.0,626.0,95147.996,1064214.0,1064214.0
2018-02-01,,,,33.678,383.0,383.0,75208.322,854856.0,854856.0
2018-03-01,,,,167.1,1856.0,1856.0,53624.9,595620.0,595620.0
2018-04-01,,,,22.995,255.0,255.0,93705.005,1039950.0,1039950.0
2018-05-01,,,,106.251,1154.0,1154.0,67037.749,728226.0,728226.0
2018-06-01,,,,31.914,383.0,383.0,82721.086,992232.0,992232.0
2018-07-01,,,,26.051,290.0,290.0,89282.949,993906.0,993906.0
2018-08-01,,,,46.391,516.0,516.0,92008.609,1023786.0,1023786.0
2018-09-01,,,,25.221,284.0,284.0,79236.779,892872.0,892872.0
2018-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,,,,6.282,75.0,75.0,17994.718,215979.0,215979.0
2019-03-01,,,,84.461,1102.0,1102.0,25795.539,336564.0,336564.0
2019-04-01,,,,171.452,2036.0,2036.0,32551.548,386514.0,386514.0
2019-05-01,,,,147.764,1670.0,1670.0,72608.236,820799.0,820799.0
2019-06-01,,,,83.722,963.0,963.0,74484.278,856566.0,856566.0
2019-07-01,,,,152.584,1723.0,1723.0,74761.416,844020.0,844020.0
2019-08-01,,,,18.541,203.0,203.0,76768.459,840534.0,840534.0
2019-09-01,,,,45.813,510.0,510.0,77943.187,868356.0,868356.0
2019-10-01,,,,49.435,557.0,557.0,78455.565,883660.0,883660.0
2019-11-01,,,,31.692,360.0,360.0,82579.308,936993.0,936993.0
2019-12-01,,,,23.39,267.0,267.0,76730.61,875238.0,875238.0
2020-01-01,,,,37.596,418.0,418.0,74439.404,826830.0,826830.0
2020-02-01,,,,150.411,1763.0,1763.0,56910.589,667139.0,667139.0
2020-03-01,,,,3.596,41.0,41.0,68759.404,776237.0,776237.0
2020-04-01,,,,4.644,52.0,52.0,13922.356,156492.0,156492.0
2020-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,,,,121.968,1369.0,1369.0,38351.032,430398.0,430398.0
2020-07-01,,,,40.483,458.0,458.0,82526.517,934056.0,934056.0
2020-08-01,,,,46.172,516.0,516.0,79487.828,888665.0,888665.0
2020-09-01,,,,35.99,423.0,423.0,54618.01,642546.0,642546.0
2020-10-01,,,,163.776,1937.0,1937.0,26644.224,315157.0,315157.0
2020-11-01,,,,26.168,789.0,789.0,1033.832,31164.0,31164.0
2020-12-01,,,,1.509,17.0,17.0,68875.491,794420.0,794420.0
2021-01-01,,,,26.922,313.0,313.0,72804.078,846972.0,846972.0
2021-02-01,,,,24.392,278.0,278.0,81281.608,927721.0,927721.0
2021-03-01,,,,39.401,452.0,452.0,40394.599,463806.0,463806.0
2021-04-01,,,,60.141,731.0,731.0,34880.859,423854.0,423854.0
2021-05-01,,,,31.803,354.0,354.0,82745.197,920527.0,920527.0
2021-06-01,,,,31.634,354.0,354.0,85434.366,955520.0,955520.0
2021-07-01,,,,44.927,505.0,505.0,93599.073,1051272.0,1051272.0
2021-08-01,,,,38.646,435.0,435.0,98219.354,1105566.0,1105566.0
2021-09-01,,,,12.004,133.0,133.0,79829.996,887160.0,887160.0
2021-10-01,,,,100.328,1143.0,1143.0,29449.672,335393.0,335393.0
2021-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,,,,838.0,10498.0,10498.0,0.0,0.0,0.0
2022-02-01,,,,94.005,1067.0,1067.0,78454.995,890665.0,890665.0
2022-03-01,,,,26.469,302.0,302.0,108359.53,1234710.0,1234710.0
2022-04-01,,,,11.776,133.0,133.0,107262.22,1215089.0,1215089.0
2022-05-01,,,,9.874,110.0,110.0,111159.13,1240577.0,1240577.0
2022-06-01,,,,157.44,1810.0,1810.0,48976.56,562932.0,562932.0
2022-07-01,,,,28.772,325.0,325.0,68157.228,769414.0,769414.0
2022-08-01,,,,27.72,319.0,319.0,68092.28,783601.0,783601.0
2022-09-01,,,,15.643,180.0,180.0,66082.357,759548.0,759548.0
2022-10-01,,,,44.137,516.0,516.0,68300.863,798804.0,798804.0
2022-11-01,,,,33.174,394.0,394.0,57797.826,687150.0,687150.0
2022-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0
