measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2001-01-01,86051.0,879036.0,879036.0,461.0,2713.0,2713.0,,,
2001-02-01,82309.0,837296.0,837296.0,306.0,3165.0,3165.0,,,
2001-03-01,88302.0,877929.0,877929.0,119.0,1194.0,1194.0,,,
2001-04-01,85210.0,857008.0,857008.0,0.0,0.0,0.0,,,
2001-05-01,61644.0,622427.0,622427.0,0.0,0.0,0.0,,,
2001-06-01,85140.0,877727.0,877727.0,0.0,0.0,0.0,,,
2001-07-01,82415.0,870200.0,870200.0,0.0,0.0,0.0,,,
2001-08-01,91973.0,946430.0,946430.0,0.0,0.0,0.0,,,
2001-09-01,36762.0,367933.0,367933.0,0.0,0.0,0.0,,,
2001-10-01,40438.0,447083.0,447083.0,0.0,0.0,0.0,,,
2001-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2001-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2002-02-01,27068.0,243300.0,243300.0,0.0,0.0,0.0,,,
2002-03-01,77544.0,784550.0,784550.0,0.0,0.0,0.0,,,
2002-04-01,77095.0,909725.0,909725.0,0.0,0.0,0.0,,,
2002-05-01,85002.0,881900.0,881900.0,0.0,0.0,0.0,,,
2002-06-01,75872.0,803250.0,803250.0,0.0,0.0,0.0,,,
2002-07-01,92663.0,951375.0,951375.0,0.0,0.0,0.0,,,
2002-08-01,86180.0,886050.0,886050.0,0.0,0.0,0.0,,,
2002-09-01,82904.0,828216.0,828216.0,0.0,0.0,0.0,,,
2002-10-01,66728.0,682320.0,682320.0,0.0,0.0,0.0,,,
2002-11-01,58408.0,618858.0,618858.0,0.0,0.0,0.0,,,
2002-12-01,79594.0,865720.0,865720.0,0.0,0.0,0.0,,,
2003-01-01,70578.0,718224.0,718224.0,0.0,0.0,0.0,,,
2003-02-01,69383.0,695472.0,695472.0,0.0,0.0,0.0,,,
2003-03-01,86345.0,868296.0,868296.0,0.0,0.0,0.0,,,
2003-04-01,68968.0,717912.0,717912.0,0.0,0.0,0.0,,,
2003-05-01,71592.0,753960.0,753960.0,0.0,0.0,0.0,,,
2003-06-01,85011.0,866424.0,866424.0,36.0,377.0,377.0,,,
2003-07-01,87709.0,903336.0,903336.0,86.0,916.0,916.0,,,
2003-08-01,87930.0,914592.0,914592.0,81.0,864.0,864.0,,,
2003-09-01,73690.0,748608.0,748608.0,77.0,800.0,800.0,,,
2003-10-01,70927.0,714336.0,714336.0,91.0,945.0,945.0,,,
2003-11-01,61112.0,614496.0,614496.0,178.0,1839.0,1839.0,,,
2003-12-01,79482.0,798312.0,798312.0,40.0,412.0,412.0,,,
2004-01-01,,,,164.616,2433.0,2433.0,55491.546,583956.0,583956.0
2004-02-01,,,,114.70200000000001,1695.0,1695.0,51866.338,545807.0,545807.0
2004-03-01,,,,60.045,887.0,887.0,63411.136,667296.0,667296.0
2004-04-01,,,,128.21800000000002,1895.0,1895.0,56006.516,589375.0,589375.0
2004-05-01,,,,152.19400000000002,2249.0,2249.0,52396.677,551388.0,551388.0
2004-06-01,,,,156.203,2308.0,2308.0,55135.072,580205.0,580205.0
2004-07-01,,,,104.137,1539.0,1539.0,62597.517,658734.0,658734.0
2004-08-01,,,,145.149,2145.0,2145.0,62000.047,652447.0,652447.0
2004-09-01,,,,66.04,976.0,976.0,63072.053,663728.0,663728.0
2004-10-01,,,,114.033,1685.0,1685.0,62628.74,659063.0,659063.0
2004-11-01,,,,107.92,1595.0,1595.0,65338.309,687577.0,687577.0
2004-12-01,,,,97.742,1444.0,1444.0,65400.05,688226.0,688226.0
2005-01-01,,,,,,,86858.582,948860.63,948860.63
2005-02-01,,,,,,,75624.819,826140.74,826140.74
2005-03-01,,,,,,,78460.542,857118.75,857118.75
2005-04-01,,,,,,,69923.777,763861.41,763861.41
2005-05-01,,,,,,,76762.248,838566.25,838566.25
2005-06-01,,,,,,,85497.226,933988.91,933988.91
2005-07-01,,,,,,,90379.614,987325.1,987325.1
2005-08-01,,,,,,,91385.174,998310.04,998310.04
2005-09-01,,,,,,,83746.894,914867.92,914867.92
2005-10-01,,,,,,,79083.257,863921.41,863921.41
2005-11-01,,,,,,,77102.51,842283.33,842283.33
2005-12-01,,,,,,,86107.357,940654.09,940654.09
2006-01-01,,,,,,,82478.633,876837.0,876837.0
2006-02-01,,,,,,,78551.845,835091.0,835091.0
2006-03-01,,,,,,,80265.453,853308.0,853308.0
2006-04-01,,,,,,,68288.027,725975.0,725975.0
2006-05-01,,,,,,,72978.039,775835.0,775835.0
2006-06-01,,,,,,,79060.754,840501.0,840501.0
2006-07-01,,,,,,,89931.463,956068.0,956068.0
2006-08-01,,,,,,,90580.369,962967.0,962967.0
2006-09-01,,,,,,,75261.355,800109.0,800109.0
2006-10-01,,,,,,,77846.018,827587.0,827587.0
2006-11-01,,,,,,,76970.768,818282.0,818282.0
2006-12-01,,,,,,,83327.275,885859.0,885859.0
2007-01-01,,,,53.415,563.0,563.0,106073.585,1117230.0,1117230.0
2007-02-01,,,,127.087,1386.0,1386.0,87940.913,959218.0,959218.0
2007-03-01,,,,161.05,1728.0,1728.0,85222.95,914619.0,914619.0
2007-04-01,,,,88.343,945.0,945.0,88472.657,946792.0,946792.0
2007-05-01,,,,175.85,1885.0,1885.0,84669.15,907597.0,907597.0
2007-06-01,,,,77.40700000000001,829.0,829.0,96475.593,1033718.0,1033718.0
2007-07-01,,,,109.986,1189.0,1189.0,97953.014,1058922.0,1058922.0
2007-08-01,,,,98.10300000000001,1073.0,1073.0,100347.897,1097554.0,1097554.0
2007-09-01,,,,75.771,829.0,829.0,86457.229,946370.0,946370.0
2007-10-01,,,,177.752,2018.0,2018.0,3436.248,39019.0,39019.0
2007-11-01,,,,219.26600000000002,2343.0,2343.0,86374.734,923050.0,923050.0
2007-12-01,0.0,0.0,0.0,54.165,580.0,580.0,102084.835,1093118.0,1093118.0
2008-01-01,0.0,0.0,0.0,120.96100000000001,1305.0,1305.0,95530.039,1030636.0,1030636.0
2008-02-01,0.0,0.0,0.0,107.976,1183.0,1183.0,88012.024,964438.0,964438.0
2008-03-01,0.0,0.0,0.0,80.4,858.0,858.0,99018.6,1057179.0,1057179.0
2008-04-01,0.0,0.0,0.0,92.831,980.0,980.0,95862.169,1012209.0,1012209.0
2008-05-01,0.0,0.0,0.0,109.349,1148.0,1148.0,84484.651,887269.0,887269.0
2008-06-01,0.0,0.0,0.0,95.44,1021.0,1021.0,90574.56,968756.0,968756.0
2008-07-01,0.0,0.0,0.0,182.798,1955.0,1955.0,74760.202,799385.0,799385.0
2008-08-01,0.0,0.0,0.0,101.518,1067.0,1067.0,90986.482,956490.0,956490.0
2008-09-01,0.0,0.0,0.0,63.533,673.0,673.0,97078.467,1028034.0,1028034.0
2008-10-01,0.0,0.0,0.0,116.441,1235.0,1235.0,85237.559,904341.0,904341.0
2008-11-01,0.0,0.0,0.0,39.092,423.0,423.0,90584.908,981112.0,981112.0
2008-12-01,0.0,0.0,0.0,44.257000000000005,481.0,481.0,94784.743,1031012.0,1031012.0
2009-01-01,,,,107.647,1201.0,1201.0,95543.353,1065611.0,1065611.0
2009-02-01,,,,200.424,1972.0,1972.0,87919.576,865052.0,865052.0
2009-03-01,,,,85.177,841.0,841.0,99013.823,977624.0,977624.0
