measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,1.575,18.0,18.0
2001-02-01,1.358,15.0,15.0
2001-03-01,1.5,17.0,17.0
2001-04-01,1.213,14.0,14.0
2001-05-01,1.192,14.0,14.0
2001-06-01,1.3760000000000001,16.0,16.0
2001-07-01,1.6680000000000001,19.0,19.0
2001-08-01,1.6440000000000001,19.0,19.0
2001-09-01,1.344,15.0,15.0
2001-10-01,1.361,15.0,15.0
2001-11-01,1.329,15.0,15.0
2001-12-01,1.44,16.0,16.0
2002-01-01,3.0010000000000003,32.0,32.0
2002-02-01,2.728,29.0,29.0
2002-03-01,2.964,31.0,31.0
2002-04-01,2.4090000000000003,26.0,26.0
2002-05-01,2.798,30.0,30.0
2002-06-01,2.974,32.0,32.0
2002-07-01,3.365,36.0,36.0
2002-08-01,3.125,33.0,33.0
2002-09-01,2.787,30.0,30.0
2002-10-01,2.9330000000000003,31.0,31.0
2002-11-01,2.798,30.0,30.0
2002-12-01,3.119,33.0,33.0
2003-01-01,2.928,65.0,65.0
2003-02-01,2.451,55.0,55.0
2003-03-01,2.746,61.0,61.0
2003-04-01,2.4130000000000003,54.0,54.0
2003-05-01,2.383,53.0,53.0
2003-06-01,2.682,60.0,60.0
2003-07-01,2.919,65.0,65.0
2003-08-01,3.032,68.0,68.0
2003-09-01,2.641,59.0,59.0
2003-10-01,2.794,62.0,62.0
2003-11-01,2.361,53.0,53.0
2003-12-01,2.649,59.0,59.0
2004-01-01,0.47800000000000004,4.0,4.0
2004-02-01,0.24,2.0,2.0
2004-03-01,2.673,24.0,24.0
2004-04-01,3.795,34.0,34.0
2004-05-01,6.645,60.0,60.0
2004-06-01,2.13,19.0,19.0
2004-07-01,2.319,21.0,21.0
2004-08-01,6.678,61.0,61.0
2004-09-01,1.745,16.0,16.0
2004-10-01,2.5620000000000003,23.0,23.0
2004-11-01,0.463,4.0,4.0
2004-12-01,0.272,2.0,2.0
2005-01-01,5.054,45.62,45.62
2005-02-01,1.736,15.68,15.68
2005-03-01,1.925,17.37,17.37
2005-04-01,2.331,21.04,21.04
2005-05-01,2.165,19.54,19.54
2005-06-01,2.81,25.36,25.36
2005-07-01,2.86,25.81,25.81
2005-08-01,3.36,30.33,30.33
2005-09-01,2.2,19.85,19.85
2005-10-01,2.443,22.05,22.05
2005-11-01,1.9640000000000002,17.72,17.72
2005-12-01,4.152,37.48,37.48
2006-01-01,4.348,32.0,32.0
2006-02-01,2.275,17.0,17.0
2006-03-01,1.911,14.0,14.0
2006-04-01,3.661,27.0,27.0
2006-05-01,3.422,25.0,25.0
2006-06-01,3.111,23.0,23.0
2006-07-01,4.506,33.0,33.0
2006-08-01,4.371,32.0,32.0
2006-09-01,2.008,15.0,15.0
2006-10-01,2.121,16.0,16.0
2006-11-01,2.498,18.0,18.0
2006-12-01,2.7670000000000003,20.0,20.0
2007-01-01,2.822,29.0,29.0
2007-02-01,6.269,58.0,58.0
2007-03-01,1.6980000000000002,17.0,17.0
2007-04-01,1.6460000000000001,17.0,17.0
2007-05-01,1.8490000000000002,17.0,17.0
2007-06-01,5.251,47.0,47.0
2007-07-01,3.2670000000000003,29.0,29.0
2007-08-01,2.541,23.0,23.0
2007-09-01,1.8010000000000002,17.0,17.0
2007-10-01,2.939,29.0,29.0
2007-11-01,1.748,17.0,17.0
2007-12-01,2.168,23.0,23.0
2008-01-01,2.9330000000000003,37.0,37.0
2008-02-01,2.6420000000000003,37.0,37.0
2008-03-01,3.178,43.0,43.0
2008-04-01,1.9760000000000002,25.0,25.0
2008-05-01,1.445,19.0,19.0
2008-06-01,5.018000000000001,68.0,68.0
2008-07-01,1.454,19.0,19.0
2008-08-01,1.41,19.0,19.0
2008-09-01,2.9810000000000003,37.0,37.0
2008-10-01,1.4220000000000002,19.0,19.0
2008-11-01,0.909,12.0,12.0
2008-12-01,1.6320000000000001,19.0,19.0
2009-01-01,1.431,25.0,25.0
2009-02-01,1.739,19.0,19.0
2009-03-01,1.9480000000000002,19.0,19.0
2009-04-01,1.7770000000000001,19.0,19.0
2009-05-01,4.758,50.0,50.0
2009-06-01,1.838,19.0,19.0
2009-07-01,2.42,25.0,25.0
2009-08-01,3.379,37.0,37.0
2009-09-01,1.615,19.0,19.0
2009-10-01,2.943,31.0,31.0
2009-11-01,2.387,25.0,25.0
2009-12-01,2.765,31.0,31.0
2010-01-01,4.351,46.0,46.0
2010-02-01,1.038,12.0,12.0
2010-03-01,1.3840000000000001,12.0,12.0
2010-04-01,2.394,23.0,23.0
2010-05-01,4.649,41.0,41.0
2010-06-01,3.0820000000000003,29.0,29.0
2010-07-01,1.961,17.0,17.0
2010-08-01,2.134,17.0,17.0
2010-09-01,1.824,17.0,17.0
2010-10-01,3.285,29.0,29.0
2010-11-01,3.4530000000000003,29.0,29.0
2010-12-01,1.445,12.0,12.0
2011-01-01,0.604,6.0,6.0
2011-02-01,1.506,12.0,12.0
2011-03-01,0.687,6.0,6.0
2011-04-01,2.107,23.0,23.0
2011-05-01,1.814,17.0,17.0
2011-06-01,3.015,29.0,29.0
2011-07-01,1.458,17.0,17.0
2011-08-01,1.27,12.0,12.0
2011-09-01,0.947,12.0,12.0
2011-10-01,1.331,12.0,12.0
2011-11-01,2.07,23.0,23.0
2011-12-01,1.191,12.0,12.0
2012-01-01,0.482,12.0,12.0
2012-02-01,0.751,17.0,17.0
2012-03-01,0.373,12.0,12.0
2012-04-01,1.512,41.0,41.0
2012-05-01,1.487,41.0,41.0
2012-06-01,1.824,46.0,46.0
2012-07-01,0.817,23.0,23.0
2012-08-01,0.326,12.0,12.0
2012-09-01,0.469,12.0,12.0
2012-10-01,1.096,29.0,29.0
2012-11-01,0.865,23.0,23.0
2012-12-01,0.998,29.0,29.0
2013-01-01,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0
2013-12-01,0.98,41.0,41.0
2014-01-01,2.555,58.0,58.0
2014-02-01,2.723,70.0,70.0
2014-03-01,2.204,52.0,52.0
2014-04-01,0.858,23.0,23.0
2014-05-01,3.486,87.0,87.0
2014-06-01,2.064,52.0,52.0
2014-07-01,0.467,12.0,12.0
2014-08-01,0.987,23.0,23.0
2014-09-01,0.947,23.0,23.0
2014-10-01,1.343,35.0,35.0
2014-11-01,2.829,70.0,70.0
2014-12-01,0.537,12.0,12.0
2015-01-01,1.791,17.0,17.0
2015-02-01,0.861,12.0,12.0
2015-03-01,2.192,23.0,23.0
2015-04-01,1.35,12.0,12.0
2015-05-01,3.831,41.0,41.0
2015-06-01,2.16,23.0,23.0
2015-07-01,3.233,35.0,35.0
2015-08-01,1.214,12.0,12.0
2015-09-01,1.432,17.0,17.0
2015-10-01,1.489,17.0,17.0
2015-11-01,1.257,12.0,12.0
2015-12-01,6.19,64.0,64.0
2016-01-01,2.198,23.0,23.0
2016-02-01,1.561,23.0,23.0
2016-03-01,0.864,12.0,12.0
2016-04-01,0.941,12.0,12.0
2016-05-01,2.05,29.0,29.0
2016-06-01,0.839,12.0,12.0
2016-07-01,0.761,12.0,12.0
2016-08-01,0.954,12.0,12.0
2016-09-01,1.234,17.0,17.0
2016-10-01,1.524,23.0,23.0
2016-11-01,0.759,12.0,12.0
2016-12-01,2.315,29.0,29.0
2017-01-01,2.105,23.0,23.0
2017-02-01,0.436,6.0,6.0
2017-03-01,0.949,12.0,12.0
2017-04-01,1.109,12.0,12.0
2017-05-01,2.01,23.0,23.0
2017-06-01,0.916,12.0,12.0
2017-07-01,0.766,6.0,6.0
2017-08-01,0.574,6.0,6.0
2017-09-01,0.631,6.0,6.0
2017-10-01,1.022,12.0,12.0
2017-11-01,1.687,17.0,17.0
2017-12-01,1.795,17.0,17.0
2018-01-01,1.745,17.0,17.0
2018-02-01,1.844,17.0,17.0
2018-03-01,2.831,29.0,29.0
2018-04-01,1.57,17.0,17.0
2018-05-01,1.49,17.0,17.0
2018-06-01,1.387,17.0,17.0
2018-07-01,0.758,6.0,6.0
2018-08-01,0.925,12.0,12.0
2018-09-01,1.954,23.0,23.0
2018-10-01,1.248,12.0,12.0
2018-11-01,1.168,12.0,12.0
2018-12-01,1.08,12.0,12.0
2019-01-01,2.8,35.0,35.0
2019-02-01,2.608,29.0,29.0
2019-03-01,3.769,41.0,41.0
2019-04-01,2.193,23.0,23.0
2019-05-01,3.864,41.0,41.0
