measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-12-01,8915.0,108478.0,108478.0
2004-01-01,1113.0,13542.0,13542.0
2004-02-01,1113.0,13542.0,13542.0
2004-03-01,1113.0,13542.0,13542.0
2004-04-01,1113.0,13542.0,13542.0
2004-05-01,1113.0,13542.0,13542.0
2004-06-01,1113.0,13542.0,13542.0
2004-07-01,1113.0,13542.0,13542.0
2004-08-01,1113.0,13542.0,13542.0
2004-09-01,1113.0,13542.0,13542.0
2004-10-01,1113.0,13542.0,13542.0
2004-11-01,1113.0,13542.0,13542.0
2004-12-01,1113.0,13542.0,13542.0
2005-01-01,1055.749,12858.14,12858.14
2005-02-01,900.41,10966.24,10966.24
2005-03-01,1005.897,12250.99,12250.99
2005-04-01,928.745,11311.34,11311.34
2005-05-01,1017.59,12393.39,12393.39
2005-06-01,986.6880000000001,12017.04,12017.04
2005-07-01,1060.056,12910.59,12910.59
2005-08-01,1021.125,12436.44,12436.44
2005-09-01,972.18,11840.34,11840.34
2005-10-01,838.9830000000001,10218.11,10218.11
2005-11-01,934.2040000000001,11377.82,11377.82
2005-12-01,1045.373,12731.77,12731.77
2006-01-01,1063.992,12840.0,12840.0
2006-02-01,983.29,11866.0,11866.0
2006-03-01,1084.635,13089.0,13089.0
2006-04-01,798.029,9630.0,9630.0
2006-05-01,975.658,11774.0,11774.0
2006-06-01,1022.041,12334.0,12334.0
2006-07-01,1060.709,12800.0,12800.0
2006-08-01,1054.33,12723.0,12723.0
2006-09-01,1008.4920000000001,12170.0,12170.0
2006-10-01,1046.485,12629.0,12629.0
2006-11-01,1056.9360000000001,12755.0,12755.0
2006-12-01,1018.403,12290.0,12290.0
2007-01-01,1024.611,12106.0,12106.0
2007-02-01,935.9630000000001,11059.0,11059.0
2007-03-01,1010.791,11943.0,11943.0
2007-04-01,946.3660000000001,11181.0,11181.0
2007-05-01,940.715,11114.0,11114.0
2007-06-01,996.051,11768.0,11768.0
2007-07-01,1017.5110000000001,12022.0,12022.0
2007-08-01,1021.6460000000001,12071.0,12071.0
2007-09-01,984.795,11635.0,11635.0
2007-10-01,872.192,10305.0,10305.0
2007-11-01,1003.582,11857.0,11857.0
2007-12-01,1017.777,12025.0,12025.0
2008-01-01,1017.589,19111.0,19111.0
2008-02-01,1057.1480000000001,19854.0,19854.0
2008-03-01,1143.192,21470.0,21470.0
2008-04-01,1093.5720000000001,20539.0,20539.0
2008-05-01,980.575,18416.0,18416.0
2008-06-01,1053.329,19782.0,19782.0
2008-07-01,1108.452,20818.0,20818.0
2008-08-01,1140.249,21415.0,21415.0
2008-09-01,1036.309,19463.0,19463.0
2008-10-01,1105.1000000000001,20755.0,20755.0
2008-11-01,1142.659,21461.0,21461.0
2008-12-01,1169.826,21971.0,21971.0
2009-01-01,889.831,18130.0,18130.0
2009-02-01,1075.752,21918.0,21918.0
2009-03-01,1167.601,23789.0,23789.0
2009-04-01,1060.125,21599.0,21599.0
2009-05-01,1116.887,22756.0,22756.0
2009-06-01,1188.717,24219.0,24219.0
2009-07-01,1223.063,24919.0,24919.0
2009-08-01,1085.5140000000001,22117.0,22117.0
2009-09-01,1140.354,23234.0,23234.0
2009-10-01,1170.855,23856.0,23856.0
2009-11-01,1122.903,22879.0,22879.0
2009-12-01,1173.3980000000001,23907.0,23907.0
2010-01-01,1140.3110000000001,18528.0,18528.0
2010-02-01,1008.5390000000001,16386.0,16386.0
2010-03-01,980.673,15933.0,15933.0
2010-04-01,1014.933,16490.0,16490.0
2010-05-01,1036.267,16837.0,16837.0
2010-06-01,1167.642,18971.0,18971.0
2010-07-01,1220.194,19825.0,19825.0
2010-08-01,1227.5220000000002,19944.0,19944.0
2010-09-01,1157.8110000000001,18812.0,18812.0
2010-10-01,1105.545,17963.0,17963.0
2010-11-01,1168.8890000000001,18992.0,18992.0
2010-12-01,1085.674,17640.0,17640.0
2011-01-01,1058.206,15242.0,15242.0
2011-02-01,1054.226,15186.0,15186.0
2011-03-01,1118.259,16108.0,16108.0
2011-04-01,1060.732,15279.0,15279.0
2011-05-01,1117.192,16093.0,16093.0
2011-06-01,1084.937,15628.0,15628.0
2011-07-01,1145.59,16502.0,16502.0
2011-08-01,1169.271,16843.0,16843.0
2011-09-01,1115.67,16071.0,16071.0
2011-10-01,1062.958,15312.0,15312.0
2011-11-01,1051.246,15143.0,15143.0
2011-12-01,1058.713,15251.0,15251.0
2012-01-01,1219.851,20406.0,20406.0
2012-02-01,1201.037,20091.0,20091.0
2012-03-01,1151.745,19267.0,19267.0
2012-04-01,1082.087,18101.0,18101.0
2012-05-01,1122.305,18774.0,18774.0
2012-06-01,973.833,16290.0,16290.0
2012-07-01,1049.098,17550.0,17550.0
2012-08-01,1213.14,20294.0,20294.0
2012-09-01,1193.621,19967.0,19967.0
2012-10-01,1198.084,20042.0,20042.0
2012-11-01,1310.212,21917.0,21917.0
2012-12-01,1312.987,21964.0,21964.0
2013-01-01,967.418,14602.0,14602.0
2013-02-01,871.539,13154.0,13154.0
2013-03-01,936.309,14132.0,14132.0
2013-04-01,849.783,12826.0,12826.0
2013-05-01,942.594,14227.0,14227.0
2013-06-01,917.915,13854.0,13854.0
2013-07-01,943.975,14248.0,14248.0
2013-08-01,1043.023,15743.0,15743.0
2013-09-01,951.449,14361.0,14361.0
2013-10-01,1038.723,15678.0,15678.0
2013-11-01,1032.882,15590.0,15590.0
2013-12-01,1078.39,16276.0,16276.0
2014-01-01,947.627,13853.0,13853.0
2014-02-01,827.073,12091.0,12091.0
2014-03-01,864.35,12636.0,12636.0
2014-04-01,759.067,11097.0,11097.0
2014-05-01,782.114,11433.0,11433.0
2014-06-01,829.547,12127.0,12127.0
2014-07-01,829.774,12130.0,12130.0
2014-08-01,813.282,11889.0,11889.0
2014-09-01,819.744,11983.0,11983.0
2014-10-01,823.859,12043.0,12043.0
2014-11-01,707.398,10341.0,10341.0
2014-12-01,754.165,11025.0,11025.0
2015-01-01,1004.278,14685.0,14685.0
2015-02-01,934.206,13660.0,13660.0
2015-03-01,973.648,14237.0,14237.0
2015-04-01,859.757,12571.0,12571.0
2015-05-01,939.04,13731.0,13731.0
2015-06-01,1055.388,15432.0,15432.0
2015-07-01,1075.624,15728.0,15728.0
2015-08-01,1036.123,15150.0,15150.0
2015-09-01,1014.098,14828.0,14828.0
2015-10-01,976.362,14276.0,14276.0
2015-11-01,904.767,13229.0,13229.0
2015-12-01,1030.709,15071.0,15071.0
2016-01-01,1030.834,14762.0,14762.0
2016-02-01,975.049,13964.0,13964.0
2016-03-01,897.544,12854.0,12854.0
2016-04-01,887.048,12704.0,12704.0
2016-05-01,1040.009,14894.0,14894.0
2016-06-01,1025.899,14692.0,14692.0
2016-07-01,990.718,14188.0,14188.0
2016-08-01,958.424,13726.0,13726.0
2016-09-01,1012.443,14500.0,14500.0
2016-10-01,985.714,14117.0,14117.0
2016-11-01,1005.643,14402.0,14402.0
2016-12-01,997.675,14288.0,14288.0
