measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,33.697,448.0,448.0
2001-02-01,28.868000000000002,384.0,384.0
2001-03-01,31.354000000000003,417.0,417.0
2001-04-01,27.488,366.0,366.0
2001-05-01,26.957,359.0,359.0
2001-06-01,27.247,362.0,362.0
2001-07-01,28.646,381.0,381.0
2001-08-01,28.476000000000003,379.0,379.0
2001-09-01,33.636,447.0,447.0
2001-10-01,32.297000000000004,430.0,430.0
2001-11-01,33.449,445.0,445.0
2001-12-01,37.885,504.0,504.0
