measured_on,"Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Generation","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Quantity Consumed For Electricity","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Total Fuel Consumed"
2010-12-01,30304.764,295653.0,295653.0
2011-01-01,30497.676,296315.0,296315.0
2011-02-01,27670.677,268848.0,268848.0
2011-03-01,30493.369,296274.0,296274.0
2011-04-01,27933.976,271407.0,271407.0
2011-05-01,29973.621,291224.0,291224.0
2011-06-01,27682.02,268959.0,268959.0
2011-07-01,29445.487,286092.0,286092.0
2011-08-01,29458.853,286222.0,286222.0
2011-09-01,28188.74,273882.0,273882.0
2011-10-01,29596.96,287564.0,287564.0
2011-11-01,28948.389,281263.0,281263.0
2011-12-01,30110.232,292551.0,292551.0
2012-01-01,22209.202,211343.0,211343.0
2012-02-01,20878.879,198683.0,198683.0
2012-03-01,22701.034,216023.0,216023.0
2012-04-01,22265.114,211875.0,211875.0
2012-05-01,22930.29,218205.0,218205.0
2012-06-01,22112.48,210422.0,210422.0
2012-07-01,23087.072,219697.0,219697.0
2012-08-01,22838.681,217333.0,217333.0
2012-09-01,22546.437,214552.0,214552.0
2012-10-01,22963.996,218525.0,218525.0
2012-11-01,22901.422,217930.0,217930.0
2012-12-01,23708.393,225609.0,225609.0
2013-01-01,27927.526,266457.0,266457.0
2013-02-01,24816.945,236778.0,236778.0
2013-03-01,28173.52,268804.0,268804.0
2013-04-01,25739.012,245576.0,245576.0
2013-05-01,27098.964,258551.0,258551.0
2013-06-01,26274.776,250688.0,250688.0
2013-07-01,28019.147,267331.0,267331.0
2013-08-01,27826.449,265492.0,265492.0
2013-09-01,26913.332,256780.0,256780.0
2013-10-01,27658.853,263893.0,263893.0
2013-11-01,24185.59,230755.0,230755.0
2013-12-01,26643.886,254209.0,254209.0
2014-01-01,26073.426,247958.0,247958.0
2014-02-01,23532.111,223790.0,223790.0
2014-03-01,26149.422,248681.0,248681.0
2014-04-01,26090.578,248121.0,248121.0
2014-05-01,26714.582,254056.0,254056.0
2014-06-01,26326.464,250365.0,250365.0
2014-07-01,27451.203,261061.0,261061.0
2014-08-01,27364.962,260241.0,260241.0
2014-09-01,26499.389,252009.0,252009.0
2014-10-01,27229.271,258950.0,258950.0
2014-11-01,26829.309,255147.0,255147.0
2014-12-01,26831.283,255166.0,255166.0
2015-01-01,28948.003,269766.0,269766.0
2015-02-01,26379.578,245831.0,245831.0
2015-03-01,28893.822,269262.0,269262.0
2015-04-01,26004.268,242334.0,242334.0
2015-05-01,29115.551,271328.0,271328.0
2015-06-01,28254.814,263307.0,263307.0
2015-07-01,29107.566,271253.0,271253.0
2015-08-01,28952.235,269806.0,269806.0
2015-09-01,24249.833,225984.0,225984.0
2015-10-01,27098.147,252528.0,252528.0
2015-11-01,26025.38,242531.0,242531.0
2015-12-01,26783.803,249598.0,249598.0
2016-01-01,24600.805,227115.0,227115.0
2016-02-01,23021.934,212538.0,212538.0
2016-03-01,24515.245,226325.0,226325.0
2016-04-01,22538.384,208074.0,208074.0
2016-05-01,25732.761,237565.0,237565.0
2016-06-01,24719.202,228208.0,228208.0
2016-07-01,26470.391,244375.0,244375.0
2016-08-01,26542.529,245041.0,245041.0
2016-09-01,25991.371,239952.0,239952.0
2016-10-01,25923.43,239325.0,239325.0
2016-11-01,25683.437,237109.0,237109.0
2016-12-01,27220.511,251300.0,251300.0
2017-01-01,26743.846,246391.0,246391.0
2017-02-01,23412.892,215703.0,215703.0
2017-03-01,26190.019,241289.0,241289.0
2017-04-01,25388.917,233908.0,233908.0
2017-05-01,24631.847,226933.0,226933.0
2017-06-01,24518.115,225885.0,225885.0
2017-07-01,25999.478,239533.0,239533.0
2017-08-01,25841.029,238073.0,238073.0
2017-09-01,25393.936,233954.0,233954.0
2017-10-01,22823.244,210271.0,210271.0
2017-11-01,24719.874,227744.0,227744.0
2017-12-01,25649.803,236312.0,236312.0
2018-01-01,28049.613,255364.0,255364.0
2018-02-01,26712.138,243187.0,243187.0
2018-03-01,28524.704,259689.0,259689.0
2018-04-01,24784.797,225641.0,225641.0
2018-05-01,29164.569,265514.0,265514.0
2018-06-01,27850.242,253549.0,253549.0
2018-07-01,29010.064,264108.0,264108.0
2018-08-01,28855.811,262703.0,262703.0
2018-09-01,27982.567,254753.0,254753.0
2018-10-01,26833.646,244294.0,244294.0
2018-11-01,27824.989,253319.0,253319.0
2018-12-01,29509.86,268658.0,268658.0
2019-01-01,27586.551,245658.0,245658.0
2019-02-01,25654.591,228454.0,228454.0
2019-03-01,28295.563,251972.0,251972.0
2019-04-01,25872.086,230391.0,230391.0
2019-05-01,27479.081,244701.0,244701.0
2019-06-01,26938.465,239887.0,239887.0
2019-07-01,27931.337,248729.0,248729.0
2019-08-01,28288.704,251911.0,251911.0
2019-09-01,27721.836,246863.0,246863.0
2019-10-01,22100.782,196807.0,196807.0
2019-11-01,19356.644,172371.0,172371.0
2019-12-01,24182.36,215344.0,215344.0
2020-01-01,22501.864,197274.0,197274.0
2020-02-01,24664.878,216237.0,216237.0
2020-03-01,31294.143,274356.0,274356.0
2020-04-01,30072.001,263641.0,263641.0
2020-05-01,29792.975,261195.0,261195.0
2020-06-01,27749.086,243276.0,243276.0
2020-07-01,29990.724,262929.0,262929.0
2020-08-01,30093.19,263827.0,263827.0
2020-09-01,28246.501,247637.0,247637.0
2020-10-01,27133.141,237876.0,237876.0
2020-11-01,29856.451,261752.0,261752.0
2020-12-01,29233.046,256286.0,256286.0
2021-01-01,22631.079,200149.0,200149.0
2021-02-01,22429.668,198368.0,198368.0
2021-03-01,22367.001,197814.0,197814.0
2021-04-01,22449.416,198543.0,198543.0
2021-05-01,22634.539,200180.0,200180.0
2021-06-01,22563.456,199551.0,199551.0
2021-07-01,24482.054,216519.0,216519.0
2021-08-01,24115.779,213280.0,213280.0
2021-09-01,23890.688,211289.0,211289.0
2021-10-01,22478.09,198796.0,198796.0
2021-11-01,23312.109,206172.0,206172.0
2021-12-01,24919.121,220385.0,220385.0
2022-01-01,31220.267,106524.0,106524.0
2022-02-01,25860.138,88235.0,88235.0
2022-03-01,28295.784,96545.0,96545.0
2022-04-01,29172.135,99535.0,99535.0
2022-05-01,29660.189,101201.0,101201.0
2022-06-01,28473.569,97152.0,97152.0
2022-07-01,30016.406,102416.0,102416.0
2022-08-01,29714.782,101387.0,101387.0
2022-09-01,28705.068,97942.0,97942.0
2022-10-01,29276.236,99891.0,99891.0
2022-11-01,28699.429,97922.0,97922.0
2022-12-01,30631.997,104516.0,104516.0
2023-01-01,31123.0,106192.0,106192.0
2023-02-01,11765.0,40142.0,40142.0
2023-03-01,27788.0,94813.0,94813.0
2023-04-01,27437.0,93615.0,93615.0
2023-05-01,26987.0,92080.0,92080.0
2023-06-01,27999.0,95533.0,95533.0
2023-07-01,25837.0,88156.0,88156.0
2023-08-01,25354.0,86508.0,86508.0
2023-09-01,24088.0,82188.0,82188.0
2023-10-01,29684.0,101282.0,101282.0
2023-11-01,27935.0,95314.0,95314.0
2023-12-01,25218.0,86044.0,86044.0
2024-01-01,27570.0,94069.0,94069.0
2024-02-01,16106.0,54954.0,54954.0
2024-03-01,30860.0,105294.0,105294.0
2024-04-01,28765.0,98146.0,98146.0
2024-05-01,27123.0,92544.0,92544.0
2024-06-01,25179.0,85911.0,85911.0
2024-07-01,28955.0,98794.0,98794.0
2024-08-01,31205.0,106471.0,106471.0
2024-09-01,28693.0,97901.0,97901.0
2024-10-01,28149.0,96044.0,96044.0
2024-11-01,28020.0,95604.0,95604.0
2024-12-01,25672.0,87593.0,87593.0
