measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,11961.569,150825.0,150825.0,763.4680000000001,9643.0,9643.0
2003-02-01,11197.97,141197.0,141197.0,714.73,9028.0,9028.0
2003-03-01,10818.203,136408.0,136408.0,690.49,8721.0,8721.0
2003-04-01,10358.37,130610.0,130610.0,661.1410000000001,8351.0,8351.0
2003-05-01,10509.182,132512.0,132512.0,670.7660000000001,8472.0,8472.0
2003-06-01,10966.504,138278.0,138278.0,699.956,8841.0,8841.0
2003-07-01,12646.438,159461.0,159461.0,807.181,10195.0,10195.0
2003-08-01,12821.887,161673.0,161673.0,818.379,10337.0,10337.0
2003-09-01,11110.45,140093.0,140093.0,709.143,8957.0,8957.0
2003-10-01,11520.375,145262.0,145262.0,735.308,9288.0,9288.0
2003-11-01,11824.301,149094.0,149094.0,754.706,9533.0,9533.0
2003-12-01,12341.752,155619.0,155619.0,787.7330000000001,9950.0,9950.0
2004-01-01,12507.75,137654.0,137654.0,855.676,10642.0,10642.0
2004-02-01,11958.346,131607.0,131607.0,776.859,9662.0,9662.0
2004-03-01,11661.096,128336.0,128336.0,802.826,9985.0,9985.0
2004-04-01,10107.984,111243.0,111243.0,764.7520000000001,9511.0,9511.0
2004-05-01,9853.6,108444.0,108444.0,847.285,10538.0,10538.0
2004-06-01,11172.083,122954.0,122954.0,784.5780000000001,9758.0,9758.0
2004-07-01,12227.5,134570.0,134570.0,624.426,7766.0,7766.0
2004-08-01,12360.193,136030.0,136030.0,569.841,7087.0,7087.0
2004-09-01,11353.497,124951.0,124951.0,677.344,8424.0,8424.0
2004-10-01,10656.537,117280.0,117280.0,633.556,7879.0,7879.0
2004-11-01,10623.401,116916.0,116916.0,563.676,7010.0,7010.0
2004-12-01,11890.015,130855.0,130855.0,803.181,9989.0,9989.0
2005-01-01,11727.518,127351.84,127351.84,510.87800000000004,6569.08,6569.08
2005-02-01,10210.752,110880.92,110880.92,408.706,5255.31,5255.31
2005-03-01,10593.627,115038.64,115038.64,567.155,7292.71,7292.71
2005-04-01,9441.006000000001,102522.06,102522.06,538.376,6922.65,6922.65
2005-05-01,10364.326000000001,112548.62,112548.62,514.815,6619.7,6619.7
2005-06-01,11543.71,125355.82,125355.82,971.8240000000001,12496.1,12496.1
2005-07-01,12202.923,132514.36,132514.36,1279.36,16450.53,16450.53
2005-08-01,12338.692,133988.7,133988.7,1270.9170000000001,16341.96,16341.96
2005-09-01,11307.383,122789.48,122789.48,769.4580000000001,9894.01,9894.01
2005-10-01,10677.705,115951.66,115951.66,545.592,7015.44,7015.44
2005-11-01,10410.268,113047.5,113047.5,478.168,6148.47,6148.47
2005-12-01,11626.089,126250.38,126250.38,597.7520000000001,7686.13,7686.13
2006-01-01,9282.536,145004.0,145004.0,320.149,4709.0,4709.0
2006-02-01,8840.597,138100.0,138100.0,361.899,5323.0,5323.0
2006-03-01,9033.454,141113.0,141113.0,476.89700000000005,7015.0,7015.0
2006-04-01,7685.4580000000005,120056.0,120056.0,394.649,5805.0,5805.0
2006-05-01,8213.294,128301.0,128301.0,519.8530000000001,7647.0,7647.0
2006-06-01,8897.872000000001,138995.0,138995.0,669.63,9850.0,9850.0
2006-07-01,10121.313,158106.0,158106.0,1198.28,17627.0,17627.0
2006-08-01,10194.344,159247.0,159247.0,1064.778,15663.0,15663.0
2006-09-01,8470.27,132315.0,132315.0,626.3240000000001,9213.0,9213.0
2006-10-01,8761.16,136859.0,136859.0,678.433,9980.0,9980.0
2006-11-01,8662.655,135320.0,135320.0,456.105,6709.0,6709.0
2006-12-01,9378.046,146496.0,146496.0,463.004,6811.0,6811.0
2007-01-01,7132.8330000000005,101232.0,101232.0,423.16700000000003,6006.0,6006.0
2007-02-01,6957.679,92064.0,92064.0,443.321,5866.0,5866.0
2007-03-01,6151.6,78380.0,78380.0,533.4,6796.0,6796.0
2007-04-01,2356.701,34872.0,34872.0,244.299,3615.0,3615.0
2007-05-01,5472.938,76368.0,76368.0,456.062,6364.0,6364.0
2007-06-01,6408.575000000001,85320.0,85320.0,467.425,6223.0,6223.0
2007-07-01,6794.754,91248.0,91248.0,499.24600000000004,6704.0,6704.0
2007-08-01,7244.552000000001,101640.0,101640.0,543.448,7625.0,7625.0
2007-09-01,7105.719,99816.0,99816.0,521.2810000000001,7323.0,7323.0
2007-10-01,3360.088,47928.0,47928.0,301.91200000000003,4306.0,4306.0
2007-11-01,1847.229,26136.0,26136.0,324.771,4595.0,4595.0
2007-12-01,7394.5,96720.0,96720.0,722.5,9450.0,9450.0
2008-01-01,8045.809,105480.0,105480.0,540.191,7082.0,7082.0
2008-02-01,6332.867,80448.0,80448.0,538.133,6836.0,6836.0
2008-03-01,7199.902,90696.0,90696.0,654.0980000000001,8240.0,8240.0
2008-04-01,4677.349,62952.0,62952.0,479.651,6456.0,6456.0
2008-05-01,0.0,0.0,0.0,0.0,15.0,15.0
2008-06-01,920.436,14112.0,14112.0,369.564,5666.0,5666.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-10-01,5525.892,79128.0,79128.0,503.108,7204.0,7204.0
2008-11-01,2602.132,38232.0,38232.0,357.868,5258.0,5258.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-03-01,130.574,4039.0,4039.0,43.426,1343.0,1343.0
2009-04-01,787.2610000000001,12423.0,12423.0,824.739,13014.0,13014.0
2009-05-01,0.0,0.0,0.0,0.0,2394.0,2394.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-04-01,1493.967,22763.0,22763.0,411.033,6263.0,6263.0
2010-05-01,696.577,14483.0,14483.0,321.423,6683.0,6683.0
2010-06-01,0.0,0.0,0.0,0.0,339.0,339.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0
