measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-11-01,16.55,146.0,146.0
2021-12-01,9.45,84.0,84.0
2022-01-01,991.19,3382.0,3382.0
2022-02-01,1256.725,4288.0,4288.0
2022-03-01,1846.826,6301.0,6301.0
2022-04-01,2010.753,6861.0,6861.0
2022-05-01,2662.667,9085.0,9085.0
2022-06-01,3328.057,11355.0,11355.0
2022-07-01,2853.863,9737.0,9737.0
2022-08-01,2707.936,9239.0,9239.0
2022-09-01,2246.458,7665.0,7665.0
2022-10-01,1979.91,6755.0,6755.0
2022-11-01,1179.443,4024.0,4024.0
2022-12-01,691.172,2358.0,2358.0
2023-01-01,779.0,2658.0,2658.0
2023-02-01,1735.0,5920.0,5920.0
2023-03-01,1950.0,6653.0,6653.0
2023-04-01,1433.0,4889.0,4889.0
2023-05-01,2815.0,9605.0,9605.0
2023-06-01,2511.0,8568.0,8568.0
2023-07-01,2630.0,8974.0,8974.0
2023-08-01,2571.0,8772.0,8772.0
2023-09-01,2191.0,7476.0,7476.0
2023-10-01,1666.0,5684.0,5684.0
2023-11-01,1796.0,6128.0,6128.0
2023-12-01,908.0,3098.0,3098.0
2024-01-01,682.0,2327.0,2327.0
2024-02-01,1771.0,6043.0,6043.0
2024-03-01,1930.0,6585.0,6585.0
2024-04-01,2248.0,7670.0,7670.0
2024-05-01,2315.0,7899.0,7899.0
2024-06-01,2701.0,9216.0,9216.0
2024-07-01,2734.0,9328.0,9328.0
2024-08-01,2649.0,9038.0,9038.0
2024-09-01,2208.0,7534.0,7534.0
2024-10-01,2397.0,8179.0,8179.0
2024-11-01,1118.0,3815.0,3815.0
2024-12-01,904.0,3084.0,3084.0
