measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,0.0,0.0,0.0
2003-02-01,697.0,7137.98,7137.98
2003-03-01,779.0,7977.74,7977.74
2003-04-01,169.0,1730.73,1730.73
2003-05-01,2093.0,21434.41,21434.41
2003-06-01,1839.0,18833.2,18833.2
2003-07-01,0.0,0.0,0.0
2003-08-01,925.0,9472.93,9472.93
2003-09-01,1440.0,14747.04,14747.04
2003-10-01,1914.0,19601.27,19601.27
2003-11-01,444.0,4547.0,4547.0
2003-12-01,0.0,0.0,0.0
2004-01-01,1698.0,17017.36,17017.36
2004-02-01,0.0,0.0,0.0
2004-03-01,2402.0,24072.84,24072.84
2004-04-01,164.0,1643.61,1643.61
2004-05-01,0.0,0.0,0.0
2004-06-01,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0
2004-08-01,926.0,9280.37,9280.37
2004-09-01,2595.0,26007.09,26007.09
2004-10-01,2488.0,24934.74,24934.74
2004-11-01,1221.0,12236.86,12236.86
2004-12-01,0.0,0.0,0.0
2005-01-01,18.0,179.98,179.98
2005-02-01,0.0,0.0,0.0
2005-03-01,2216.0,22157.78,22157.78
2005-04-01,2482.0,24817.52,24817.52
2005-05-01,2425.0,24247.58,24247.58
2005-06-01,2057.0,20567.94,20567.94
2005-07-01,529.0,5289.47,5289.47
2005-08-01,983.0,9829.02,9829.02
2005-09-01,1906.0,19058.09,19058.09
2005-10-01,2365.0,23647.64,23647.64
2005-11-01,974.0,9739.03,9739.03
2005-12-01,926.0,9259.07,9259.07
2006-01-01,1003.0,9949.0,9949.0
2006-02-01,1337.0,13262.0,13262.0
2006-03-01,2607.0,25859.0,25859.0
2006-04-01,2471.0,24510.0,24510.0
2006-05-01,2330.0,23111.0,23111.0
2006-06-01,1888.0,18727.0,18727.0
2006-07-01,395.0,3918.0,3918.0
2006-08-01,1076.0,10673.0,10673.0
2006-09-01,1982.0,19659.0,19659.0
2006-10-01,2345.0,23260.0,23260.0
2006-11-01,2305.0,22863.0,22863.0
2006-12-01,23.0,228.0,228.0
2007-01-01,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0
2007-09-01,1744.0,17238.0,17238.0
2007-10-01,1840.0,18187.0,18187.0
2007-11-01,22.0,217.0,217.0
2007-12-01,0.0,0.0,0.0
2008-01-01,596.116,5874.0,5874.0
2008-02-01,467.261,4604.0,4604.0
2008-03-01,548.4590000000001,5405.0,5405.0
2008-04-01,1032.683,10176.0,10176.0
2008-05-01,1228.659,12107.0,12107.0
2008-06-01,1042.56,10273.0,10273.0
2008-07-01,1266.626,12481.0,12481.0
2008-08-01,1299.808,12808.0,12808.0
2008-09-01,650.77,6413.0,6413.0
2008-10-01,417.377,4113.0,4113.0
2008-11-01,299.451,2951.0,2951.0
2008-12-01,325.23,3205.0,3205.0
2009-01-01,435.02700000000004,4246.0,4246.0
2009-02-01,575.883,5621.0,5621.0
2009-03-01,909.58,8878.0,8878.0
2009-04-01,1078.166,10523.0,10523.0
2009-05-01,1473.872,14385.0,14385.0
2009-06-01,1333.877,13019.0,13019.0
2009-07-01,1470.593,14353.0,14353.0
2009-08-01,1200.063,11713.0,11713.0
2009-09-01,894.407,8729.0,8729.0
2009-10-01,710.19,6931.0,6931.0
2009-11-01,495.53900000000004,4836.0,4836.0
2009-12-01,519.803,5073.0,5073.0
2010-01-01,745.464,7273.0,7273.0
2010-02-01,810.967,7912.0,7912.0
2010-03-01,1137.269,11095.0,11095.0
2010-04-01,1439.172,14041.0,14041.0
2010-05-01,2198.414,21448.0,21448.0
2010-06-01,2473.51,24132.0,24132.0
2010-07-01,2327.911,22711.0,22711.0
2010-08-01,1964.721,19168.0,19168.0
2010-09-01,1475.269,14393.0,14393.0
2010-10-01,1102.851,10759.0,10759.0
2010-11-01,1155.33,11271.0,11271.0
2010-12-01,1821.122,17767.0,17767.0
2011-01-01,1240.874,12056.0,12056.0
2011-02-01,905.388,8797.0,8797.0
2011-03-01,1477.912,14359.0,14359.0
2011-04-01,1745.296,16957.0,16957.0
2011-05-01,1938.645,18836.0,18836.0
2011-06-01,1885.85,18323.0,18323.0
2011-07-01,1893.263,18395.0,18395.0
2011-08-01,1532.667,14891.0,14891.0
2011-09-01,1229.93,11950.0,11950.0
2011-10-01,865.266,8407.0,8407.0
2011-11-01,753.889,7325.0,7325.0
2011-12-01,675.02,6558.0,6558.0
2012-01-01,260.73,2481.0,2481.0
2012-02-01,216.442,2060.0,2060.0
2012-03-01,291.596,2775.0,2775.0
2012-04-01,449.707,4279.0,4279.0
2012-05-01,676.697,6439.0,6439.0
2012-06-01,594.994,5662.0,5662.0
2012-07-01,640.067,6091.0,6091.0
2012-08-01,580.302,5522.0,5522.0
2012-09-01,475.491,4525.0,4525.0
2012-10-01,368.764,3509.0,3509.0
2012-11-01,296.778,2824.0,2824.0
2012-12-01,383.432,3649.0,3649.0
2013-01-01,242.059,2309.0,2309.0
2013-02-01,214.756,2049.0,2049.0
2013-03-01,255.204,2435.0,2435.0
2013-04-01,321.728,3070.0,3070.0
2013-05-01,386.602,3689.0,3689.0
2013-06-01,408.229,3895.0,3895.0
2013-07-01,455.996,4351.0,4351.0
2013-08-01,375.147,3579.0,3579.0
2013-09-01,252.381,2408.0,2408.0
2013-10-01,201.65,1924.0,1924.0
2013-11-01,148.003,1412.0,1412.0
2013-12-01,132.245,1262.0,1262.0
2014-01-01,58.586,557.0,557.0
2014-02-01,52.395,498.0,498.0
2014-03-01,68.596,652.0,652.0
2014-04-01,102.117,971.0,971.0
2014-05-01,148.852,1416.0,1416.0
2014-06-01,159.33,1515.0,1515.0
2014-07-01,166.456,1583.0,1583.0
2014-08-01,136.215,1295.0,1295.0
2014-09-01,89.81,854.0,854.0
2014-10-01,72.243,687.0,687.0
2014-11-01,59.73,568.0,568.0
2014-12-01,70.67,672.0,672.0
2015-01-01,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0
2015-05-01,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0
2016-01-01,17.924,165.0,165.0
2016-02-01,25.468,235.0,235.0
2016-03-01,45.923,424.0,424.0
2016-04-01,45.744,422.0,422.0
2016-05-01,53.039,490.0,490.0
2016-06-01,54.979,508.0,508.0
2016-07-01,57.135,527.0,527.0
2016-08-01,47.531,439.0,439.0
2016-09-01,38.087,352.0,352.0
2016-10-01,28.486,263.0,263.0
2016-11-01,27.599,255.0,255.0
2016-12-01,38.085,352.0,352.0
2017-01-01,100.78,928.0,928.0
2017-02-01,94.278,869.0,869.0
2017-03-01,120.833,1113.0,1113.0
2017-04-01,119.83,1104.0,1104.0
2017-05-01,137.118,1263.0,1263.0
2017-06-01,119.173,1098.0,1098.0
2017-07-01,115.916,1068.0,1068.0
2017-08-01,103.753,956.0,956.0
2017-09-01,80.933,746.0,746.0
2017-10-01,57.044,526.0,526.0
2017-11-01,52.469,483.0,483.0
2017-12-01,53.873,496.0,496.0
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0
2019-02-01,0.0,0.0,0.0
2019-03-01,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0
