measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2017-01-01,98.424,873.0,873.0
2017-02-01,54.019,479.0,479.0
2017-03-01,44.34,393.0,393.0
2017-04-01,43.333,385.0,385.0
2017-05-01,48.088,426.0,426.0
2017-06-01,68.566,608.0,608.0
2017-07-01,96.98,860.0,860.0
2017-08-01,114.247,1013.0,1013.0
2017-09-01,67.098,595.0,595.0
2017-10-01,38.066,338.0,338.0
2017-11-01,44.922,398.0,398.0
2017-12-01,74.917,664.0,664.0
2018-01-01,334.557,4321.0,4321.0
2018-02-01,284.487,3675.0,3675.0
2018-03-01,272.767,3524.0,3524.0
2018-04-01,287.154,3710.0,3710.0
2018-05-01,335.775,4338.0,4338.0
2018-06-01,381.296,4927.0,4927.0
2018-07-01,674.468,8714.0,8714.0
2018-08-01,668.445,8636.0,8636.0
2018-09-01,533.664,6895.0,6895.0
2018-10-01,541.344,6994.0,6994.0
2018-11-01,472.261,6102.0,6102.0
2018-12-01,510.782,6599.0,6599.0
2019-01-01,497.14,4435.0,4435.0
2019-02-01,491.703,4387.0,4387.0
2019-03-01,541.292,4830.0,4830.0
2019-04-01,352.69,3147.0,3147.0
2019-05-01,453.598,4047.0,4047.0
2019-06-01,442.033,3944.0,3944.0
2019-07-01,620.54,5537.0,5537.0
2019-08-01,597.144,5327.0,5327.0
2019-09-01,424.143,3784.0,3784.0
2019-10-01,379.768,3388.0,3388.0
2019-11-01,416.925,3720.0,3720.0
2019-12-01,492.024,4390.0,4390.0
2020-01-01,506.91,4701.0,4701.0
2020-02-01,485.109,4499.0,4499.0
2020-03-01,336.738,3123.0,3123.0
2020-04-01,256.697,2381.0,2381.0
2020-05-01,337.434,3129.0,3129.0
2020-06-01,429.872,3987.0,3987.0
2020-07-01,589.567,5468.0,5468.0
2020-08-01,662.6,6146.0,6146.0
2020-09-01,576.103,5343.0,5343.0
2020-10-01,475.362,4408.0,4408.0
2020-11-01,375.853,3485.0,3485.0
2020-12-01,538.755,4997.0,4997.0
2022-01-01,728.075,7516.0,7516.0
2022-02-01,629.414,6496.0,6496.0
2022-03-01,532.108,5492.0,5492.0
2022-04-01,529.347,5464.0,5464.0
2022-05-01,519.252,5359.0,5359.0
2022-06-01,580.114,5987.0,5987.0
2022-07-01,687.847,7099.0,7099.0
2022-08-01,729.162,7525.0,7525.0
2022-09-01,724.946,7482.0,7482.0
2022-10-01,685.087,7070.0,7070.0
2022-11-01,722.204,7454.0,7454.0
2022-12-01,765.444,7900.0,7900.0
2023-01-01,618.57,6205.0,6205.0
2023-02-01,587.12,5887.0,5887.0
2023-03-01,646.28,6481.0,6481.0
2023-04-01,506.987,5084.0,5084.0
2023-05-01,520.763,5222.0,5222.0
2023-06-01,532.904,5343.0,5343.0
2023-07-01,651.142,6530.0,6530.0
2023-08-01,706.146,7081.0,7081.0
2023-09-01,682.351,6842.0,6842.0
2023-10-01,479.618,4810.0,4810.0
2023-11-01,549.247,5507.0,5507.0
2023-12-01,641.872,6436.0,6436.0
2024-01-01,488.31,489.0,489.0
2024-02-01,442.107,442.0,442.0
2024-03-01,383.077,383.0,383.0
2024-04-01,285.573,286.0,286.0
2024-05-01,338.883,339.0,339.0
2024-06-01,403.535,403.0,403.0
2024-07-01,476.914,477.0,477.0
2024-08-01,474.618,475.0,475.0
2024-09-01,395.367,396.0,396.0
2024-10-01,424.394,424.0,424.0
2024-11-01,337.584,338.0,338.0
2024-12-01,437.638,438.0,438.0
