measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2014-01-01,994.84,11259.0,11259.0,3771.195,42648.0,42648.0
2014-02-01,81.596,920.0,920.0,4795.25,54230.0,54230.0
2014-03-01,99.798,1127.0,1127.0,2438.355,27576.0,27576.0
2014-04-01,35.622,403.0,403.0,1685.152,19058.0,19058.0
2014-05-01,81.722,926.0,926.0,679.871,7689.0,7689.0
2014-06-01,72.803,822.0,822.0,2343.696,26505.0,26505.0
2014-07-01,43.39,489.0,489.0,4254.792,48118.0,48118.0
2014-08-01,57.082,644.0,644.0,3284.361,37143.0,37143.0
2014-09-01,30.483,345.0,345.0,3593.689,40641.0,40641.0
2014-10-01,31.554,357.0,357.0,1181.688,13364.0,13364.0
2014-11-01,59.021,667.0,667.0,219.815,2486.0,2486.0
2014-12-01,71.129,805.0,805.0,187.096,2116.0,2116.0
2015-01-01,399.802,4343.0,4343.0,328.267,3567.0,3567.0
2015-02-01,920.544,10002.0,10002.0,1546.8,16805.0,16805.0
2015-03-01,96.85,1051.0,1051.0,2170.177,23577.0,23577.0
2015-04-01,38.561,422.0,422.0,1705.929,18534.0,18534.0
2015-05-01,129.014,1403.0,1403.0,2085.732,22660.0,22660.0
2015-06-01,99.275,1080.0,1080.0,1259.411,13683.0,13683.0
2015-07-01,70.187,762.0,762.0,3920.417,42592.0,42592.0
2015-08-01,64.457,699.0,699.0,2343.396,25459.0,25459.0
