measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2015-09-01,62.711,681.0,681.0,2075.192,22546.0,22546.0
2015-10-01,49.168,531.0,531.0,2339.981,25422.0,25422.0
2015-11-01,136.106,1478.0,1478.0,4827.574,52448.0,52448.0
2015-12-01,84.56,918.0,918.0,5283.889,57405.0,57405.0
2016-01-01,573.008,6335.0,6335.0,3490.206,38639.0,38639.0
2016-02-01,393.12,4354.0,4354.0,3056.871,33842.0,33842.0
2016-03-01,125.176,1386.0,1386.0,2652.711,29367.0,29367.0
2016-04-01,126.591,1403.0,1403.0,4954.036,54844.0,54844.0
2016-05-01,211.053,2339.0,2339.0,4103.995,45434.0,45434.0
2016-06-01,194.004,2148.0,2148.0,3861.613,42751.0,42751.0
2016-07-01,158.175,1750.0,1750.0,2310.409,25578.0,25578.0
2016-08-01,152.185,1686.0,1686.0,2743.712,30375.0,30375.0
2016-09-01,133.407,1478.0,1478.0,2573.771,28493.0,28493.0
2016-10-01,144.06,1594.0,1594.0,343.096,3799.0,3799.0
2016-11-01,140.163,1553.0,1553.0,6544.332,72450.0,72450.0
2016-12-01,294.351,3257.0,3257.0,5276.955,58419.0,58419.0
2017-01-01,255.77,2934.0,2934.0,3667.287,42142.0,42142.0
2017-02-01,129.678,1490.0,1490.0,3499.32,40212.0,40212.0
2017-03-01,170.131,1958.0,1958.0,3579.477,41133.0,41133.0
2017-04-01,171.208,1969.0,1969.0,3241.987,37255.0,37255.0
2017-05-01,190.956,2195.0,2195.0,3289.676,37803.0,37803.0
2017-06-01,124.19,1426.0,1426.0,3122.057,35877.0,35877.0
2017-07-01,107.98,1242.0,1242.0,3230.565,37124.0,37124.0
2017-08-01,84.289,970.0,970.0,3067.078,35245.0,35245.0
2017-09-01,149.191,1715.0,1715.0,2850.477,32756.0,32756.0
2017-10-01,206.274,2368.0,2368.0,3370.744,38735.0,38735.0
2017-11-01,313.013,3598.0,3598.0,3479.37,39983.0,39983.0
2017-12-01,309.045,3552.0,3552.0,3592.237,41280.0,41280.0
2018-01-01,1245.845,13311.0,13311.0,3694.89,39492.0,39492.0
2018-02-01,47.433,508.0,508.0,3504.234,37454.0,37454.0
2018-03-01,103.503,1109.0,1109.0,3729.444,39861.0,39861.0
2018-04-01,68.415,733.0,733.0,3591.249,38384.0,38384.0
2018-05-01,96.844,1034.0,1034.0,3248.263,34718.0,34718.0
2018-06-01,89.36,953.0,953.0,3513.882,37557.0,37557.0
2018-07-01,64.855,693.0,693.0,3531.011,37740.0,37740.0
2018-08-01,86.064,918.0,918.0,3512.323,37540.0,37540.0
2018-09-01,50.563,543.0,543.0,2886.157,30848.0,30848.0
2018-10-01,44.245,474.0,474.0,3581.833,38283.0,38283.0
2018-11-01,93.292,999.0,999.0,3624.164,38736.0,38736.0
2018-12-01,130.338,1392.0,1392.0,3723.793,39801.0,39801.0
2019-01-01,367.103,4239.0,4239.0,4279.224,49568.0,49568.0
2019-02-01,101.166,1172.0,1172.0,3770.237,43672.0,43672.0
2019-03-01,187.102,2166.0,2166.0,4072.363,47172.0,47172.0
2019-04-01,142.477,1652.0,1652.0,3831.86,44386.0,44386.0
2019-05-01,155.361,1802.0,1802.0,4106.663,47569.0,47569.0
2019-06-01,169.415,1964.0,1964.0,3971.073,45998.0,45998.0
2019-07-01,94.691,1097.0,1097.0,4031.713,46701.0,46701.0
2019-08-01,101.06,1172.0,1172.0,3902.029,45199.0,45199.0
2019-09-01,54.183,629.0,629.0,3820.598,44255.0,44255.0
2019-10-01,86.54,1005.0,1005.0,4019.555,46560.0,46560.0
2019-11-01,100.115,1161.0,1161.0,3813.642,44175.0,44175.0
2019-12-01,140.376,1629.0,1629.0,4254.454,49281.0,49281.0
2020-01-01,313.053,3719.0,3719.0,4885.831,58037.0,58037.0
2020-02-01,110.675,1317.0,1317.0,4672.446,55503.0,55503.0
2020-03-01,98.175,1167.0,1167.0,5200.355,61773.0,61773.0
2020-04-01,116.779,1386.0,1386.0,4821.913,57278.0,57278.0
2020-05-01,236.192,2807.0,2807.0,4744.368,56357.0,56357.0
2020-06-01,112.217,1334.0,1334.0,4187.469,49742.0,49742.0
2020-07-01,102.787,1219.0,1219.0,4542.327,53957.0,53957.0
2020-08-01,147.633,1756.0,1756.0,4587.105,54489.0,54489.0
2020-09-01,105.087,1247.0,1247.0,4239.437,50359.0,50359.0
2020-10-01,126.817,1507.0,1507.0,4279.72,50838.0,50838.0
2020-11-01,116.268,1380.0,1380.0,4430.715,52632.0,52632.0
2020-12-01,216.037,2564.0,2564.0,5111.594,60719.0,60719.0
2021-01-01,183.374,2281.0,2281.0,5149.665,64102.0,64102.0
2021-02-01,362.059,4505.0,4505.0,4807.551,59844.0,59844.0
2021-03-01,202.495,2518.0,2518.0,5119.55,63727.0,63727.0
2021-04-01,76.52,953.0,953.0,5034.473,62668.0,62668.0
2021-05-01,82.138,1022.0,1022.0,5079.028,63223.0,63223.0
2021-06-01,126.612,1577.0,1577.0,4665.197,58072.0,58072.0
2021-07-01,88.385,1103.0,1103.0,4812.421,59904.0,59904.0
2021-08-01,73.469,912.0,912.0,4656.452,57963.0,57963.0
2021-09-01,74.498,930.0,930.0,4286.814,53362.0,53362.0
2021-10-01,42.526,531.0,531.0,4551.386,56655.0,56655.0
2021-11-01,61.607,768.0,768.0,4540.836,56523.0,56523.0
2021-12-01,87.253,1086.0,1086.0,5346.691,66555.0,66555.0
2022-01-01,204.432,2466.0,2466.0,4954.381,59668.0,59668.0
2022-02-01,24.115,289.0,289.0,4750.706,57215.0,57215.0
2022-03-01,86.307,1040.0,1040.0,5070.656,61068.0,61068.0
2022-04-01,79.002,953.0,953.0,4919.337,59246.0,59246.0
2022-05-01,110.95,1334.0,1334.0,4495.621,54143.0,54143.0
2022-06-01,73.113,878.0,878.0,4661.057,56135.0,56135.0
2022-07-01,70.756,855.0,855.0,5124.924,61722.0,61722.0
2022-08-01,23.234,277.0,277.0,4697.792,56577.0,56577.0
2022-09-01,29.408,352.0,352.0,4291.206,51681.0,51681.0
2022-10-01,62.725,757.0,757.0,4666.33,56199.0,56199.0
2022-11-01,82.033,988.0,988.0,4641.521,55900.0,55900.0
2022-12-01,790.025,9517.0,9517.0,4932.369,59403.0,59403.0
2023-01-01,260.995,2974.0,2974.0,4882.147,55537.0,55537.0
2023-02-01,206.523,2350.0,2350.0,4483.175,50999.0,50999.0
2023-03-01,329.958,3754.0,3754.0,4508.027,51281.0,51281.0
2023-04-01,345.411,3927.0,3927.0,4509.668,51300.0,51300.0
2023-05-01,80.419,912.0,912.0,4991.448,56781.0,56781.0
2023-06-01,234.251,2662.0,2662.0,4434.179,50441.0,50441.0
2023-07-01,305.866,3477.0,3477.0,4607.254,52410.0,52410.0
2023-08-01,217.663,2477.0,2477.0,4466.635,50811.0,50811.0
2023-09-01,167.089,1900.0,1900.0,4070.234,46302.0,46302.0
2023-10-01,176.243,2004.0,2004.0,4575.72,52051.0,52051.0
2023-11-01,328.724,3742.0,3742.0,4586.523,52175.0,52175.0
2023-12-01,232.93,2651.0,2651.0,4916.918,55933.0,55933.0
2024-01-01,85.182,959.0,959.0,1995.818,22461.0,22461.0
