measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-01-01,51.21,479.0,479.0
2022-02-01,23.537,217.0,217.0
2022-03-01,33.047,308.0,308.0
2022-04-01,25.059,234.0,234.0
2022-05-01,42.545,393.0,393.0
2022-06-01,36.081,336.0,336.0
2022-07-01,33.401,308.0,308.0
2022-08-01,16.368,154.0,154.0
2022-09-01,45.596,422.0,422.0
2022-10-01,38.073,353.0,353.0
2022-11-01,46.925,433.0,433.0
2022-12-01,56.158,524.0,524.0
2023-01-01,53.561,496.0,496.0
2023-02-01,24.554,228.0,228.0
2023-03-01,48.513,450.0,450.0
2023-04-01,107.192,998.0,998.0
2023-05-01,60.981,564.0,564.0
2023-06-01,47.333,439.0,439.0
2023-07-01,53.344,496.0,496.0
2023-08-01,69.762,650.0,650.0
2023-09-01,68.755,638.0,638.0
2023-10-01,32.89,308.0,308.0
2023-11-01,55.022,513.0,513.0
2023-12-01,74.093,690.0,690.0
2024-01-01,63.009,2371.0,2371.0
2024-02-01,14.01,528.0,528.0
2024-03-01,14.456,545.0,545.0
2024-04-01,19.792,743.0,743.0
2024-05-01,28.084,1056.0,1056.0
2024-06-01,22.31,842.0,842.0
2024-07-01,19.504,732.0,732.0
2024-08-01,18.217,688.0,688.0
2024-09-01,18.785,704.0,704.0
2024-10-01,18.377,693.0,693.0
2024-11-01,15.047,567.0,567.0
2024-12-01,17.409,655.0,655.0
