measured_on,"Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2005-01-01,1032.118,24771.5,24771.5
2005-02-01,928.873,22293.58,22293.58
2005-03-01,991.585,23798.71,23798.71
2005-04-01,976.5730000000001,23438.4,23438.4
2005-05-01,978.0690000000001,23474.3,23474.3
2005-06-01,1012.743,24306.51,24306.51
2005-07-01,1055.492,25332.5,25332.5
2005-08-01,1042.372,25017.62,25017.62
2005-09-01,1005.8570000000001,24141.24,24141.24
2005-10-01,1026.624,24639.66,24639.66
2005-11-01,994.7420000000001,23874.47,23874.47
2005-12-01,1012.951,24311.5,24311.5
2006-01-01,746.0840000000001,17906.0,17906.0
2006-02-01,696.0790000000001,16706.0,16706.0
2006-03-01,714.9820000000001,17160.0,17160.0
2006-04-01,591.102,14186.0,14186.0
2006-05-01,566.863,13605.0,13605.0
2006-06-01,703.147,16876.0,16876.0
2006-07-01,756.455,18155.0,18155.0
2006-08-01,749.077,17978.0,17978.0
2006-09-01,676.12,16227.0,16227.0
2006-10-01,637.445,15299.0,15299.0
2006-11-01,701.086,16826.0,16826.0
2006-12-01,701.56,16837.0,16837.0
