measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,419.969,4300.9,4300.9
2003-02-01,371.87600000000003,3808.38,3808.38
2003-03-01,403.576,4133.02,4133.02
2003-04-01,354.721,3632.7,3632.7
2003-05-01,377.243,3863.35,3863.35
2003-06-01,377.65,3867.51,3867.51
2003-07-01,429.567,4399.2,4399.2
2003-08-01,508.56,5208.16,5208.16
2003-09-01,429.086,4394.27,4394.27
2003-10-01,308.259,3156.88,3156.88
2003-11-01,380.815,3899.93,3899.93
2003-12-01,445.12800000000004,4558.56,4558.56
2004-01-01,407.24800000000005,4081.44,4081.44
2004-02-01,223.377,2238.68,2238.68
2004-03-01,320.742,3214.48,3214.48
2004-04-01,717.096,7186.74,7186.74
2004-05-01,490.78700000000003,4918.67,4918.67
2004-06-01,195.88400000000001,1963.15,1963.15
2004-07-01,195.55200000000002,1959.82,1959.82
2004-08-01,246.567,2471.09,2471.09
2004-09-01,383.776,3846.2,3846.2
2004-10-01,177.983,1783.75,1783.75
2004-11-01,227.661,2281.62,2281.62
2004-12-01,360.32800000000003,3611.21,3611.21
2005-01-01,523.503,5234.51,5234.51
2005-02-01,425.41,4253.67,4253.67
2005-03-01,464.80400000000003,4647.57,4647.57
2005-04-01,582.68,5826.22,5826.22
2005-05-01,431.71700000000004,4316.74,4316.74
2005-06-01,386.793,3867.54,3867.54
2005-07-01,328.409,3283.77,3283.77
2005-08-01,258.946,2589.21,2589.21
2005-09-01,223.68800000000002,2236.65,2236.65
2005-10-01,454.98600000000005,4549.41,4549.41
2005-11-01,499.637,4995.87,4995.87
2005-12-01,528.427,5283.74,5283.74
2006-01-01,354.172,3513.0,3513.0
2006-02-01,319.358,3168.0,3168.0
2006-03-01,281.35900000000004,2791.0,2791.0
2006-04-01,306.25,3038.0,3038.0
2006-05-01,362.09,3592.0,3592.0
2006-06-01,355.77700000000004,3529.0,3529.0
2006-07-01,373.08,3701.0,3701.0
2006-08-01,370.384,3674.0,3674.0
