measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2016-01-01,-9.388,0.0,0.0
2016-02-01,-6.993,0.0,0.0
2016-03-01,-6.34,0.0,0.0
2016-04-01,-5.716,0.0,0.0
2016-05-01,-8.48,0.0,0.0
2016-06-01,-10.195,0.0,0.0
2016-07-01,-10.776,0.0,0.0
2016-08-01,-9.234,0.0,0.0
2016-09-01,-10.638,0.0,0.0
2016-10-01,-10.935,0.0,0.0
2016-11-01,-10.974,0.0,0.0
2016-12-01,-11.331,0.0,0.0
2017-01-01,-3.402,0.0,0.0
2017-02-01,-3.402,0.0,0.0
2017-03-01,-4.355,0.0,0.0
2017-04-01,-4.282,0.0,0.0
2017-05-01,-4.211,0.0,0.0
2017-06-01,-4.348,0.0,0.0
2017-07-01,-4.23,0.0,0.0
2017-08-01,-4.233,0.0,0.0
2017-09-01,-3.93,0.0,0.0
2017-10-01,-3.167,0.0,0.0
2017-11-01,-4.055,0.0,0.0
2017-12-01,-4.385,0.0,0.0
2018-01-01,-2.336,0.0,0.0
2018-02-01,-1.815,0.0,0.0
2018-03-01,-2.641,0.0,0.0
2018-04-01,-3.024,0.0,0.0
2018-05-01,-2.876,0.0,0.0
2018-06-01,-2.826,0.0,0.0
2018-07-01,-2.845,0.0,0.0
2018-08-01,-2.919,0.0,0.0
2018-09-01,-2.651,0.0,0.0
2018-10-01,-2.735,0.0,0.0
2018-11-01,-2.695,0.0,0.0
2018-12-01,-2.637,0.0,0.0
2019-01-01,-0.363,0.0,0.0
2019-02-01,-0.293,0.0,0.0
2019-03-01,-0.333,0.0,0.0
2019-04-01,-0.31,0.0,0.0
2019-05-01,-0.285,0.0,0.0
2019-06-01,-0.336,0.0,0.0
2019-07-01,-0.346,0.0,0.0
2019-08-01,-0.378,0.0,0.0
2019-09-01,-0.34,0.0,0.0
2019-10-01,-0.369,0.0,0.0
2019-11-01,-0.314,0.0,0.0
2019-12-01,-0.333,0.0,0.0
2020-01-01,-2.111,0.0,0.0
2020-02-01,-1.63,0.0,0.0
2020-03-01,-2.501,0.0,0.0
2020-04-01,-2.218,0.0,0.0
2020-05-01,-2.149,0.0,0.0
2020-06-01,-1.909,0.0,0.0
2020-07-01,-2.256,0.0,0.0
2020-08-01,-2.249,0.0,0.0
2020-09-01,-2.431,0.0,0.0
2020-10-01,-2.596,0.0,0.0
2020-11-01,-2.559,0.0,0.0
2020-12-01,-2.391,0.0,0.0
2021-01-01,-1.917,0.0,0.0
2021-02-01,-2.047,0.0,0.0
2021-03-01,-2.303,0.0,0.0
2021-04-01,-2.237,0.0,0.0
2021-05-01,-1.892,0.0,0.0
2021-06-01,-2.184,0.0,0.0
2021-07-01,-2.187,0.0,0.0
2021-08-01,-2.193,0.0,0.0
2021-09-01,-2.436,0.0,0.0
2021-10-01,-2.105,0.0,0.0
2021-11-01,-2.258,0.0,0.0
2021-12-01,-2.241,0.0,0.0
2022-01-01,-1.551,0.0,0.0
2022-02-01,-1.631,0.0,0.0
2022-03-01,-1.51,0.0,0.0
2022-04-01,-1.581,0.0,0.0
2022-05-01,-1.676,0.0,0.0
2022-06-01,-1.693,0.0,0.0
2022-07-01,-1.759,0.0,0.0
2022-08-01,-1.807,0.0,0.0
2022-09-01,-1.62,0.0,0.0
2022-10-01,-1.808,0.0,0.0
2022-11-01,-1.674,0.0,0.0
2022-12-01,-1.69,0.0,0.0
2023-01-01,-5.0,0.0,0.0
2023-02-01,-10.0,0.0,0.0
2023-03-01,-8.0,0.0,0.0
2023-04-01,0.0,0.0,0.0
2023-05-01,-6.0,0.0,0.0
2023-06-01,-7.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,-4.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,-4.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,-9.0,0.0,0.0
2024-02-01,-9.0,0.0,0.0
2024-03-01,-9.0,0.0,0.0
2024-04-01,-9.0,0.0,0.0
2024-05-01,-9.0,0.0,0.0
2024-06-01,-9.0,0.0,0.0
2024-07-01,-9.0,0.0,0.0
2024-08-01,-9.0,0.0,0.0
2024-09-01,-9.0,0.0,0.0
2024-10-01,-9.0,0.0,0.0
2024-11-01,-9.0,0.0,0.0
2024-12-01,-9.0,0.0,0.0
