measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2017-01-01,136.558,1258.0,1258.0
2017-02-01,222.484,2050.0,2050.0
2017-03-01,305.454,2814.0,2814.0
2017-04-01,322.085,2967.0,2967.0
2017-05-01,319.682,2945.0,2945.0
2017-06-01,383.988,3538.0,3538.0
2017-07-01,375.488,3459.0,3459.0
2017-08-01,372.347,3430.0,3430.0
2017-09-01,300.649,2770.0,2770.0
2017-10-01,265.54,2446.0,2446.0
2017-11-01,163.167,1503.0,1503.0
2017-12-01,119.558,1101.0,1101.0
2018-01-01,163.79,1491.0,1491.0
2018-02-01,179.313,1632.0,1632.0
2018-03-01,288.928,2630.0,2630.0
2018-04-01,322.51,2936.0,2936.0
2018-05-01,406.464,3700.0,3700.0
2018-06-01,396.326,3608.0,3608.0
2018-07-01,465.707,4240.0,4240.0
2018-08-01,376.367,3426.0,3426.0
2018-09-01,232.854,2120.0,2120.0
2018-10-01,223.349,2033.0,2033.0
2018-11-01,133.376,1214.0,1214.0
2018-12-01,185.016,1684.0,1684.0
2019-01-01,195.258,1739.0,1739.0
2019-02-01,225.501,2008.0,2008.0
2019-03-01,316.987,2823.0,2823.0
2019-04-01,347.419,3094.0,3094.0
2019-05-01,350.822,3124.0,3124.0
2019-06-01,386.924,3446.0,3446.0
2019-07-01,463.289,4126.0,4126.0
2019-08-01,383.522,3415.0,3415.0
2019-09-01,361.596,3220.0,3220.0
2019-10-01,244.592,2178.0,2178.0
2019-11-01,197.526,1759.0,1759.0
2019-12-01,124.564,1109.0,1109.0
2020-01-01,168.429,1477.0,1477.0
2020-02-01,220.612,1934.0,1934.0
2020-03-01,335.68,2943.0,2943.0
2020-04-01,321.851,2822.0,2822.0
2020-05-01,453.749,3978.0,3978.0
2020-06-01,428.7,3758.0,3758.0
2020-07-01,422.177,3701.0,3701.0
2020-08-01,399.085,3499.0,3499.0
2020-09-01,346.509,3038.0,3038.0
2020-10-01,251.923,2209.0,2209.0
2020-11-01,180.169,1580.0,1580.0
2020-12-01,137.116,1202.0,1202.0
2021-01-01,162.305,1435.0,1435.0
2021-02-01,128.195,1134.0,1134.0
2021-03-01,405.759,3589.0,3589.0
2021-04-01,328.411,2904.0,2904.0
2021-05-01,408.168,3610.0,3610.0
2021-06-01,423.131,3742.0,3742.0
2021-07-01,332.976,2945.0,2945.0
2021-08-01,335.639,2968.0,2968.0
2021-09-01,311.927,2759.0,2759.0
2021-10-01,230.522,2039.0,2039.0
2021-11-01,227.986,2016.0,2016.0
2021-12-01,121.981,1079.0,1079.0
2022-01-01,293.922,1003.0,1003.0
2022-02-01,193.427,660.0,660.0
2022-03-01,288.678,985.0,985.0
2022-04-01,352.706,1203.0,1203.0
2022-05-01,396.978,1354.0,1354.0
2022-06-01,399.295,1362.0,1362.0
2022-07-01,440.761,1504.0,1504.0
2022-08-01,388.806,1327.0,1327.0
2022-09-01,322.338,1100.0,1100.0
2022-10-01,255.505,872.0,872.0
2022-11-01,210.746,719.0,719.0
2022-12-01,136.838,467.0,467.0
2023-01-01,127.0,433.0,433.0
2023-02-01,218.0,744.0,744.0
2023-03-01,325.0,1109.0,1109.0
2023-04-01,342.0,1167.0,1167.0
2023-05-01,466.0,1590.0,1590.0
2023-06-01,319.0,1088.0,1088.0
2023-07-01,362.0,1235.0,1235.0
2023-08-01,340.0,1160.0,1160.0
2023-09-01,290.0,989.0,989.0
2023-10-01,264.0,901.0,901.0
2023-11-01,241.0,822.0,822.0
2023-12-01,156.0,532.0,532.0
2024-01-01,120.0,409.0,409.0
2024-02-01,292.0,996.0,996.0
2024-03-01,290.0,989.0,989.0
2024-04-01,321.0,1095.0,1095.0
2024-05-01,360.0,1228.0,1228.0
2024-06-01,395.0,1348.0,1348.0
2024-07-01,399.0,1361.0,1361.0
2024-08-01,343.0,1170.0,1170.0
2024-09-01,331.0,1129.0,1129.0
2024-10-01,327.0,1116.0,1116.0
2024-11-01,263.0,897.0,897.0
2024-12-01,203.0,693.0,693.0
