measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Subbituminous Coal-Combined Cycle Combustion Turbine Part Generation,Subbituminous Coal-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Subbituminous Coal-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-04-01,,,,,,,,,,2.695,29.0,29.0,0.0,0.0,0.0,-1895.0,0.0,0.0,,,,608.211,6633.0,6633.0,,,,,,,105436.09,1149909.0,1149909.0
2012-05-01,,,,,,,,,,1.693,18.0,18.0,0.0,0.0,0.0,-1948.0,0.0,0.0,,,,1248.054,12995.0,12995.0,,,,,,,109035.25,1135319.0,1135319.0
2012-06-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1027.0,0.0,0.0,,,,2478.328,27128.0,27128.0,,,,,,,104614.67,1145105.0,1145105.0
2012-07-01,,,,,,,,,,1.104,12.0,12.0,0.0,0.0,0.0,-1308.0,0.0,0.0,,,,1571.135,16730.0,16730.0,,,,,,,127554.76,1358260.0,1358260.0
2012-08-01,,,,,,,,,,1.53,18.0,18.0,38440.0,429640.0,429640.0,17198.0,9328.0,9328.0,,,,2483.497,28609.0,28609.0,,,,,,,101681.97,1171340.0,1171340.0
2012-09-01,,,,,,,,,,1.616,18.0,18.0,10250.0,114626.0,114626.0,3321.0,587.0,587.0,,,,792.556,8645.0,8645.0,,,,,,,120946.83,1319201.0,1319201.0
2012-10-01,,,,,,,,,,0.574,6.0,6.0,16514.0,182446.0,182446.0,6994.0,3287.0,3287.0,,,,710.681,7279.0,7279.0,,,,,,,83846.745,858832.0,858832.0
2012-11-01,,,,,,,,,,0.0,0.0,0.0,8338.0,99119.0,99119.0,2818.0,0.0,0.0,,,,1919.481,21744.0,21744.0,,,,,,,35653.519,403889.0,403889.0
2012-12-01,,,,,,,,,,0.0,0.0,0.0,48947.0,512499.0,512499.0,20195.0,3390.0,3390.0,,,,1291.168,13821.0,13821.0,,,,,,,141606.83,1515797.0,1515797.0
2013-01-01,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,-962.0,0.0,0.0,,,,1720.73,18417.0,18417.0,,,,,,,151138.27,1617676.0,1617676.0
2013-02-01,,,,,,,,,,1.608,18.0,18.0,0.0,0.0,0.0,-773.0,0.0,0.0,,,,686.951,7529.0,7529.0,,,,,,,66515.441,729038.0,729038.0
2013-03-01,,,,,,,,,,1.486,18.0,18.0,327.0,10749.0,10749.0,-991.0,0.0,0.0,,,,225.639,2677.0,2677.0,,,,,,,43504.875,516071.0,516071.0
2013-04-01,,,,,,,,,,1.874,24.0,24.0,6238.0,85932.0,85932.0,2015.0,0.0,0.0,,,,1645.163,20630.0,20630.0,,,,,,,14969.963,187719.0,187719.0
2013-05-01,,,,,,,,,,1.941,24.0,24.0,54572.0,608416.0,608416.0,25013.0,525.0,525.0,,,,4452.639,53911.0,53911.0,,,,,,,31711.42,383952.0,383952.0
2013-06-01,,,,,,,,,,1.647,18.0,18.0,17356.0,210230.0,210230.0,7198.0,3452.0,3452.0,,,,6164.88,65998.0,65998.0,,,,,,,129768.47,1389242.0,1389242.0
2013-07-01,,,,,,,,,,1.046,12.0,12.0,52846.0,581496.0,581496.0,25421.0,26758.0,26758.0,,,,5934.605,66658.0,66658.0,,,,,,,122413.35,1374967.0,1374967.0
2013-08-01,,,,,,,,,,1.616,18.0,18.0,42771.0,476246.0,476246.0,10794.0,30365.0,30365.0,,,,1707.859,18625.0,18625.0,,,,,,,119188.53,1299806.0,1299806.0
2013-09-01,,,,,,,,,,0.0,0.0,0.0,52324.0,574693.0,574693.0,25204.0,36163.0,36163.0,,,,1142.02,12655.0,12655.0,,,,,,,129419.98,1434166.0,1434166.0
2013-10-01,,,,,,,,,,3.739,41.0,41.0,12656.0,132134.0,132134.0,2736.0,0.0,0.0,,,,1044.89,11495.0,11495.0,,,,,,,69011.371,759192.0,759192.0
2013-11-01,,,,,,,,,,1.634,18.0,18.0,28741.0,303009.0,303009.0,9323.0,898.0,898.0,,,,160.184,1729.0,1729.0,,,,,,,138674.18,1496477.0,1496477.0
2013-12-01,,,,,,,,,,3.889,41.0,41.0,45494.0,468677.0,468677.0,15448.0,2472.0,2472.0,,,,2128.016,22507.0,22507.0,,,,,,,158375.1,1675022.0,1675022.0
2014-01-01,,,,,,,,,,2.716,29.0,29.0,65564.0,697303.0,697303.0,25413.0,141.0,141.0,,,,4235.995,45823.0,45823.0,,,,,,,122599.29,1326220.0,1326220.0
2014-02-01,,,,,,,,,,1.082,12.0,12.0,13923.0,153544.0,153544.0,2585.0,0.0,0.0,,,,2316.553,25157.0,25157.0,,,,,,,99231.365,1077638.0,1077638.0
2014-03-01,,,,,,,,,,2.866,29.0,29.0,32891.0,353338.0,353338.0,12842.0,3536.0,3536.0,,,,546.467,5601.0,5601.0,,,,,,,89816.667,920646.0,920646.0
2014-04-01,,,,,,,,,,3.442,35.0,35.0,7361.0,87128.0,87128.0,2265.0,156.0,156.0,,,,1340.848,13735.0,13735.0,,,,,,,100922.71,1033793.0,1033793.0
2014-05-01,,,,,,,,,,2.604,29.0,29.0,50883.0,525474.0,525474.0,21334.0,4130.0,4130.0,,,,1180.957,13322.0,13322.0,,,,,,,141082.44,1591489.0,1591489.0
2014-06-01,,,,,,,,,,0.0,0.0,0.0,2990.0,40295.0,40295.0,32.0,0.0,0.0,,,,4873.619,52478.0,52478.0,,,,,,,118931.38,1280619.0,1280619.0
2014-07-01,,,,,,,,,,1.121,12.0,12.0,13522.0,148498.0,148498.0,4816.0,251.0,251.0,,,,465.475,4884.0,4884.0,,,,,,,105835.4,1110537.0,1110537.0
2014-08-01,,,,,,,,,,1.049,12.0,12.0,19127.0,208018.0,208018.0,7718.0,5282.0,5282.0,,,,1741.199,19526.0,19526.0,,,,,,,125593.75,1408408.0,1408408.0
2014-09-01,,,,,,,,,,1.642,18.0,18.0,7309.0,81230.0,81230.0,2786.0,5487.0,5487.0,,,,1293.414,13894.0,13894.0,,,,,,,113003.94,1213924.0,1213924.0
2014-10-01,,,,,,,,,,1.588,18.0,18.0,47378.0,468661.0,468661.0,19538.0,1201.0,1201.0,,,,869.843,9665.0,9665.0,,,,,,,84367.569,937449.0,937449.0
2014-11-01,,,,,,,,,,3.278,35.0,35.0,19309.0,206102.0,206102.0,6775.0,922.0,922.0,,,,20.346,219.0,219.0,,,,,,,141203.38,1520096.0,1520096.0
2014-12-01,,,,,,,,,,3.895,41.0,41.0,32921.0,338892.0,338892.0,11786.0,1246.0,1246.0,,,,44.632,472.0,472.0,,,,,,,149483.47,1579986.0,1579986.0
2015-01-01,,,,,,,,,,3.278,35.0,35.0,22096.0,238206.0,238206.0,6608.0,0.0,0.0,,,,3506.605,37744.0,37744.0,,,,,,,120045.12,1292131.0,1292131.0
2015-02-01,,,,,,,,,,1.623,18.0,18.0,68963.0,690097.0,690097.0,25137.0,1470.0,1470.0,,,,111.544,1213.0,1213.0,,,,,,,124298.83,1351311.0,1351311.0
2015-03-01,,,,,,,,,,1.548,18.0,18.0,31003.0,309198.0,309198.0,12334.0,1266.0,1266.0,,,,1766.923,20139.0,20139.0,,,,,,,88970.529,1014080.0,1014080.0
2015-04-01,,,,,,,,,,1.02,12.0,12.0,24048.0,264169.0,264169.0,9651.0,275.0,275.0,,,,1185.136,13662.0,13662.0,,,,,,,33519.844,386414.0,386414.0
2015-05-01,0.0,0.0,0.0,,,,,,,,,,11859.0,131545.0,131545.0,4639.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-06-01,0.0,0.0,0.0,,,,,,,,,,50831.0,535154.0,535154.0,22956.0,2622.0,2622.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-07-01,0.0,0.0,0.0,,,,,,,,,,84023.0,877914.0,877914.0,39681.0,17124.0,17124.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-08-01,0.0,0.0,0.0,,,,,,,,,,79275.0,818890.0,818890.0,36982.0,13613.0,13613.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-09-01,0.0,0.0,0.0,,,,,,,,,,59689.0,631706.0,631706.0,25950.0,7419.0,7419.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-10-01,0.0,0.0,0.0,,,,,,,,,,56835.0,591696.0,591696.0,22788.0,12.0,12.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,,,,,,,,,,43799.0,484873.0,484873.0,19025.0,4522.0,4522.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-12-01,0.0,0.0,0.0,,,,,,,,,,86429.0,900510.0,900510.0,34877.0,4.0,4.0,,,,,,,,,,0.0,0.0,0.0,,,
2016-01-01,0.0,0.0,0.0,,,,,,,,,,71704.0,751658.0,751658.0,27700.0,694.0,694.0,,,,,,,,,,,,,,,
2016-02-01,0.0,0.0,0.0,,,,,,,,,,83979.0,838967.0,838967.0,32563.0,164.0,164.0,,,,,,,,,,,,,,,
2016-03-01,0.0,0.0,0.0,,,,,,,,,,56289.0,600709.0,600709.0,22886.0,0.0,0.0,,,,,,,,,,,,,,,
2016-04-01,0.0,0.0,0.0,,,,,,,,,,76400.0,801936.0,801936.0,32171.0,424.0,424.0,,,,,,,,,,,,,,,
2016-05-01,0.0,0.0,0.0,,,,,,,,,,107211.0,1123549.0,1123549.0,47725.0,3080.0,3080.0,,,,,,,,,,,,,,,
2016-06-01,0.0,0.0,0.0,,,,,,,,,,86608.0,903078.0,903078.0,39447.0,9860.0,9860.0,,,,,,,,,,,,,,,
2016-07-01,0.0,0.0,0.0,,,,,,,,,,91799.0,35088.0,35088.0,45618.0,899249.0,899249.0,,,,,,,,,,,,,,,
2016-08-01,0.0,0.0,0.0,,,,,,,,,,105178.0,1077740.0,1077740.0,53549.0,49433.0,49433.0,,,,,,,,,,,,,,,
2016-09-01,0.0,0.0,0.0,,,,,,,,,,48435.0,522750.0,522750.0,21863.0,4517.0,4517.0,,,,,,,,,,,,,,,
2016-10-01,0.0,0.0,0.0,,,,,,,,,,-560.0,0.0,0.0,-560.0,0.0,0.0,,,,,,,,,,,,,,,
2016-11-01,0.0,0.0,0.0,,,,,,,,,,37982.0,426316.0,426316.0,14790.0,1269.0,1269.0,,,,,,,,,,,,,,,
2016-12-01,0.0,0.0,0.0,,,,,,,,,,28516.0,13725.0,13725.0,12689.0,316698.0,316698.0,,,,,,,,,,,,,,,
2017-01-01,0.0,0.0,0.0,,,,,,,,,,34179.0,386549.0,386549.0,13632.0,3967.0,3967.0,,,,,,,,,,,,,,,
2017-02-01,0.0,0.0,0.0,,,,,,,,,,22446.0,196470.0,196470.0,8689.0,484.0,484.0,,,,,,,,,,,,,,,
2017-03-01,0.0,0.0,0.0,,,,,,,,,,45148.0,468387.0,468387.0,18417.0,48.0,48.0,,,,,,,,,,,,,,,
2017-04-01,0.0,0.0,0.0,,,,,,,,,,63892.0,652998.0,652998.0,28110.0,3410.0,3410.0,,,,,,,,,,,,,,,
2017-05-01,0.0,0.0,0.0,,,,,,,,,,44770.0,477772.0,477772.0,19750.0,599.0,599.0,,,,,,,,,,,,,,,
2017-06-01,0.0,0.0,0.0,,,,,,,,,,62014.0,682121.0,682121.0,28848.0,4342.0,4342.0,,,,,,,,,,,,,,,
2017-07-01,0.0,0.0,0.0,,,,,,,,,,66488.0,725139.0,725139.0,31550.0,4616.0,4616.0,,,,,,,,,,,,,,,
2017-08-01,0.0,0.0,0.0,,,,,,,,,,40307.0,455581.0,455581.0,18908.0,11230.0,11230.0,,,,,,,,,,,,,,,
2017-09-01,0.0,0.0,0.0,,,,,,,,,,44668.0,476993.0,476993.0,21620.0,21176.0,21176.0,,,,,,,,,,,,,,,
2017-10-01,0.0,0.0,0.0,,,,,,,,,,52477.0,495631.0,495631.0,23087.0,10838.0,10838.0,,,,,,,,,,,,,,,
2017-11-01,0.0,0.0,0.0,,,,,,,,,,1465.0,12592.0,12592.0,631.0,0.0,0.0,,,,,,,,,,,,,,,
2017-12-01,0.0,0.0,0.0,,,,,,,,,,0.0,2907.0,2907.0,-1299.0,0.0,0.0,,,,,,,,,,,,,,,
2018-01-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,-1315.0,0.0,0.0,,,,,,,,,,,,,,,
2018-02-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,-917.0,0.0,0.0,,,,,,,,,,,,,,,
2018-03-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,-317.0,0.0,0.0,,,,,,,,,,,,,,,
2018-04-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,-1007.0,0.0,0.0,16539.479,179150.0,179150.0,,,,,,,,,,,,
2018-05-01,0.0,0.0,0.0,,,,,,,,,,69434.0,742182.0,742182.0,29080.0,13100.0,13100.0,19658.878,212938.0,212938.0,,,,,,,,,,,,
2018-06-01,0.0,0.0,0.0,,,,,,,,,,80905.0,769744.0,769744.0,40170.0,12105.0,12105.0,22383.498,242451.0,242451.0,,,,,,,,,,,,
2018-07-01,0.0,0.0,0.0,,,,,,,,,,109139.0,1171840.0,1171840.0,54580.0,34892.0,34892.0,30782.313,333423.0,333423.0,,,,,,,,,,,,
2018-08-01,0.0,0.0,0.0,,,,,,,,,,106180.0,1214523.0,1214523.0,51440.0,24065.0,24065.0,28397.849,307596.0,307596.0,,,,,,,,,,,,
2018-09-01,0.0,0.0,0.0,,,,,,,,,,71726.0,772785.0,772785.0,24660.0,13482.0,13482.0,20273.595,219597.0,219597.0,,,,,,,,,,,,
2018-10-01,0.0,0.0,0.0,,,,,,,,,,56279.0,600237.0,600237.0,26520.0,3470.0,3470.0,8950.3,96947.0,96947.0,,,,,,,,,,,,
2018-11-01,0.0,0.0,0.0,,,,,,,,,,30213.0,304961.0,304961.0,11847.0,1202.0,1202.0,11006.434,119218.0,119218.0,,,,,,,,,,,,
2018-12-01,0.0,0.0,0.0,,,,,,,,,,27487.0,290138.0,290138.0,10607.0,65.0,65.0,9373.654,101532.0,101532.0,,,,,,,,,,,,
2019-01-01,0.0,0.0,0.0,,,,,,,,,,40436.0,427916.0,427916.0,15357.0,495.0,495.0,13828.1,137174.0,137174.0,,,,,,,,,,,,
2019-02-01,0.0,0.0,0.0,,,,,,,,,,47997.0,496179.0,496179.0,18768.0,10041.0,10041.0,22623.906,224426.0,224426.0,,,,,,,,,,,,
2019-03-01,0.0,0.0,0.0,,,,,,,,,,81843.0,837389.0,837389.0,33976.0,6910.0,6910.0,20950.601,207826.0,207826.0,,,,,,,,,,,,
2019-04-01,0.0,0.0,0.0,,,,,,,,,,98544.0,1020315.0,1020315.0,44894.0,26159.0,26159.0,23370.003,231827.0,231827.0,,,,,,,,,,,,
2019-05-01,0.0,0.0,0.0,,,,,,,,,,86863.0,880051.0,880051.0,37685.0,12820.0,12820.0,19205.46,190515.0,190515.0,,,,,,,,,,,,
2019-06-01,0.0,0.0,0.0,,,,,,,,,,90539.0,959031.0,959031.0,15843.0,18156.0,18156.0,25664.923,254592.0,254592.0,,,,,,,,,,,,
2019-07-01,0.0,0.0,0.0,,,,,,,,,,118795.0,1262794.0,1262794.0,59187.0,58151.0,58151.0,33023.208,327586.0,327586.0,,,,,,,,,,,,
2019-08-01,0.0,0.0,0.0,,,,,,,,,,118491.0,1254467.0,1254467.0,59426.0,51913.0,51913.0,33880.897,336094.0,336094.0,,,,,,,,,,,,
2019-09-01,0.0,0.0,0.0,,,,,,,,,,73734.0,896891.0,896891.0,39283.0,15019.0,15019.0,26004.829,257964.0,257964.0,,,,,,,,,,,,
2019-10-01,0.0,0.0,0.0,,,,,,,,,,102592.0,1058552.0,1058552.0,47285.0,28646.0,28646.0,25105.567,249043.0,249043.0,,,,,,,,,,,,
2019-11-01,0.0,0.0,0.0,,,,,,,,,,64247.0,657566.0,657566.0,26837.0,5322.0,5322.0,21262.885,210925.0,210925.0,,,,,,,,,,,,
2019-12-01,0.0,0.0,0.0,,,,,,,,,,116281.0,1203437.0,1203437.0,48434.0,0.0,0.0,27970.621,277465.0,277465.0,,,,,,,,,,,,
2020-01-01,0.0,0.0,0.0,,,,,,,,,,111252.0,1147466.0,1147466.0,47255.0,19058.0,19058.0,43718.65,423570.0,423570.0,,,,,,,,,,,,
2020-02-01,0.0,0.0,0.0,,,,,,,,,,89907.0,943511.0,943511.0,37143.0,9395.0,9395.0,30745.388,297878.0,297878.0,,,,,,,,,,,,
2020-03-01,0.0,0.0,0.0,,,,,,,,,,75207.0,809214.0,809214.0,34109.0,9828.0,9828.0,29827.623,288986.0,288986.0,,,,,,,,,,,,
2020-04-01,0.0,0.0,0.0,,,,,,,,,,66950.0,706761.0,706761.0,28645.0,6194.0,6194.0,26958.788,261191.0,261191.0,,,,,,,,,,,,
2020-05-01,0.0,0.0,0.0,,,,,,,,,,69541.0,743837.0,743837.0,31460.0,16612.0,16612.0,21395.532,207291.0,207291.0,,,,,,,,,,,,
2020-06-01,0.0,0.0,0.0,,,,,,,,,,79029.0,855277.0,855277.0,44929.0,101131.0,101131.0,31732.747,307444.0,307444.0,,,,,,,,,,,,
2020-07-01,0.0,0.0,0.0,,,,,,,,,,102968.0,1109948.0,1109948.0,58095.0,115177.0,115177.0,41925.916,406200.0,406200.0,,,,,,,,,,,,
2020-08-01,0.0,0.0,0.0,,,,,,,,,,78866.0,846057.0,846057.0,41875.0,56411.0,56411.0,31251.679,302783.0,302783.0,,,,,,,,,,,,
2020-09-01,0.0,0.0,0.0,,,,,,,,,,50297.0,535893.0,535893.0,25260.0,21804.0,21804.0,19183.606,185861.0,185861.0,,,,,,,,,,,,
2020-10-01,0.0,0.0,0.0,,,,,,,,,,65555.0,629923.0,629923.0,33600.0,54552.0,54552.0,26806.469,259715.0,259715.0,,,,,,,,,,,,
2020-11-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,-706.0,0.0,0.0,20835.578,201866.0,201866.0,,,,,,,,,,,,
2020-12-01,,,,,,,0.0,0.0,0.0,,,,25174.0,285415.0,285415.0,10195.0,1986.0,1986.0,32907.024,318820.0,318820.0,,,,,,,,,,,,
2021-01-01,0.0,0.0,0.0,,,,,,,,,,81665.0,835896.0,835896.0,33952.0,13923.0,13923.0,29850.764,254663.0,254663.0,,,,,,,,,,,,
2021-02-01,0.0,0.0,0.0,,,,,,,,,,74275.0,25884.0,25884.0,34893.0,790779.0,790779.0,20646.255,176136.0,176136.0,,,,,,,,,,,,
2021-03-01,0.0,0.0,0.0,,,,,,,,,,40055.0,6734.0,6734.0,17120.0,396341.0,396341.0,20260.415,172845.0,172845.0,,,,,,,,,,,,
2021-04-01,0.0,0.0,0.0,,,,,,,,,,103127.0,72122.0,72122.0,53802.0,1082353.0,1082353.0,19334.839,164949.0,164949.0,,,,,,,,,,,,
2021-05-01,0.0,0.0,0.0,,,,,,,,,,102653.0,71470.0,71470.0,53260.0,1090387.0,1090387.0,25242.058,215343.0,215343.0,,,,,,,,,,,,
2021-06-01,0.0,0.0,0.0,,,,,,,,,,109322.0,174632.0,174632.0,67545.0,1149150.0,1149150.0,30010.507,256024.0,256024.0,,,,,,,,,,,,
2021-07-01,0.0,0.0,0.0,,,,,,,,,,102361.0,105337.0,105337.0,57954.0,1116423.0,1116423.0,38240.828,326238.0,326238.0,,,,,,,,,,,,
2021-08-01,0.0,0.0,0.0,,,,,,,,,,94002.0,1038629.0,1038629.0,54334.0,102731.0,102731.0,34684.977,295903.0,295903.0,,,,,,,,,,,,
2021-09-01,0.0,0.0,0.0,,,,,,,,,,44110.0,518526.0,518526.0,25130.0,25631.0,25631.0,22729.195,193906.0,193906.0,,,,,,,,,,,,
2021-10-01,0.0,0.0,0.0,,,,,,,,,,95417.0,101917.0,101917.0,53903.0,974382.0,974382.0,32395.806,276373.0,276373.0,,,,,,,,,,,,
2021-11-01,0.0,0.0,0.0,,,,,,,,,,71683.0,48884.0,48884.0,37259.0,721245.0,721245.0,32978.722,281346.0,281346.0,,,,,,,,,,,,
2021-12-01,0.0,0.0,0.0,,,,,,,,,,106262.0,1045739.0,1045739.0,54148.0,83171.0,83171.0,35850.634,305847.0,305847.0,,,,,,,,,,,,
2022-01-01,,,,,,,0.0,0.0,0.0,,,,80.0,5104.0,5104.0,-1385.0,0.0,0.0,22642.899,233048.0,233048.0,,,,,,,,,,,,
2022-02-01,0.0,0.0,0.0,,,,,,,,,,45383.0,452392.0,452392.0,20853.0,29957.0,29957.0,17195.59,176983.0,176983.0,,,,,,,,,,,,
2022-03-01,0.0,0.0,0.0,,,,,,,,,,41507.0,444291.0,444291.0,17812.0,7503.0,7503.0,11911.607,122598.0,122598.0,,,,,,,,,,,,
2022-04-01,0.0,0.0,0.0,,,,,,,,,,32161.0,316176.0,316176.0,15589.0,13669.0,13669.0,13079.738,134621.0,134621.0,,,,,,,,,,,,
2022-05-01,,,,,,,0.0,0.0,0.0,,,,308.0,7104.0,7104.0,-575.0,0.0,0.0,12226.475,125838.0,125838.0,,,,,,,,,,,,
2022-06-01,0.0,0.0,0.0,,,,,,,,,,43636.0,464506.0,464506.0,23796.0,35303.0,35303.0,18936.993,194905.0,194905.0,,,,,,,,,,,,
2022-07-01,0.0,0.0,0.0,,,,,,,,,,60025.0,703930.0,703930.0,36466.0,107938.0,107938.0,26129.535,268933.0,268933.0,,,,,,,,,,,,
2022-08-01,0.0,0.0,0.0,,,,,,,,,,74878.0,773015.0,773015.0,43814.0,98146.0,98146.0,27011.35,278009.0,278009.0,,,,,,,,,,,,
2022-09-01,0.0,0.0,0.0,,,,,,,,,,51400.0,517738.0,517738.0,29369.0,61057.0,61057.0,21742.358,223779.0,223779.0,,,,,,,,,,,,
2022-10-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,-683.0,0.0,0.0,15372.993,158223.0,158223.0,,,,,,,,,,,,
2022-11-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,-725.0,0.0,0.0,9081.897,93474.0,93474.0,,,,,,,,,,,,
2022-12-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,-836.0,0.0,0.0,14744.565,151755.0,151755.0,,,,,,,,,,,,
2023-01-01,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,25203.558,224524.0,224524.0,,,,,,,,,,,,
2023-02-01,0.0,0.0,0.0,,,,,,,,,,32205.0,322162.0,322162.0,12458.0,13187.0,13187.0,14323.745,127603.0,127603.0,,,,,,,,,,,,
2023-03-01,0.0,0.0,0.0,,,,,,,,,,100079.0,924774.0,924774.0,45732.0,952544.0,952544.0,35566.249,316841.0,316841.0,,,,,,,,,,,,
2023-04-01,0.0,0.0,0.0,,,,,,,,,,39660.0,391730.0,391730.0,20279.0,32553.0,32553.0,23578.041,210044.0,210044.0,,,,,,,,,,,,
2023-05-01,0.0,0.0,0.0,,,,,,,,,,47607.0,491996.0,491996.0,26699.0,58127.0,58127.0,20347.238,181262.0,181262.0,,,,,,,,,,,,
2023-06-01,0.0,0.0,0.0,,,,,,,,,,108717.0,1123088.0,1123088.0,66538.0,180903.0,180903.0,49400.046,440079.0,440079.0,,,,,,,,,,,,
2023-07-01,0.0,0.0,0.0,,,,,,,,,,118989.0,1209000.0,1209000.0,70810.0,184142.0,184142.0,53567.049,477200.0,477200.0,,,,,,,,,,,,
2023-08-01,0.0,0.0,0.0,,,,,,,,,,107279.0,1170137.0,1170137.0,74123.0,265312.0,265312.0,47293.742,421315.0,421315.0,,,,,,,,,,,,
2023-09-01,0.0,0.0,0.0,,,,,,,,,,96122.0,1025711.0,1025711.0,64015.0,207720.0,207720.0,33550.158,298880.0,298880.0,,,,,,,,,,,,
2023-10-01,0.0,0.0,0.0,,,,,,,,,,62741.0,665725.0,665725.0,38877.0,116565.0,116565.0,22871.412,203749.0,203749.0,,,,,,,,,,,,
2023-11-01,0.0,0.0,0.0,,,,,,,,,,78557.0,788318.0,788318.0,46985.0,121427.0,121427.0,33065.676,294565.0,294565.0,,,,,,,,,,,,
2023-12-01,0.0,0.0,0.0,,,,,,,,,,79117.0,865876.0,865876.0,49973.0,169892.0,169892.0,44093.086,392801.0,392801.0,,,,,,,,,,,,
2024-01-01,0.0,0.0,0.0,,,,,,,,,,125341.0,1050522.0,1050522.0,72310.0,172900.0,172900.0,41607.112,426444.0,426444.0,,,,,,,,,,,,
2024-02-01,0.0,0.0,0.0,,,,,,,,,,93474.0,868182.0,868182.0,59617.0,177616.0,177616.0,37490.232,384249.0,384249.0,,,,,,,,,,,,
2024-03-01,0.0,0.0,0.0,,,,,,,,,,92607.0,944958.0,944958.0,58093.0,192365.0,192365.0,38289.632,392442.0,392442.0,,,,,,,,,,,,
2024-04-01,0.0,0.0,0.0,,,,,,,,,,84673.0,775748.0,775748.0,52755.0,132922.0,132922.0,24634.975,252491.0,252491.0,,,,,,,,,,,,
2024-05-01,,,,,,,0.0,0.0,0.0,,,,15360.0,137871.0,137871.0,9297.0,28636.0,28636.0,29020.508,297440.0,297440.0,,,,,,,,,,,,
2024-06-01,0.0,0.0,0.0,,,,,,,,,,70126.0,705033.0,705033.0,43046.0,111748.0,111748.0,34632.718,354962.0,354962.0,,,,,,,,,,,,
