measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2024-01-01,20.0,68.0,68.0
2024-02-01,108.0,368.0,368.0
2024-03-01,121.0,413.0,413.0
2024-04-01,166.0,566.0,566.0
2024-05-01,170.0,580.0,580.0
2024-06-01,98.0,334.0,334.0
2024-07-01,8.0,27.0,27.0
2024-08-01,177.0,604.0,604.0
2024-09-01,175.0,597.0,597.0
2024-10-01,138.0,471.0,471.0
2024-11-01,84.0,287.0,287.0
2024-12-01,56.0,191.0,191.0
