measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,359048.0,3549232.0,3549232.0,506.0,5001.0,5001.0,0.0,0.0,0.0
2003-02-01,358876.0,3551175.0,3551175.0,154.0,1523.0,1523.0,3046.0,30143.0,30143.0
2003-03-01,333878.0,3250502.0,3250502.0,642.0,6250.0,6250.0,6535.0,63625.0,63625.0
2003-04-01,203904.0,2006628.0,2006628.0,558.0,5488.0,5488.0,11739.0,115524.0,115524.0
2003-05-01,165929.0,1609325.0,1609325.0,418.0,4054.0,4054.0,75737.0,734563.0,734563.0
2003-06-01,125057.0,1214011.0,1214011.0,909.0,8820.0,8820.0,148477.0,1441368.0,1441368.0
2003-07-01,177608.0,1679825.0,1679825.0,177.0,1670.0,1670.0,175007.0,1655226.0,1655226.0
2003-08-01,187840.0,1834834.0,1834834.0,1079.0,10539.0,10539.0,105428.0,1029823.0,1029823.0
2003-09-01,122786.0,1217300.0,1217300.0,1471.0,14581.0,14581.0,122968.0,1219106.0,1219106.0
2003-10-01,211248.0,2011400.0,2011400.0,355.0,3376.0,3376.0,136942.0,1303898.0,1303898.0
2003-11-01,197723.0,1875350.0,1875350.0,664.0,6299.0,6299.0,66428.0,630055.0,630055.0
2003-12-01,309241.0,2947675.0,2947675.0,576.0,5487.0,5487.0,0.0,0.0,0.0
2004-01-01,200250.0,1968046.0,1968046.0,714.0,7019.0,7019.0,128416.0,1262064.0,1262064.0
2004-02-01,118430.0,978441.0,978441.0,155.0,1572.0,1572.0,200302.0,2033643.0,2033643.0
2004-03-01,143302.0,1455243.0,1455243.0,171.0,1734.0,1734.0,179557.0,1823421.0,1823421.0
2004-04-01,93396.0,964679.0,964679.0,907.0,9363.0,9363.0,156630.0,1617813.0,1617813.0
2004-05-01,91635.0,868208.0,868208.0,906.0,8585.0,8585.0,183227.0,1736017.0,1736017.0
2004-06-01,111591.0,1157352.0,1157352.0,640.0,6635.0,6635.0,176246.0,1827916.0,1827916.0
2004-07-01,132274.0,1165692.0,1165692.0,680.0,5995.0,5995.0,207630.0,1829779.0,1829779.0
2004-08-01,135329.0,1426237.0,1426237.0,603.0,6352.0,6352.0,197045.0,2076667.0,2076667.0
2004-09-01,120394.0,1254413.0,1254413.0,1205.0,12553.0,12553.0,174812.0,1821401.0,1821401.0
2004-10-01,136179.0,1405237.0,1405237.0,1147.0,11840.0,11840.0,161979.0,1671468.0,1671468.0
2004-11-01,108962.0,1466463.0,1466463.0,354.0,4762.0,4762.0,125516.0,1689254.0,1689254.0
2004-12-01,112870.0,1129932.0,1129932.0,1072.0,10730.0,10730.0,173330.0,1735196.0,1735196.0
2005-01-01,101704.0,1046892.3,1046892.3,1257.0,12942.03,12942.03,189897.0,1954885.11,1954885.11
2005-02-01,93584.0,957694.4,957694.4,623.0,6374.2,6374.2,200114.0,2047864.65,2047864.65
2005-03-01,103357.0,1046604.64,1046604.64,423.0,4286.2,4286.2,238490.0,2414968.92,2414968.92
2005-04-01,94836.0,975120.5,975120.5,543.0,5585.4,5585.4,147393.0,1515527.69,1515527.69
2005-05-01,44455.0,475268.85,475268.85,870.0,9297.4,9297.4,145197.0,1552302.36,1552302.36
2005-06-01,92234.0,974722.47,974722.47,423.0,4471.8,4471.8,195653.0,2067637.32,2067637.32
2005-07-01,78632.0,845115.24,845115.24,462.0,4964.8,4964.8,242525.0,2606603.81,2606603.81
2005-08-01,83593.0,892101.18,892101.18,633.0,6751.2,6751.2,223305.0,2383544.25,2383544.25
2005-09-01,73689.0,785694.84,785694.84,1221.0,13009.4,13009.4,179412.0,1912477.11,1912477.11
2005-10-01,40633.0,428069.4,428069.4,617.0,6501.8,6501.8,187065.0,1970564.6,1970564.6
2005-11-01,20769.0,216606.0,216606.0,512.0,5336.0,5336.0,232205.0,2421850.2,2421850.2
2005-12-01,15317.0,155633.4,155633.4,424.0,4303.6,4303.6,313459.0,3184603.56,3184603.56
2006-01-01,16570.0,170608.0,170608.0,673.0,6925.0,6925.0,291685.0,3003227.0,3003227.0
2006-02-01,12076.0,122708.0,122708.0,484.0,4918.0,4918.0,278775.0,2832953.0,2832953.0
2006-03-01,16307.0,168847.0,168847.0,934.0,9669.0,9669.0,272949.0,2826329.0,2826329.0
2006-04-01,17261.0,181379.0,181379.0,478.0,5023.0,5023.0,201094.0,2113646.0,2113646.0
2006-05-01,3428.0,35974.0,35974.0,892.0,9361.0,9361.0,263377.0,2764386.0,2764386.0
2006-06-01,0.0,0.0,0.0,958.0,10162.0,10162.0,249620.0,2647377.0,2647377.0
2006-07-01,0.0,0.0,0.0,467.0,5081.0,5081.0,338296.0,3679554.0,3679554.0
2006-08-01,0.0,0.0,0.0,816.0,8973.0,8973.0,316614.0,3480427.0,3480427.0
