measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,23.13,387.0,387.0,37.684000000000005,434.0,434.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,21.654,363.0,363.0,35.278,406.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,20.919,350.0,350.0,34.082,392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-04-01,20.03,335.0,335.0,32.633,375.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-01,20.322000000000003,340.0,340.0,33.108000000000004,381.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,21.206,355.0,355.0,34.549,398.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,24.454,410.0,410.0,39.842,458.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-08-01,24.794,415.0,415.0,40.394000000000005,465.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-09-01,21.484,360.0,360.0,35.003,403.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,22.277,373.0,373.0,36.294000000000004,418.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,22.865,383.0,383.0,37.251000000000005,429.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,23.865,400.0,400.0,38.882000000000005,447.0,447.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,0.0,503.0,503.0,0.0,563.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,0.0,217.0,217.0,0.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,0.0,218.0,218.0,0.0,244.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-01,0.0,217.0,217.0,0.0,243.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-01,0.0,300.0,300.0,0.0,335.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-06-01,0.0,232.0,232.0,0.0,260.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-07-01,0.0,233.0,233.0,0.0,261.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-08-01,0.0,198.0,198.0,0.0,222.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-09-01,0.0,189.0,189.0,0.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-10-01,0.0,230.0,230.0,0.0,258.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-01,0.0,203.0,203.0,0.0,227.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-12-01,0.0,264.0,264.0,0.0,295.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0
2005-01-01,0.0,0.0,0.0,89.44,982.43,982.43,0.0,0.0,0.0,0.0,0.0,0.0
2005-02-01,0.0,0.0,0.0,30.729000000000003,337.53,337.53,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,0.0,0.0,0.0,34.059000000000005,374.11,374.11,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,41.255,453.15,453.15,0.0,0.0,0.0,0.0,0.0,0.0
2005-05-01,0.0,0.0,0.0,38.316,420.87,420.87,0.0,0.0,0.0,0.0,0.0,0.0
2005-06-01,0.0,0.0,0.0,49.73,546.24,546.24,0.0,0.0,0.0,0.0,0.0,0.0
2005-07-01,0.0,0.0,0.0,50.619,556.01,556.01,0.0,0.0,0.0,0.0,0.0,0.0
2005-08-01,0.0,0.0,0.0,59.465,653.18,653.18,0.0,0.0,0.0,0.0,0.0,0.0
2005-09-01,0.0,0.0,0.0,38.926,427.58,427.58,0.0,0.0,0.0,0.0,0.0,0.0
2005-10-01,0.0,0.0,0.0,43.228,474.83,474.83,0.0,0.0,0.0,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0,34.752,381.72,381.72,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0,73.482,807.14,807.14,0.0,0.0,0.0,0.0,0.0,0.0
2006-01-01,0.0,0.0,0.0,31.379,267.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-02-01,0.0,0.0,0.0,16.42,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-03-01,0.0,0.0,0.0,13.793000000000001,117.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-04-01,0.0,0.0,0.0,26.42,225.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-05-01,0.0,0.0,0.0,24.696,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-01,0.0,0.0,0.0,22.447000000000003,191.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-01,0.0,0.0,0.0,32.515,277.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-01,0.0,0.0,0.0,31.54,269.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-09-01,0.0,0.0,0.0,14.49,123.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-10-01,0.0,0.0,0.0,15.306000000000001,130.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-11-01,0.0,0.0,0.0,18.023,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,19.97,170.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-01-01,1.622,67.0,67.0,19.28,194.0,194.0,,,,0.0,0.0,0.0
2007-02-01,3.479,139.0,139.0,41.362,416.0,416.0,,,,0.0,0.0,0.0
2007-03-01,0.5670000000000001,22.0,22.0,6.737,67.0,67.0,,,,0.0,0.0,0.0
2007-04-01,0.402,17.0,17.0,4.7780000000000005,50.0,50.0,,,,0.0,0.0,0.0
2007-05-01,0.496,22.0,22.0,5.893000000000001,61.0,61.0,,,,0.0,0.0,0.0
2007-06-01,0.529,22.0,22.0,6.288,61.0,61.0,,,,0.0,0.0,0.0
2007-07-01,0.41900000000000004,17.0,17.0,4.979,50.0,50.0,,,,0.0,0.0,0.0
2007-08-01,0.037000000000000005,0.0,0.0,0.441,6.0,6.0,,,,0.0,0.0,0.0
2007-09-01,0.135,6.0,6.0,1.601,17.0,17.0,,,,0.0,0.0,0.0
2007-10-01,0.11800000000000001,6.0,6.0,1.405,17.0,17.0,,,,0.0,0.0,0.0
2007-11-01,0.459,17.0,17.0,5.4590000000000005,55.0,55.0,,,,0.0,0.0,0.0
2007-12-01,0.738,28.0,28.0,8.778,89.0,89.0,,,,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2009-01-01,12.823,192.0,192.0,21.523,264.0,264.0,,,,0.0,0.0,0.0
2009-02-01,2.192,30.0,30.0,3.68,42.0,42.0,,,,0.0,0.0,0.0
2009-03-01,1.296,18.0,18.0,2.175,24.0,24.0,,,,0.0,0.0,0.0
2009-04-01,1.8410000000000002,24.0,24.0,3.091,36.0,36.0,,,,0.0,0.0,0.0
2009-05-01,1.2890000000000001,18.0,18.0,2.164,24.0,24.0,,,,0.0,0.0,0.0
2009-06-01,1.2570000000000001,18.0,18.0,2.11,24.0,24.0,,,,0.0,0.0,0.0
2009-07-01,0.9780000000000001,12.0,12.0,1.641,18.0,18.0,,,,0.0,0.0,0.0
2009-08-01,1.232,18.0,18.0,2.069,24.0,24.0,,,,0.0,0.0,0.0
2009-09-01,0.9840000000000001,12.0,12.0,1.651,18.0,18.0,,,,0.0,0.0,0.0
2009-10-01,1.445,24.0,24.0,2.426,30.0,30.0,,,,0.0,0.0,0.0
2009-11-01,0.7110000000000001,12.0,12.0,1.194,12.0,12.0,,,,0.0,0.0,0.0
2009-12-01,1.9520000000000002,30.0,30.0,3.2760000000000002,36.0,36.0,,,,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,6.045,78.0,78.0,,,,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,3.8360000000000003,48.0,48.0,,,,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,1.0150000000000001,12.0,12.0,,,,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,2.697,36.0,36.0,,,,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,4.01,54.0,54.0,,,,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,2.238,30.0,30.0,,,,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,2.349,30.0,30.0,,,,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,2.9610000000000003,36.0,36.0,,,,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,3.019,36.0,36.0,,,,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,4.496,60.0,60.0,,,,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,2.0540000000000003,24.0,24.0,,,,0.0,0.0,0.0
2010-12-01,2.0,30.0,30.0,2.2800000000000002,30.0,30.0,,,,0.0,0.0,0.0
2011-01-01,1.112,18.0,18.0,1.575,12.0,12.0,,,,0.0,0.0,0.0
2011-02-01,1.225,18.0,18.0,1.735,24.0,24.0,,,,0.0,0.0,0.0
2011-03-01,1.971,30.0,30.0,2.793,36.0,36.0,,,,0.0,0.0,0.0
2011-04-01,1.962,24.0,24.0,2.78,36.0,36.0,,,,0.0,0.0,0.0
2011-05-01,0.927,12.0,12.0,1.313,18.0,18.0,,,,0.0,0.0,0.0
2011-06-01,0.622,6.0,6.0,0.881,12.0,12.0,,,,0.0,0.0,0.0
2011-07-01,1.5,18.0,18.0,2.125,24.0,24.0,,,,0.0,0.0,0.0
2011-08-01,0.787,12.0,12.0,1.115,12.0,12.0,,,,0.0,0.0,0.0
