measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2016-12-01,,,,660.0,6093.0,6093.0
2017-01-01,,,,1804.343,16623.0,16623.0
2017-02-01,,,,2202.706,20294.0,20294.0
2017-03-01,,,,2711.757,24983.0,24983.0
2017-04-01,,,,2953.726,27213.0,27213.0
2017-05-01,,,,3229.035,29749.0,29749.0
2017-06-01,,,,2761.787,25444.0,25444.0
2017-07-01,,,,3082.039,28395.0,28395.0
2017-08-01,,,,2782.453,25635.0,25635.0
2017-09-01,,,,2672.027,24617.0,24617.0
2017-10-01,,,,2326.741,21436.0,21436.0
2017-11-01,,,,2055.147,18934.0,18934.0
2017-12-01,,,,1680.239,15480.0,15480.0
2018-01-01,,,,889.185,8095.0,8095.0
2018-02-01,,,,857.808,7809.0,7809.0
2018-03-01,,,,1269.156,11554.0,11554.0
2018-04-01,,,,1376.487,12532.0,12532.0
2018-05-01,,,,1216.488,11075.0,11075.0
2018-06-01,,,,1341.424,12212.0,12212.0
2018-07-01,,,,1292.517,11767.0,11767.0
2018-08-01,,,,1317.909,11998.0,11998.0
2018-09-01,,,,1077.976,9814.0,9814.0
2018-10-01,,,,1136.919,10351.0,10351.0
2018-11-01,,,,827.217,7531.0,7531.0
2018-12-01,,,,744.914,6782.0,6782.0
2019-01-01,,,,1290.543,11492.0,11492.0
2019-02-01,,,,1270.638,11315.0,11315.0
2019-03-01,,,,1973.186,17571.0,17571.0
2019-04-01,,,,2073.076,18461.0,18461.0
2019-05-01,,,,2235.85,19910.0,19910.0
2019-06-01,,,,1985.374,17680.0,17680.0
2019-07-01,,,,2114.126,18826.0,18826.0
2019-08-01,,,,1924.768,17140.0,17140.0
2019-09-01,,,,1971.016,17552.0,17552.0
2019-10-01,,,,1611.697,14352.0,14352.0
2019-11-01,,,,1442.121,12842.0,12842.0
2019-12-01,,,,1218.605,10852.0,10852.0
2020-01-01,,,,1713.98,15026.0,15026.0
2020-02-01,,,,1838.465,16118.0,16118.0
2020-03-01,,,,2547.553,22334.0,22334.0
2020-04-01,,,,3271.583,28682.0,28682.0
2020-05-01,,,,3431.274,30082.0,30082.0
2020-06-01,,,,3801.192,33325.0,33325.0
2020-07-01,,,,4190.03,36734.0,36734.0
2020-08-01,,,,2944.596,25815.0,25815.0
2020-09-01,,,,2434.668,21345.0,21345.0
2020-10-01,,,,2341.397,20527.0,20527.0
2020-11-01,,,,1865.575,16355.0,16355.0
2020-12-01,,,,1459.687,12797.0,12797.0
2021-01-01,,,,1499.469,13261.0,13261.0
2021-02-01,,,,1295.643,11459.0,11459.0
2021-03-01,,,,2597.054,22968.0,22968.0
2021-04-01,,,,3136.874,27743.0,27743.0
2021-05-01,,,,3343.734,29572.0,29572.0
2021-06-01,,,,3020.494,26713.0,26713.0
2021-07-01,,,,3396.917,30042.0,30042.0
2021-08-01,,,,3051.518,26988.0,26988.0
2021-09-01,,,,2830.862,25036.0,25036.0
2021-10-01,,,,2036.278,18009.0,18009.0
2021-11-01,,,,1962.808,17359.0,17359.0
2021-12-01,,,,1309.349,11580.0,11580.0
2022-01-01,,,,1136.011,3876.0,3876.0
2022-02-01,,,,1617.813,5520.0,5520.0
2022-03-01,,,,2091.586,7136.0,7136.0
2022-04-01,,,,2723.86,9294.0,9294.0
2022-05-01,,,,2474.132,8442.0,8442.0
2022-06-01,,,,3023.748,10317.0,10317.0
2022-07-01,,,,2639.121,9005.0,9005.0
2022-08-01,,,,2628.762,8969.0,8969.0
2022-09-01,,,,2315.064,7899.0,7899.0
2022-10-01,,,,1804.787,6158.0,6158.0
2022-11-01,,,,1155.144,3941.0,3941.0
2022-12-01,,,,965.972,3296.0,3296.0
2023-01-01,0.0,0.0,0.0,1349.0,4603.0,4603.0
2023-02-01,0.0,0.0,0.0,1758.0,5998.0,5998.0
2023-03-01,0.0,0.0,0.0,2902.0,9902.0,9902.0
2023-04-01,0.0,0.0,0.0,3222.0,10993.0,10993.0
2023-05-01,0.0,0.0,0.0,3114.0,10625.0,10625.0
2023-06-01,0.0,0.0,0.0,2654.0,9055.0,9055.0
2023-07-01,0.0,0.0,0.0,2371.0,8090.0,8090.0
2023-08-01,0.0,0.0,0.0,2689.0,9175.0,9175.0
2023-09-01,0.0,0.0,0.0,2212.0,7547.0,7547.0
2023-10-01,0.0,0.0,0.0,2151.0,7339.0,7339.0
2023-11-01,0.0,0.0,0.0,1771.0,6043.0,6043.0
