measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2022-12-01,2277.0,12177.0,12177.0
2023-01-01,4276.0,28271.0,28271.0
2023-02-01,1671.0,14458.0,14458.0
2023-03-01,3639.0,25435.0,25435.0
2023-04-01,3303.0,25064.0,25064.0
2023-05-01,2263.0,18014.0,18014.0
2023-06-01,3372.0,23618.0,23618.0
2023-07-01,4092.0,30131.0,30131.0
2023-08-01,4043.0,29613.0,29613.0
2023-09-01,3178.0,23231.0,23231.0
2023-10-01,3411.0,23210.0,23210.0
2023-11-01,227.0,2361.0,2361.0
2023-12-01,688.0,5580.0,5580.0
2024-01-01,4561.0,28865.0,28865.0
2024-02-01,693.0,5204.0,5204.0
2024-03-01,3758.0,23602.0,23602.0
2024-04-01,4610.0,27555.0,27555.0
2024-05-01,4193.0,26304.0,26304.0
2024-06-01,3190.0,20428.0,20428.0
2024-07-01,4433.0,28160.0,28160.0
2024-08-01,3507.0,22707.0,22707.0
2024-09-01,3848.0,26107.0,26107.0
2024-10-01,4074.0,27819.0,27819.0
2024-11-01,3364.0,22907.0,22907.0
2024-12-01,3366.0,23104.0,23104.0
