measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,6.472,72.0,72.0,6.746,71.0,71.0,29.808,348.0,348.0,1.367,15.0,15.0
2003-02-01,5.712000000000001,63.0,63.0,5.953,63.0,63.0,26.305,307.0,307.0,1.207,13.0,13.0
2003-03-01,5.877000000000001,65.0,65.0,6.125,65.0,65.0,27.067,316.0,316.0,1.242,14.0,14.0
2003-04-01,5.2780000000000005,59.0,59.0,5.501,58.0,58.0,24.309,284.0,284.0,1.115,12.0,12.0
2003-05-01,5.386,60.0,60.0,5.614,59.0,59.0,24.807000000000002,290.0,290.0,1.1380000000000001,13.0,13.0
2003-06-01,5.712000000000001,63.0,63.0,5.954000000000001,63.0,63.0,26.308,307.0,307.0,1.207,13.0,13.0
2003-07-01,6.606000000000001,73.0,73.0,6.885,73.0,73.0,30.426000000000002,355.0,355.0,1.3960000000000001,15.0,15.0
2003-08-01,7.0040000000000004,78.0,78.0,7.3,77.0,77.0,32.259,377.0,377.0,1.48,16.0,16.0
2003-09-01,5.869000000000001,65.0,65.0,6.117,65.0,65.0,27.032,316.0,316.0,1.24,14.0,14.0
2003-10-01,5.506,61.0,61.0,5.738,61.0,61.0,25.357000000000003,296.0,296.0,1.163,13.0,13.0
2003-11-01,5.487,61.0,61.0,5.719,61.0,61.0,25.272000000000002,295.0,295.0,1.159,13.0,13.0
2003-12-01,6.09,68.0,68.0,6.347,67.0,67.0,28.049000000000003,327.0,327.0,1.2870000000000001,14.0,14.0
2004-01-01,0.0,0.0,0.0,25.915,278.0,278.0,20.025,160.0,160.0,0.554,6.0,6.0
2004-02-01,0.0,0.0,0.0,6.755,72.0,72.0,12.449,100.0,100.0,0.376,4.0,4.0
2004-03-01,0.0,0.0,0.0,0.929,10.0,10.0,11.883000000000001,95.0,95.0,0.17700000000000002,2.0,2.0
2004-04-01,0.0,0.0,0.0,6.635,71.0,71.0,10.254000000000001,82.0,82.0,0.378,4.0,4.0
2004-05-01,0.0,0.0,0.0,7.05,76.0,76.0,41.173,330.0,330.0,0.749,8.0,8.0
2004-06-01,0.0,0.0,0.0,9.406,101.0,101.0,49.665,398.0,398.0,1.314,14.0,14.0
2004-07-01,0.0,0.0,0.0,13.423,144.0,144.0,66.70400000000001,534.0,534.0,1.485,16.0,16.0
2004-08-01,0.0,0.0,0.0,15.002,161.0,161.0,47.192,378.0,378.0,0.9730000000000001,11.0,11.0
2004-09-01,0.0,0.0,0.0,11.871,127.0,127.0,32.065,257.0,257.0,0.613,7.0,7.0
2004-10-01,0.0,0.0,0.0,16.846,181.0,181.0,11.709000000000001,94.0,94.0,0.8140000000000001,9.0,9.0
2004-11-01,0.0,0.0,0.0,14.426,155.0,155.0,11.029,88.0,88.0,0.7080000000000001,8.0,8.0
2004-12-01,0.0,0.0,0.0,15.741000000000001,169.0,169.0,19.851000000000003,159.0,159.0,0.859,9.0,9.0
2005-01-01,0.306,3.53,3.53,93.575,980.95,980.95,64.003,831.19,831.19,9.851,105.47,105.47
2005-02-01,0.105,1.21,1.21,32.149,337.02,337.02,51.203,664.96,664.96,7.881,84.38,84.38
2005-03-01,0.117,1.34,1.34,35.634,373.55,373.55,71.054,922.75,922.75,10.937000000000001,117.09,117.09
2005-04-01,0.14100000000000001,1.63,1.63,43.162,452.47,452.47,67.44800000000001,875.93,875.93,10.382,111.15,111.15
2005-05-01,0.131,1.51,1.51,40.087,420.23,420.23,64.497,837.6,837.6,9.927,106.28,106.28
2005-06-01,0.17,1.96,1.96,52.029,545.42,545.42,121.751,1581.14,1581.14,18.74,200.63,200.63
2005-07-01,0.17300000000000001,2.0,2.0,52.959,555.17,555.17,160.279,2081.5,2081.5,24.67,264.12,264.12
2005-08-01,0.20400000000000001,2.34,2.34,62.214000000000006,652.19,652.19,159.222,2067.76,2067.76,24.507,262.38,262.38
2005-09-01,0.133,1.54,1.54,40.726,426.93,426.93,96.39800000000001,1251.9,1251.9,14.838000000000001,158.85,158.85
2005-10-01,0.14800000000000002,1.71,1.71,45.227000000000004,474.11,474.11,68.352,887.67,887.67,10.521,112.64,112.64
2005-11-01,0.11900000000000001,1.37,1.37,36.358000000000004,381.15,381.15,59.905,777.97,777.97,9.221,98.72,98.72
2005-12-01,0.252,2.9,2.9,76.879,805.92,805.92,74.887,972.53,972.53,11.527000000000001,123.4,123.4
2006-01-01,0.11800000000000001,1.0,1.0,23.387,234.0,234.0,7.572,98.0,98.0,1.55,28.0,28.0
2006-02-01,0.061000000000000006,1.0,1.0,12.238000000000001,122.0,122.0,8.559000000000001,111.0,111.0,1.752,31.0,31.0
2006-03-01,0.052000000000000005,1.0,1.0,10.28,103.0,103.0,11.279,146.0,146.0,2.309,41.0,41.0
2006-04-01,0.099,1.0,1.0,19.692,197.0,197.0,9.334,121.0,121.0,1.91,34.0,34.0
2006-05-01,0.092,1.0,1.0,18.407,184.0,184.0,12.295,159.0,159.0,2.517,45.0,45.0
2006-06-01,0.084,1.0,1.0,16.73,167.0,167.0,15.838000000000001,205.0,205.0,3.242,58.0,58.0
2006-07-01,0.12200000000000001,1.0,1.0,24.234,242.0,242.0,28.341,367.0,367.0,5.801,104.0,104.0
2006-08-01,0.11800000000000001,1.0,1.0,23.507,235.0,235.0,25.184,326.0,326.0,5.155,92.0,92.0
2006-09-01,0.054,1.0,1.0,10.8,108.0,108.0,14.813,192.0,192.0,3.032,54.0,54.0
2006-10-01,0.057,1.0,1.0,11.408000000000001,114.0,114.0,16.046,208.0,208.0,3.2840000000000003,59.0,59.0
2006-11-01,0.068,1.0,1.0,13.433,134.0,134.0,10.788,140.0,140.0,2.208,39.0,39.0
2006-12-01,0.075,1.0,1.0,14.884,149.0,149.0,10.951,142.0,142.0,2.241,40.0,40.0
2007-01-01,0.0,0.0,0.0,9.794,104.0,104.0,7.928,109.0,109.0,1.43,15.0,15.0
2007-02-01,0.0,0.0,0.0,19.53,202.0,202.0,15.315,210.0,210.0,2.762,28.0,28.0
2007-03-01,0.0,0.0,0.0,12.6,132.0,132.0,9.713000000000001,133.0,133.0,1.752,18.0,18.0
2007-04-01,0.0,0.0,0.0,13.19,138.0,138.0,10.399000000000001,143.0,143.0,1.8760000000000001,19.0,19.0
2007-05-01,0.0,0.0,0.0,11.553,121.0,121.0,15.368,211.0,211.0,2.7720000000000002,28.0,28.0
2007-06-01,0.0,0.0,0.0,11.349,115.0,115.0,18.477,253.0,253.0,3.333,35.0,35.0
2007-07-01,0.0,0.0,0.0,12.121,127.0,127.0,22.233,305.0,305.0,4.01,41.0,41.0
2007-08-01,0.0,0.0,0.0,14.368,150.0,150.0,51.414,705.0,705.0,9.274000000000001,96.0,96.0
2007-09-01,0.0,0.0,0.0,16.782,173.0,173.0,17.966,247.0,247.0,3.24,34.0,34.0
2007-10-01,0.0,0.0,0.0,18.816000000000003,196.0,196.0,16.603,228.0,228.0,2.995,30.0,30.0
