measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2017-04-01,-9.115,0.0,0.0
2017-05-01,-9.588,0.0,0.0
2017-06-01,-8.975,0.0,0.0
2017-07-01,-9.655,0.0,0.0
2017-08-01,-9.557,0.0,0.0
2017-09-01,-7.912,0.0,0.0
2017-10-01,-8.742,0.0,0.0
2017-11-01,-9.252,0.0,0.0
2017-12-01,-10.204,0.0,0.0
2018-01-01,-23.609,0.0,0.0
2018-02-01,-21.489,0.0,0.0
2018-03-01,-23.813,0.0,0.0
2018-04-01,-23.301,0.0,0.0
2018-05-01,-21.667,0.0,0.0
2018-06-01,-23.362,0.0,0.0
2018-07-01,-22.853,0.0,0.0
2018-08-01,-23.073,0.0,0.0
2018-09-01,-20.791,0.0,0.0
2018-10-01,-22.85,0.0,0.0
2018-11-01,-22.719,0.0,0.0
2018-12-01,-23.473,0.0,0.0
2019-01-01,-20.784,0.0,0.0
2019-02-01,-17.345,0.0,0.0
2019-03-01,-18.707,0.0,0.0
2019-04-01,-18.025,0.0,0.0
2019-05-01,-20.283,0.0,0.0
2019-06-01,-18.605,0.0,0.0
2019-07-01,-20.497,0.0,0.0
2019-08-01,-18.977,0.0,0.0
2019-09-01,-19.011,0.0,0.0
2019-10-01,-18.871,0.0,0.0
2019-11-01,-18.363,0.0,0.0
2019-12-01,-19.532,0.0,0.0
2020-01-01,-177.702,0.0,0.0
2020-02-01,-172.298,0.0,0.0
